 Unix Timestamp;          Alaska Standard Time;   Temp_O2logger;DO_mgL;Dosat_mgL;DO_p;W_press_kPa;atm_pressure;logger_level_cm;channel_depth_cm;Discharge_L_s;Cond_uS_cm;Temp_condlogger;Light_lux;CO2_ppm
1532283420;2018-07-22 10:17;12.45;9.15;9.78;93.49;93.013;91.2;18.5;22.8;96.7;16.1;9.89;16307;
1532284020;2018-07-22 10:27;11.23;9.45;10.07;93.89;93.078;91.2;19.2;23.5;100;16.1;9.97;6676;
1532284620;2018-07-22 10:37;10.13;9.73;10.33;94.18;93.079;91.1;20.2;24.4;105.2;16.1;10.03;8817;
1532285220;2018-07-22 10:47;10.19;9.78;10.32;94.78;93.094;91.1;20.3;24.6;106;16.2;10.16;6830;
1532285820;2018-07-22 10:57;10.26;9.77;10.3;94.93;93.079;91.1;20.2;24.4;105.2;16.3;10.28;7652;
1532286420;2018-07-22 11:07;10.31;9.78;10.28;95.09;93.065;91.1;20;24.3;104.5;16.4;10.37;6687;
1532287020;2018-07-22 11:17;10.37;9.76;10.27;95.09;93.066;91.1;20;24.3;104.5;16.4;10.42;6326;
1532287620;2018-07-22 11:27;10.42;9.78;10.25;95.42;93.051;91.1;19.9;24.2;103.7;16.9;10.48;7519;
1532288220;2018-07-22 11:37;10.49;9.78;10.24;95.55;93.052;91.1;19.9;24.2;103.8;16.5;10.54;6656;
1532288820;2018-07-22 11:47;10.54;9.79;10.22;95.78;92.991;91.1;19.3;23.6;100.6;16.5;10.59;10772;
1532289420;2018-07-22 11:57;10.64;9.77;10.2;95.84;93.022;91.1;19.6;23.9;102.2;16.5;10.66;15683;
1532290020;2018-07-22 12:07;10.77;9.79;10.16;96.3;92.993;91.1;19.3;23.6;100.7;16.6;10.75;25283;
1532290620;2018-07-22 12:17;10.91;9.76;10.14;96.29;93.04;91.1;19.8;24.1;103.1;16.6;10.91;24965;
1532291220;2018-07-22 12:27;11.04;9.77;10.1;96.73;92.965;91.1;19;23.3;99.3;16.7;11.04;20091;
1532291820;2018-07-22 12:37;11.12;9.74;10.08;96.56;93.011;91.1;19.5;23.8;101.6;16.8;11.17;8929;
1532292420;2018-07-22 12:47;11.21;9.75;10.07;96.83;93.027;91.1;19.6;23.9;102.5;16.8;11.23;17239;
1532293020;2018-07-22 12:57;11.36;9.73;10.03;97.05;92.982;91.1;19.2;23.5;100.2;16.9;11.31;12774;
1532293620;2018-07-22 13:07;11.44;9.72;10.01;97.11;92.968;91.1;19;23.4;99.4;17;11.46;5740;
1532294220;2018-07-22 13:17;11.48;9.71;10;97.1;92.984;91.1;19.2;23.5;100.3;17;11.54;6956;
1532294820;2018-07-22 13:27;11.54;9.69;9.98;97.08;93;91.1;19.4;23.7;101.1;17.1;11.61;9800;
1532295420;2018-07-22 13:37;11.62;9.66;9.96;97.02;92.939;91.1;18.8;23.1;98;17.1;11.67;10527;
1532296020;2018-07-22 13:47;11.69;9.66;9.95;97.17;92.94;91.1;18.8;23.1;98.1;17.2;11.75;7503;
1532296620;2018-07-22 13:57;11.74;9.65;9.94;97.16;92.956;91.1;18.9;23.2;98.8;17.1;11.8;9477;
1532297220;2018-07-22 14:07;11.83;9.64;9.91;97.3;92.926;91;19.6;23.9;102.4;17.3;11.88;11069;
1532297820;2018-07-22 14:17;11.9;9.61;9.89;97.14;92.896;91;19.3;23.6;100.9;17.3;11.94;13614;
1532298420;2018-07-22 14:27;11.99;9.62;9.88;97.39;92.927;91;19.6;23.9;102.5;17.4;12.03;19743;
1532299020;2018-07-22 14:37;12.12;9.59;9.85;97.43;92.928;91;19.7;23.9;102.5;17.4;12.15;8852;
1532299620;2018-07-22 14:47;12.17;9.59;9.83;97.56;92.899;91;19.4;23.7;101;17.4;12.23;6848;
1532300220;2018-07-22 14:57;12.2;9.56;9.83;97.27;92.899;91;19.4;23.7;101;17.4;12.29;5030;
1532300820;2018-07-22 15:07;12.24;9.56;9.82;97.38;92.899;91;19.4;23.7;101;17.5;12.33;4936;
1532301420;2018-07-22 15:17;12.28;9.54;9.81;97.23;92.899;91;19.4;23.7;101;17.6;12.36;5676;
1532302020;2018-07-22 15:27;12.32;9.51;9.79;97.18;92.809;91;18.4;22.8;96.5;17.6;12.4;7736;
1532302620;2018-07-22 15:37;12.38;9.5;9.78;97.12;92.87;91;19.1;23.4;99.6;17.7;12.46;3860;
1532303220;2018-07-22 15:47;12.41;9.49;9.78;97.07;92.871;91.1;18.1;22.4;94.7;17.7;12.5;6771;
1532303820;2018-07-22 15:57;12.46;9.47;9.76;96.96;92.84;91.1;17.7;22.1;93.2;17.7;12.56;3945;
1532304420;2018-07-22 16:07;12.48;9.43;9.76;96.57;92.871;91.1;18.1;22.4;94.7;17.7;12.57;6666;
1532305020;2018-07-22 16:17;12.53;9.44;9.75;96.81;92.887;91.1;18.2;22.6;95.5;17.7;12.61;7905;
1532305620;2018-07-22 16:27;12.61;9.41;9.74;96.69;92.887;91.1;18.2;22.6;95.5;17.7;12.66;23306;
1532306220;2018-07-22 16:37;12.69;9.39;9.71;96.71;92.827;91;18.6;23;97.4;17.9;12.75;6723;
1532306820;2018-07-22 16:47;12.73;9.39;9.71;96.79;92.858;91;18.9;23.3;98.9;17.9;12.81;12959;
1532307420;2018-07-22 16:57;12.78;9.38;9.69;96.84;92.812;91;18.5;22.8;96.7;17.9;12.86;6697;
1532308020;2018-07-22 17:07;12.81;9.36;9.68;96.62;92.828;91;18.6;23;97.5;17.9;12.9;4152;
1532308620;2018-07-22 17:17;12.83;9.35;9.68;96.63;92.798;91;18.3;22.7;96;18;12.91;4732;
1532309220;2018-07-22 17:27;12.84;9.33;9.68;96.43;92.813;91;18.5;22.8;96.7;18;12.95;5253;
1532309820;2018-07-22 17:37;12.86;9.3;9.67;96.21;92.768;91;18;22.4;94.5;18.1;12.96;4148;
1532310420;2018-07-22 17:47;12.89;9.29;9.66;96.14;92.799;91;18.3;22.7;96;18.1;13;5381;
1532311020;2018-07-22 17:57;12.92;9.29;9.65;96.22;92.753;91;17.9;22.2;93.8;18.2;13.01;9070;
1532311620;2018-07-22 18:07;12.96;9.27;9.65;96.03;92.814;91;18.5;22.8;96.8;18.2;13.04;3749;
1532312220;2018-07-22 18:17;12.97;9.25;9.65;95.86;92.814;91;18.5;22.8;96.8;18.2;13.08;2241;
1532312820;2018-07-22 18:27;12.97;9.22;9.65;95.51;92.829;91;18.7;23;97.5;18.2;13.08;5885;
1532313420;2018-07-22 18:37;12.99;9.23;9.64;95.66;92.815;91;18.5;22.8;96.8;18.3;13.09;10747;
1532314020;2018-07-22 18:47;13.04;9.21;9.64;95.52;92.875;91;19.1;23.4;99.8;18.3;13.13;8916;
1532314620;2018-07-22 18:57;13.08;9.21;9.63;95.66;92.846;91;18.8;23.1;98.3;18.3;13.16;6679;
1532315220;2018-07-22 19:07;13.08;9.22;9.63;95.76;92.831;91;18.7;23;97.6;18.3;13.2;4787;
1532315820;2018-07-22 19:17;13.09;9.18;9.62;95.43;92.831;91;18.7;23;97.6;18.3;13.2;4690;
1532316420;2018-07-22 19:27;13.11;9.18;9.62;95.42;92.816;91;18.5;22.9;96.9;18.4;13.21;8929;
1532317020;2018-07-22 19:37;13.17;9.2;9.6;95.78;92.77;91;18;22.4;94.6;18.4;13.24;11858;
1532317620;2018-07-22 19:47;13.2;9.18;9.6;95.61;92.801;91;18.4;22.7;96.1;18.5;13.28;10578;
1532318220;2018-07-22 19:57;13.25;9.17;9.58;95.71;92.786;91;18.2;22.6;95.4;18.5;13.32;8425;
1532318820;2018-07-22 20:07;13.28;9.15;9.58;95.54;92.771;91;18.1;22.4;94.7;18.5;13.37;8046;
1532319420;2018-07-22 20:17;13.3;9.17;9.57;95.76;92.757;91;17.9;22.3;94;18.6;13.38;7252;
1532320020;2018-07-22 20:27;13.31;9.15;9.57;95.61;92.741;91;17.8;22.1;93.3;18.7;13.41;6328;
1532320620;2018-07-22 20:37;13.31;9.17;9.57;95.86;92.726;91;17.6;22;92.6;18.7;13.41;4388;
1532321220;2018-07-22 20:47;13.31;9.13;9.56;95.5;92.696;91;17.3;21.7;91.2;18.6;13.42;5304;
1532321820;2018-07-22 20:57;13.31;9.12;9.57;95.31;92.726;91;17.6;22;92.6;18.7;13.42;3903;
1532322420;2018-07-22 21:07;13.31;9.11;9.56;95.25;92.696;91;17.3;21.7;91.2;18.7;13.42;5047;
1532323020;2018-07-22 21:17;13.3;9.08;9.56;94.97;92.681;91;17.1;21.6;90.5;18.7;13.45;2090;
1532323620;2018-07-22 21:27;13.28;9.07;9.57;94.81;92.711;91;17.4;21.8;91.9;18.7;13.41;3574;
1532324220;2018-07-22 21:37;13.27;9.02;9.57;94.27;92.711;91;17.4;21.8;91.9;18.7;13.38;3073;
1532324820;2018-07-22 21:47;13.26;9.03;9.57;94.3;92.695;91;17.3;21.7;91.1;18.7;13.38;2715;
1532325420;2018-07-22 21:57;13.23;8.99;9.58;93.81;92.695;91;17.3;21.7;91.1;18.7;13.38;1858;
1532326020;2018-07-22 22:07;13.19;8.96;9.59;93.5;92.665;91;17;21.4;89.7;18.7;13.34;1354;
1532326620;2018-07-22 22:17;13.17;8.94;9.59;93.23;92.665;91;17;21.4;89.7;18.7;13.32;1147;
1532327220;2018-07-22 22:27;13.13;8.91;9.6;92.81;92.664;91;17;21.4;89.7;18.7;13.28;933;
1532327820;2018-07-22 22:37;13.11;8.89;9.61;92.53;92.679;91;17.1;21.5;90.4;18.7;13.26;1020;
1532328420;2018-07-22 22:47;13.07;8.85;9.61;92.09;92.634;91;16.7;21.1;88.3;18.8;13.22;972;
1532329020;2018-07-22 22:57;13.04;8.84;9.62;91.9;92.648;91;16.8;21.2;89;18.8;13.18;854;
1532329620;2018-07-22 23:07;13.01;8.82;9.62;91.66;92.618;91;16.5;20.9;87.6;18.8;13.16;700;
1532330220;2018-07-22 23:17;12.97;8.8;9.63;91.31;92.648;91;16.8;21.2;89;18.8;13.12;599;
1532330820;2018-07-22 23:27;12.92;8.76;9.64;90.85;92.647;91;16.8;21.2;88.9;18.8;13.08;523;
1532331420;2018-07-22 23:37;12.88;8.75;9.65;90.68;92.647;91;16.8;21.2;88.9;18.8;13.04;439;
1532332020;2018-07-22 23:47;12.83;8.72;9.66;90.27;92.601;91;16.3;20.8;86.9;18.8;13;372;
1532332620;2018-07-22 23:57;12.79;8.69;9.67;89.85;92.631;91;16.6;21.1;88.2;18.8;12.95;296;
1532333220;2018-07-23 00:07;12.74;8.68;9.68;89.72;92.615;91;16.5;20.9;87.5;18.8;12.9;261;
1532333820;2018-07-23 00:17;12.68;8.66;9.69;89.38;92.585;91;16.2;20.6;86.2;18.8;12.84;237;
1532334420;2018-07-23 00:27;12.63;8.64;9.7;89.08;92.584;91;16.2;20.6;86.1;18.8;12.79;207;
1532335020;2018-07-23 00:37;12.57;8.63;9.71;88.86;92.599;91;16.3;20.8;86.8;18.8;12.74;183;
1532335620;2018-07-23 00:47;12.51;8.6;9.73;88.42;92.614;91;16.5;20.9;87.5;18.8;12.67;162;
1532336220;2018-07-23 00:57;12.45;8.58;9.74;88.1;92.583;91;16.1;20.6;86.1;18.8;12.61;146;
1532336820;2018-07-23 01:07;12.39;8.59;9.75;88.15;92.537;91;15.7;20.2;84.1;18.8;12.56;128;
1532337420;2018-07-23 01:17;12.32;8.58;9.76;87.83;92.582;91;16.1;20.6;86.1;18.8;12.49;112;
1532338020;2018-07-23 01:27;12.26;8.55;9.78;87.5;92.566;91;16;20.4;85.4;18.7;12.41;102;
1532338620;2018-07-23 01:37;12.19;8.58;9.8;87.55;92.612;91;16.4;20.9;87.4;18.7;12.37;96;
1532339220;2018-07-23 01:47;12.13;8.57;9.81;87.37;92.58;91;16.1;20.6;86;18.6;12.31;91;
1532339820;2018-07-23 01:57;12.07;8.55;9.82;87.15;92.519;91;15.5;20;83.4;18.6;12.23;89;
1532340420;2018-07-23 02:07;12.01;8.56;9.83;87.08;92.534;91;15.6;20.1;84;18.6;12.16;89;
1532341020;2018-07-23 02:17;11.94;8.55;9.84;86.85;92.503;90.9;16.3;20.8;87;18.5;12.11;91;
1532341620;2018-07-23 02:27;11.86;8.57;9.86;86.91;92.533;90.9;16.7;21.1;88.3;18.6;12.03;96;
1532342220;2018-07-23 02:37;11.8;8.55;9.88;86.57;92.533;90.9;16.7;21.1;88.3;18.6;11.95;101;
1532342820;2018-07-23 02:47;11.73;8.56;9.89;86.52;92.532;90.9;16.6;21.1;88.3;18.4;11.89;110;
1532343420;2018-07-23 02:57;11.67;8.56;9.9;86.42;92.501;90.9;16.3;20.8;86.9;18.4;11.84;124;
1532344020;2018-07-23 03:07;11.61;8.56;9.92;86.36;92.5;90.9;16.3;20.8;86.8;18.4;11.77;138;
1532344620;2018-07-23 03:17;11.54;8.59;9.93;86.46;92.485;90.9;16.2;20.6;86.2;18.4;11.71;163;
1532345220;2018-07-23 03:27;11.48;8.58;9.94;86.33;92.484;90.9;16.2;20.6;86.1;18.3;11.64;184;
1532345820;2018-07-23 03:37;11.42;8.58;9.95;86.23;92.454;90.9;15.8;20.3;84.8;18.3;11.59;215;
1532346420;2018-07-23 03:47;11.36;8.59;9.97;86.15;92.483;90.9;16.1;20.6;86.1;18.3;11.52;252;
1532347020;2018-07-23 03:57;11.3;8.61;9.99;86.2;92.498;90.9;16.3;20.7;86.8;18.3;11.46;296;
1532347620;2018-07-23 04:07;11.25;8.63;9.99;86.33;92.437;90.9;15.7;20.2;84.1;18.3;11.4;322;
1532348220;2018-07-23 04:17;11.2;8.64;10;86.35;92.421;90.9;15.5;20;83.4;18.3;11.34;383;
1532348820;2018-07-23 04:27;11.13;8.64;10.02;86.29;92.421;90.9;15.5;20;83.4;18.2;11.29;404;
1532349420;2018-07-23 04:37;11.09;8.65;10.03;86.29;92.405;90.9;15.3;19.9;82.8;18.2;11.23;438;
1532350020;2018-07-23 04:47;11.04;8.66;10.04;86.27;92.42;90.9;15.5;20;83.4;18.3;11.18;486;
1532350620;2018-07-23 04:57;10.99;8.68;10.05;86.37;92.389;90.9;15.2;19.7;82.1;18.2;11.13;540;
1532351220;2018-07-23 05:07;10.95;8.71;10.06;86.65;92.374;90.9;15;19.6;81.5;18.2;11.09;580;
1532351820;2018-07-23 05:17;10.9;8.73;10.07;86.7;92.388;90.9;15.2;19.7;82.1;18.1;11.04;644;
1532352420;2018-07-23 05:27;10.86;8.71;10.08;86.47;92.388;90.9;15.2;19.7;82.1;18.1;11;749;
1532353020;2018-07-23 05:37;10.82;8.77;10.09;86.95;92.388;90.9;15.2;19.7;82.1;18.1;10.96;810;
1532353620;2018-07-23 05:47;10.79;8.79;10.09;87.07;92.373;90.9;15;19.5;81.4;18.1;10.93;813;
1532354220;2018-07-23 05:57;10.76;8.78;10.1;86.99;92.357;90.9;14.9;19.4;80.8;18.1;10.88;916;
1532354820;2018-07-23 06:07;10.73;8.83;10.1;87.38;92.357;90.9;14.9;19.4;80.8;18.1;10.87;1073;
1532355420;2018-07-23 06:17;10.71;8.85;10.11;87.55;92.357;90.9;14.9;19.4;80.8;18.1;10.84;1212;
1532356020;2018-07-23 06:27;10.69;8.88;10.11;87.89;92.326;90.9;14.5;19.1;79.5;18.1;10.82;1368;
1532356620;2018-07-23 06:37;10.68;8.9;10.11;88.06;92.311;90.9;14.4;18.9;78.9;18.1;10.8;1551;
1532357220;2018-07-23 06:47;10.67;8.94;10.12;88.4;92.341;90.9;14.7;19.2;80.1;18.1;10.79;1414;
1532357820;2018-07-23 06:57;10.66;8.98;10.11;88.77;92.281;90.9;14.1;18.7;77.7;18.1;10.78;1393;
1532358420;2018-07-23 07:07;10.64;9.01;10.12;88.97;92.326;90.9;14.5;19.1;79.5;18.1;10.76;1450;
1532359020;2018-07-23 07:17;10.63;9.04;10.12;89.29;92.31;90.9;14.4;18.9;78.9;18.1;10.76;1395;
1532359620;2018-07-23 07:27;10.62;9.07;10.12;89.61;92.295;90.9;14.2;18.8;78.3;18.1;10.74;1534;
1532360220;2018-07-23 07:37;10.63;9.08;10.12;89.74;92.295;90.9;14.2;18.8;78.3;18.1;10.74;1572;
1532360820;2018-07-23 07:47;10.63;9.13;10.12;90.27;92.28;90.9;14.1;18.6;77.7;18.1;10.74;1603;1707.36
1532361420;2018-07-23 07:57;10.64;9.14;10.12;90.3;92.31;90.9;14.4;18.9;78.9;18.2;10.74;1755;1701
1532362020;2018-07-23 08:07;10.66;9.17;10.12;90.65;92.311;90.9;14.4;18.9;78.9;18.2;10.75;1785;1690.06
1532362620;2018-07-23 08:17;10.68;9.21;10.1;91.1;92.266;90.9;13.9;18.5;77.2;18.2;10.78;2383;1679.27
1532363220;2018-07-23 08:27;10.72;9.25;10.1;91.54;92.296;90.9;14.2;18.8;78.3;18.2;10.8;3245;1668.67
1532363820;2018-07-23 08:37;10.77;9.27;10.09;91.95;92.267;91;12.9;17.6;73.4;18.3;10.86;2280;1658.43
1532364420;2018-07-23 08:47;10.79;9.3;10.08;92.2;92.282;91;13.1;17.7;73.9;18.4;10.88;2216;1650.39
1532365020;2018-07-23 08:57;10.84;9.32;10.07;92.58;92.298;91;13.2;17.9;74.5;18.3;10.92;2811;1639.89
1532365620;2018-07-23 09:07;10.89;9.35;10.06;92.97;92.282;91;13.1;17.7;73.9;18.3;10.97;4148;1635.87
1532366220;2018-07-23 09:17;10.94;9.35;10.05;93.04;92.298;90.9;14.3;18.8;78.4;18.3;11.03;3896;1624.49
1532366820;2018-07-23 09:27;10.98;9.4;10.03;93.64;92.253;90.9;13.8;18.4;76.6;18.4;11.06;4212;1616.08
1532367420;2018-07-23 09:37;11.02;9.41;10.03;93.85;92.298;90.9;14.3;18.8;78.4;18.4;11.12;3903;1610.12
1532368020;2018-07-23 09:47;11.04;9.43;10.03;94.01;92.329;90.9;14.6;19.1;79.6;18.5;11.13;4364;1603.85
1532368620;2018-07-23 09:57;11.07;9.44;10.02;94.23;92.299;90.9;14.3;18.8;78.4;18.5;11.16;4416;1595.54
1532369220;2018-07-23 10:07;11.14;9.46;10;94.58;92.315;91;13.4;18;75.2;18.5;11.2;5834;1586.23
1532369820;2018-07-23 10:17;11.23;9.46;9.98;94.81;92.27;91;13;17.6;73.5;18.6;11.29;6666;1579.19
1532370420;2018-07-23 10:27;11.32;9.49;9.96;95.32;92.255;91;12.8;17.4;72.9;18.6;11.37;6907;1570.56
1532371020;2018-07-23 10:37;11.4;9.49;9.94;95.48;92.286;90.9;14.1;18.7;77.9;18.6;11.46;7967;1553.64
1532371620;2018-07-23 10:47;11.46;9.51;9.93;95.77;92.302;90.9;14.3;18.9;78.6;18.7;11.54;4247;1550.7
1532372220;2018-07-23 10:57;11.49;9.51;9.92;95.86;92.257;90.9;13.8;18.4;76.8;18.7;11.59;3466;1545.38
1532372820;2018-07-23 11:07;11.57;9.52;9.9;96.15;92.242;90.9;13.7;18.3;76.2;18.7;11.61;13210;1540.31
1532373420;2018-07-23 11:17;11.65;9.52;9.88;96.37;92.228;90.9;13.5;18.1;75.7;18.9;11.71;8010;1538.83
1532374020;2018-07-23 11:27;11.71;9.52;9.87;96.45;92.289;90.9;14.2;18.7;78.1;18.9;11.77;4742;1527.95
1532374620;2018-07-23 11:37;11.76;9.52;9.86;96.53;92.305;90.9;14.3;18.9;78.7;18.9;11.84;4563;1521.96
1532375220;2018-07-23 11:47;11.8;9.53;9.85;96.83;92.259;90.8;14.9;19.4;80.9;19;11.89;5167;1517.6
1532375820;2018-07-23 11:57;11.85;9.51;9.84;96.69;92.26;90.8;14.9;19.4;80.9;19;11.92;7160;1511.19
1532376420;2018-07-23 12:07;11.93;9.51;9.82;96.91;92.245;90.8;14.7;19.3;80.3;19.1;11.97;14244;1504.04
1532377020;2018-07-23 12:17;12.03;9.52;9.79;97.28;92.2;90.8;14.3;18.8;78.5;19.1;12.06;21238;1495.85
1532377620;2018-07-23 12:27;12.15;9.5;9.76;97.27;92.202;90.8;14.3;18.9;78.6;19.1;12.18;9393;1493.71
1532378220;2018-07-23 12:37;12.21;9.51;9.75;97.47;92.232;90.8;14.6;19.1;79.8;19.1;12.27;10957;1490.13
1532378820;2018-07-23 12:47;12.32;9.5;9.73;97.62;92.234;90.8;14.6;19.2;79.8;19.3;12.35;5210;1481.41
1532379420;2018-07-23 12:57;12.35;9.52;9.72;97.89;92.249;90.8;14.8;19.3;80.5;19.3;12.44;6472;1479.88
1532380020;2018-07-23 13:07;12.41;9.5;9.71;97.88;92.249;90.8;14.8;19.3;80.5;19.4;12.48;12692;1471.57
1532380620;2018-07-23 13:17;12.55;9.49;9.68;98.03;92.22;90.8;14.5;19;79.3;19.4;12.58;10665;1470.27
1532381220;2018-07-23 13:27;12.61;9.47;9.66;98.04;92.206;90.8;14.3;18.9;78.7;19.6;12.69;9219;1471.25
1532381820;2018-07-23 13:37;12.68;9.48;9.64;98.38;92.099;90.8;13.2;17.9;74.6;19.5;12.74;11919;1462.74
1532382420;2018-07-23 13:47;12.84;9.48;9.61;98.64;92.177;90.8;14;18.6;77.6;19.6;12.83;24392;1459.49
1532383020;2018-07-23 13:57;13.01;9.46;9.58;98.77;92.208;90.8;14.4;18.9;78.8;19.7;12.99;20726;1454.37
1532383620;2018-07-23 14:07;13.12;9.45;9.55;99;92.149;90.8;13.8;18.3;76.5;19.8;13.13;16118;1455.19
1532384220;2018-07-23 14:17;13.24;9.46;9.53;99.28;92.195;90.8;14.2;18.8;78.3;19.9;13.22;15544;1454.65
1532384820;2018-07-23 14:27;13.39;9.44;9.49;99.43;92.15;90.8;13.8;18.4;76.5;19.9;13.37;18632;1450.96
1532385420;2018-07-23 14:37;13.51;9.42;9.47;99.51;92.151;90.8;13.8;18.4;76.6;20;13.51;21299;1449.69
1532386020;2018-07-23 14:47;13.65;9.42;9.43;99.82;92.122;90.8;13.5;18.1;75.5;20.2;13.63;17500;1442.73
1532386620;2018-07-23 14:57;13.77;9.41;9.41;100.01;92.108;90.8;13.3;17.9;74.9;20.2;13.76;16061;1442.01
1532387220;2018-07-23 15:07;13.86;9.38;9.38;99.9;92.078;90.8;13;17.7;73.8;20.2;13.87;23347;1437.36
1532387820;2018-07-23 15:17;13.95;9.35;9.37;99.81;92.125;90.8;13.5;18.1;75.6;20.4;14;17029;1434.36
1532388420;2018-07-23 15:27;14.09;9.37;9.34;100.3;92.096;90.8;13.2;17.8;74.5;20.4;14.09;25436;1436.08
1532389020;2018-07-23 15:37;14.22;9.34;9.31;100.33;92.051;90.9;11.7;16.4;69.2;20.5;14.22;25856;1436.35
1532389620;2018-07-23 15:47;14.35;9.34;9.28;100.61;92.082;90.8;13.1;17.7;73.9;20.6;14.36;27443;1436.2
1532390220;2018-07-23 15:57;14.44;9.33;9.26;100.68;92.053;90.8;12.8;17.4;72.9;20.6;14.51;6930;1435.36
1532390820;2018-07-23 16:07;14.47;9.28;9.26;100.28;92.069;90.8;12.9;17.6;73.5;20.7;14.56;3501;1433.3
1532391420;2018-07-23 16:17;14.48;9.25;9.25;99.98;92.023;90.8;12.5;17.1;71.8;20.8;14.58;3476;1434.02
1532392020;2018-07-23 16:27;14.51;9.25;9.25;100;92.054;90.8;12.8;17.4;72.9;20.8;14.62;6789;1441.4
1532392620;2018-07-23 16:37;14.56;9.19;9.24;99.44;92.039;90.7;13.7;18.2;76.1;20.8;14.66;5606;1442.36
1532393220;2018-07-23 16:47;14.61;9.17;9.23;99.38;92.025;90.7;13.5;18.1;75.6;20.9;14.72;5535;1447.95
1532393820;2018-07-23 16:57;14.66;9.15;9.22;99.25;92.009;90.7;13.3;18;75;20.9;14.77;4352;1452.67
1532394420;2018-07-23 17:07;14.68;9.11;9.21;98.87;92.025;90.8;12.5;17.1;71.8;21;14.81;2199;1455.52
1532395020;2018-07-23 17:17;14.7;9.08;9.21;98.56;92.056;90.8;12.8;17.4;73;21.1;14.83;2489;1459.55
1532395620;2018-07-23 17:27;14.73;9.04;9.2;98.2;92.041;90.8;12.7;17.3;72.4;21.2;14.86;2975;1466.77
1532396220;2018-07-23 17:37;14.76;8.99;9.19;97.81;91.995;90.8;12.2;16.9;70.8;21.2;14.89;2527;1470.86
1532396820;2018-07-23 17:47;14.77;8.96;9.19;97.47;91.995;90.7;13.2;17.8;74.4;21.2;14.91;1285;1475.99
1532397420;2018-07-23 17:57;14.77;8.89;9.19;96.73;92.01;90.7;13.4;18;75;21.2;14.91;1173;1492.05
1532398020;2018-07-23 18:07;14.77;8.89;9.2;96.58;92.071;90.8;13;17.6;73.5;21.2;14.91;1073;1501.32
1532398620;2018-07-23 18:17;14.76;8.84;9.2;96.06;92.041;90.8;12.7;17.3;72.4;21.2;14.9;1334;1513.82
1532399220;2018-07-23 18:27;14.75;8.8;9.2;95.6;92.041;90.8;12.7;17.3;72.4;21.2;14.89;1546;1523.46
1532399820;2018-07-23 18:37;14.74;8.75;9.2;95.13;92.041;90.8;12.7;17.3;72.4;21.2;14.89;1788;1526.51
1532400420;2018-07-23 18:47;14.72;8.75;9.2;95.02;92.025;90.8;12.5;17.1;71.8;21.2;14.87;1138;1545.3
1532401020;2018-07-23 18:57;14.72;8.7;9.2;94.52;91.98;90.8;12;16.7;70.2;21.3;14.87;925;1556.76
1532401620;2018-07-23 19:07;14.69;8.68;9.21;94.29;92.01;90.8;12.3;17;71.3;21.4;14.85;2187;1564.77
1532402220;2018-07-23 19:17;14.69;8.65;9.2;94.03;91.964;90.8;11.9;16.6;69.7;21.3;14.83;2953;1577.87
1532402820;2018-07-23 19:27;14.68;8.61;9.2;93.59;91.949;90.8;11.7;16.4;69.1;21.4;14.83;3078;1587.24
1532403420;2018-07-23 19:37;14.66;8.63;9.21;93.7;91.934;90.8;11.6;16.3;68.6;21.4;14.82;2154;1596.28
1532404020;2018-07-23 19:47;14.64;8.61;9.21;93.44;91.919;90.8;11.4;16.1;68.1;21.4;14.79;2189;1610.74
1532404620;2018-07-23 19:57;14.62;8.58;9.22;93.1;91.979;90.8;12;16.7;70.2;21.4;14.77;1619;1625.23
1532405220;2018-07-23 20:07;14.58;8.56;9.23;92.75;91.994;90.8;12.2;16.8;70.7;21.4;14.74;1075;1637.24
1532405820;2018-07-23 20:17;14.55;8.54;9.23;92.57;91.903;90.8;11.2;16;67.5;21.5;14.7;1244;1646.86
1532406420;2018-07-23 20:27;14.53;8.54;9.24;92.49;91.948;90.8;11.7;16.4;69.1;21.5;14.68;1547;1656.68
1532407020;2018-07-23 20:37;14.49;8.52;9.24;92.24;91.932;90.7;12.6;17.2;72.1;21.5;14.65;1362;1671.42
1532407620;2018-07-23 20:47;14.46;8.51;9.25;92.06;91.932;90.7;12.6;17.2;72.1;21.5;14.62;1226;1686.35
1532408220;2018-07-23 20:57;14.42;8.47;9.26;91.45;91.978;90.7;13;17.7;73.8;21.5;14.58;1040;1694.85
1532408820;2018-07-23 21:07;14.39;8.47;9.26;91.47;91.931;90.7;12.6;17.2;72.1;21.5;14.55;746;1712.93
1532409420;2018-07-23 21:17;14.35;8.46;9.27;91.23;91.931;90.8;11.5;16.2;68.5;21.6;14.52;675;1729.31
1532410020;2018-07-23 21:27;14.3;8.44;9.28;90.88;91.962;90.8;11.8;16.5;69.6;21.6;14.48;894;1746.54
1532410620;2018-07-23 21:37;14.26;8.43;9.29;90.73;91.946;90.8;11.7;16.4;69;21.5;14.43;1023;1766.44
1532411220;2018-07-23 21:47;14.22;8.42;9.29;90.65;91.915;90.8;11.4;16.1;68;21.6;14.39;1115;1781.11
1532411820;2018-07-23 21:57;14.19;8.41;9.3;90.46;91.93;90.8;11.5;16.2;68.5;21.5;14.35;998;1798.69
1532412420;2018-07-23 22:07;14.15;8.41;9.31;90.37;91.93;90.7;12.5;17.2;72;21.6;14.32;965;1810.35
