 Unix Timestamp;          Alaska Standard Time;   Temp_O2logger;DO_mgL;Dosat_mgL;DO_p;W_press_kPa;atm_pressure;logger_level_cm;channel_depth_cm;Discharge_L_s;Cond_uS_cm;Temp_condlogger;Light_lux;CO2_ppm
1532413020;2018-07-23 22:17;14.1;8.41;9.32;90.23;91.899;90.7;12.2;16.9;70.9;21.6;14.27;1077;1830.5
1532413620;2018-07-23 22:27;14.06;8.41;9.32;90.18;91.853;90.7;11.8;16.5;69.3;21.6;14.22;961;1843.38
1532414220;2018-07-23 22:37;14.03;8.4;9.33;89.99;91.868;90.7;11.9;16.6;69.8;21.6;14.18;812;1858.73
1532414820;2018-07-23 22:47;13.98;8.4;9.34;89.95;91.898;90.7;12.2;16.9;70.9;21.7;14.14;765;1870.9
1532415420;2018-07-23 22:57;13.93;8.39;9.35;89.69;91.928;90.7;12.5;17.2;71.9;21.6;14.1;602;1888.61
1532416020;2018-07-23 23:07;13.9;8.39;9.36;89.71;91.882;90.7;12.1;16.7;70.3;21.6;14.06;573;1900.48
1532416620;2018-07-23 23:17;13.84;8.37;9.36;89.36;91.852;90.7;11.7;16.4;69.2;21.6;14.01;499;1915.98
1532417220;2018-07-23 23:27;13.78;8.37;9.38;89.3;91.851;90.7;11.7;16.4;69.2;21.7;13.96;436;1931.53
1532417820;2018-07-23 23:37;13.74;8.35;9.38;88.93;91.836;90.7;11.6;16.3;68.7;21.6;13.89;359;1942.26
1532418420;2018-07-23 23:47;13.7;8.35;9.4;88.87;91.881;90.7;12;16.7;70.3;21.5;13.87;282;1955.04
1532419020;2018-07-23 23:57;13.64;8.33;9.4;88.62;91.835;90.7;11.6;16.3;68.6;21.5;13.83;300;1970.92
1532419620;2018-07-24 00:07;13.59;8.34;9.42;88.51;91.865;90.7;11.9;16.6;69.7;21.5;13.77;237;1983.98
1532420220;2018-07-24 00:17;13.54;8.33;9.43;88.35;91.88;90.7;12;16.7;70.2;21.5;13.71;186;1990.72
1532420820;2018-07-24 00:27;13.5;8.33;9.44;88.23;91.909;90.7;12.3;17;71.3;21.5;13.66;116;2002.28
1532421420;2018-07-24 00:37;13.45;8.31;9.45;87.97;91.864;90.7;11.9;16.6;69.7;21.5;13.63;171;2012.57
1532422020;2018-07-24 00:47;13.41;8.3;9.45;87.78;91.818;90.7;11.4;16.1;68.1;21.5;13.58;155;2027.86
1532422620;2018-07-24 00:57;13.36;8.29;9.46;87.63;91.818;90.7;11.4;16.1;68.1;21.6;13.54;118;2030.75
1532423220;2018-07-24 01:07;13.31;8.28;9.47;87.43;91.787;90.7;11.1;15.8;67;21.6;13.47;87;2041.87
1532423820;2018-07-24 01:17;13.27;8.28;9.48;87.35;91.787;90.7;11.1;15.8;67;21.6;13.45;86;2046.08
1532424420;2018-07-24 01:27;13.22;8.27;9.49;87.13;91.786;90.7;11.1;15.8;67;21.6;13.39;51;2056.65
1532425020;2018-07-24 01:37;13.17;8.26;9.5;86.96;91.801;90.7;11.2;16;67.5;21.6;13.33;42;2059.67
1532425620;2018-07-24 01:47;13.14;8.24;9.51;86.64;91.815;90.7;11.4;16.1;68;21.6;13.3;45;2071.83
1532426220;2018-07-24 01:57;13.09;8.25;9.51;86.67;91.77;90.7;10.9;15.7;66.4;21.6;13.25;49;2080.26
1532426820;2018-07-24 02:07;13.04;8.25;9.53;86.58;91.784;90.7;11.1;15.8;66.9;21.6;13.22;53;2087.01
1532427420;2018-07-24 02:17;13;8.23;9.53;86.38;91.754;90.7;10.7;15.5;65.9;21.5;13.16;50;2089.42
1532428020;2018-07-24 02:27;12.95;8.22;9.54;86.15;91.768;90.7;10.9;15.6;66.4;21.6;13.12;58;2087.68
1532428620;2018-07-24 02:37;12.9;8.23;9.55;86.16;91.753;90.7;10.7;15.5;65.9;21.5;13.05;63;2095.33
1532429220;2018-07-24 02:47;12.84;8.23;9.57;86.07;91.768;90.7;10.9;15.6;66.4;21.5;13.01;73;2108.43
1532429820;2018-07-24 02:57;12.8;8.23;9.57;85.95;91.737;90.7;10.6;15.3;65.3;21.5;12.98;83;2109.06
1532430420;2018-07-24 03:07;12.76;8.23;9.58;85.94;91.737;90.7;10.6;15.3;65.3;21.5;12.92;96;2116.94
1532431020;2018-07-24 03:17;12.71;8.23;9.59;85.77;91.752;90.7;10.7;15.5;65.8;21.5;12.87;116;2120.51
1532431620;2018-07-24 03:27;12.66;8.22;9.6;85.63;91.751;90.7;10.7;15.5;65.8;21.5;12.83;122;2117.76
1532432220;2018-07-24 03:37;12.61;8.25;9.62;85.76;91.751;90.7;10.7;15.5;65.8;21.4;12.77;149;2118.95
1532432820;2018-07-24 03:47;12.55;8.24;9.63;85.55;91.75;90.7;10.7;15.5;65.8;21.5;12.71;162;2114.43
1532433420;2018-07-24 03:57;12.5;8.25;9.64;85.61;91.765;90.7;10.9;15.6;66.3;21.4;12.66;193;2115.42
1532434020;2018-07-24 04:07;12.45;8.25;9.65;85.48;91.749;90.7;10.7;15.4;65.7;21.5;12.61;234;2114.01
1532434620;2018-07-24 04:17;12.39;8.26;9.66;85.51;91.719;90.6;11.4;16.1;68.1;21.5;12.56;262;2109.73
1532435220;2018-07-24 04:27;12.34;8.28;9.67;85.65;91.718;90.6;11.4;16.1;68.1;21.4;12.5;299;2104.43
1532435820;2018-07-24 04:37;12.28;8.27;9.68;85.38;91.718;90.6;11.4;16.1;68.1;21.4;12.45;344;2103.52
1532436420;2018-07-24 04:47;12.24;8.29;9.69;85.49;91.733;90.6;11.6;16.3;68.6;21.5;12.4;363;2102.55
1532437020;2018-07-24 04:57;12.17;8.31;9.7;85.61;91.687;90.6;11.1;15.8;67;21.4;12.33;448;2094.64
1532437620;2018-07-24 05:07;12.12;8.33;9.71;85.77;91.671;90.6;10.9;15.7;66.5;21.4;12.28;467;2085.88
1532438220;2018-07-24 05:17;12.07;8.33;9.73;85.61;91.686;90.7;10.1;14.8;63.7;21.4;12.23;499;2083.76
1532438820;2018-07-24 05:27;12.02;8.35;9.74;85.76;91.671;90.7;9.9;14.7;63.2;21.4;12.18;551;2073.3
1532439420;2018-07-24 05:37;11.96;8.36;9.75;85.74;91.7;90.7;10.2;15;64.1;21.4;12.12;655;2064.99
1532440020;2018-07-24 05:47;11.91;8.38;9.76;85.89;91.685;90.7;10;14.8;63.6;21.4;12.06;640;2059.7
1532440620;2018-07-24 05:57;11.86;8.42;9.77;86.13;91.715;90.7;10.4;15.1;64.6;21.4;12.01;690;2050.6
1532441220;2018-07-24 06:07;11.82;8.43;9.78;86.18;91.654;90.7;9.7;14.5;62.6;21.3;11.97;879;2034.52
1532441820;2018-07-24 06:17;11.78;8.46;9.79;86.43;91.668;90.7;9.9;14.7;63.1;21.3;11.93;750;2027.36
1532442420;2018-07-24 06:27;11.74;8.48;9.8;86.56;91.653;90.7;9.7;14.5;62.6;21.3;11.88;724;2011.77
1532443020;2018-07-24 06:37;11.7;8.51;9.81;86.79;91.684;90.8;9;13.9;60.5;21.4;11.85;774;2004.03
1532443620;2018-07-24 06:47;11.68;8.54;9.81;87.05;91.668;90.8;8.9;13.7;60;21.4;11.81;870;2000
1532444220;2018-07-24 06:57;11.64;8.59;9.81;87.5;91.622;90.8;8.4;13.3;58.6;21.4;11.78;1186;1988
1532444820;2018-07-24 07:07;11.63;8.61;9.82;87.73;91.622;90.8;8.4;13.3;58.6;21.3;11.77;983;1981.71
1532445420;2018-07-24 07:17;11.61;8.65;9.82;88.03;91.637;90.8;8.5;13.4;59;21.3;11.75;1004;1970.78
1532446020;2018-07-24 07:27;11.6;8.68;9.83;88.33;91.637;90.8;8.5;13.4;59;21.4;11.73;989;1961.61
1532446620;2018-07-24 07:37;11.59;8.7;9.83;88.49;91.637;90.8;8.5;13.4;59;21.3;11.71;1046;1952.79
1532447220;2018-07-24 07:47;11.59;8.73;9.82;88.9;91.591;90.8;8.1;13;57.7;21.4;11.71;1103;1952.98
1532447820;2018-07-24 07:57;11.58;8.77;9.83;89.27;91.591;90.8;8.1;13;57.7;21.3;11.71;1136;1943.77
1532448420;2018-07-24 08:07;11.58;8.81;9.83;89.64;91.591;90.8;8.1;13;57.7;21.3;11.71;1428;1938.35
1532449020;2018-07-24 08:17;11.59;8.83;9.82;89.85;91.591;90.8;8.1;13;57.7;21.4;11.71;1658;1928.28
1532449620;2018-07-24 08:27;11.6;8.86;9.83;90.16;91.637;90.8;8.5;13.4;59;21.4;11.72;1570;1928.21
1532450220;2018-07-24 08:37;11.62;8.9;9.82;90.65;91.637;90.8;8.5;13.4;59;21.4;11.73;1811;1923.14
1532450820;2018-07-24 08:47;11.64;8.95;9.82;91.13;91.637;90.8;8.5;13.4;59;21.4;11.75;1862;1915.83
1532451420;2018-07-24 08:57;11.67;8.96;9.81;91.32;91.637;90.8;8.5;13.4;59;21.5;11.77;1608;1919.79
1532452020;2018-07-24 09:07;11.7;9.01;9.8;91.9;91.607;90.8;8.2;13.1;58.1;21.5;11.81;2113;1917.46
1532452620;2018-07-24 09:17;11.75;9.02;9.79;92.11;91.638;90.8;8.5;13.4;59.1;21.6;11.84;2041;1909.75
1532453220;2018-07-24 09:27;11.78;9.06;9.78;92.59;91.638;90.8;8.5;13.4;59.1;21.6;11.89;2008;1913.22
1532453820;2018-07-24 09:37;11.85;9.08;9.77;92.96;91.639;90.7;9.6;14.4;62.2;21.7;11.93;2271;1906.95
1532454420;2018-07-24 09:47;11.89;9.11;9.76;93.38;91.609;90.7;9.3;14.1;61.2;21.7;11.98;1860;1898.64
1532455020;2018-07-24 09:57;11.96;9.14;9.74;93.82;91.609;90.7;9.3;14.1;61.2;21.7;12.03;1914;1889.33
1532455620;2018-07-24 10:07;12.02;9.15;9.73;94.03;91.625;90.7;9.4;14.3;61.7;21.7;12.11;2501;1882.29
1532456220;2018-07-24 10:17;12.09;9.17;9.72;94.4;91.625;90.7;9.4;14.3;61.7;21.7;12.18;2644;1873.66
1532456820;2018-07-24 10:27;12.17;9.2;9.7;94.82;91.641;90.7;9.6;14.4;62.2;21.8;12.26;3037;1856.74
1532457420;2018-07-24 10:37;12.24;9.19;9.69;94.86;91.657;90.7;9.8;14.6;62.7;21.9;12.32;3566;1853.8
1532458020;2018-07-24 10:47;12.33;9.23;9.66;95.52;91.643;90.7;9.6;14.4;62.3;21.9;12.4;5586;1848.48
1532458620;2018-07-24 10:57;12.43;9.24;9.64;95.87;91.628;90.7;9.5;14.3;61.8;22.1;12.49;8712;1843.41
1532459220;2018-07-24 11:07;12.53;9.27;9.62;96.38;91.614;90.6;10.3;15.1;64.6;22.1;12.57;12503;1841.93
1532459820;2018-07-24 11:17;12.63;9.26;9.6;96.44;91.645;90.6;10.7;15.4;65.6;22.2;12.67;17423;1831.05
1532460420;2018-07-24 11:27;12.75;9.27;9.57;96.88;91.6;90.6;10.2;15;64.1;22.2;12.77;19748;1825.06
1532461020;2018-07-24 11:37;12.86;9.29;9.55;97.34;91.616;90.6;10.4;15.1;64.6;22.3;12.87;23624;1820.7
1532461620;2018-07-24 11:47;12.97;9.28;9.52;97.5;91.617;90.6;10.4;15.1;64.7;22.4;12.98;25467;1814.29
1532462220;2018-07-24 11:57;13.1;9.3;9.49;98.02;91.572;90.6;9.9;14.7;63.2;22.4;13.09;28559;1807.14
1532462820;2018-07-24 12:07;13.21;9.32;9.47;98.39;91.603;90.6;10.2;15;64.2;22.4;13.2;41267;1798.95
1532463420;2018-07-24 12:17;13.33;9.28;9.44;98.31;91.59;90.6;10.1;14.9;63.8;22.5;13.32;26020;1796.81
1532464020;2018-07-24 12:27;13.46;9.3;9.42;98.79;91.575;90.6;9.9;14.7;63.3;22.6;13.45;30065;1793.23
1532464620;2018-07-24 12:37;13.58;9.31;9.39;99.21;91.561;90.6;9.8;14.6;62.9;22.7;13.56;20526;1784.51
1532465220;2018-07-24 12:47;13.72;9.3;9.36;99.3;91.592;90.6;10.1;14.9;63.9;22.8;13.69;13281;1782.98
1532465820;2018-07-24 12:57;13.84;9.3;9.34;99.66;91.563;90.6;9.8;14.6;62.9;22.8;13.81;15176;1774.67
1532466420;2018-07-24 13:07;13.98;9.29;9.31;99.87;91.564;90.6;9.8;14.6;63;22.9;13.94;18703;1773.37
1532467020;2018-07-24 13:17;14.11;9.31;9.29;100.22;91.61;90.6;10.3;15.1;64.4;23.1;14.07;25283;1774.35
1532467620;2018-07-24 13:27;14.26;9.28;9.25;100.29;91.581;90.6;10;14.8;63.5;23.2;14.22;31468;1765.84
1532468220;2018-07-24 13:37;14.39;9.29;9.23;100.7;91.567;90.6;9.9;14.7;63.1;23.2;14.35;33024;1762.59
1532468820;2018-07-24 13:47;14.53;9.27;9.19;100.8;91.523;90.5;10.4;15.2;64.9;23.3;14.49;36721;1757.47
1532469420;2018-07-24 13:57;14.59;9.27;9.18;100.97;91.524;90.5;10.4;15.2;64.9;23.4;14.62;24535;1758.29
1532470020;2018-07-24 14:07;14.7;9.25;9.16;100.91;91.585;90.5;11.1;15.8;66.9;23.4;14.7;21217;1757.75
1532470620;2018-07-24 14:17;14.79;9.25;9.14;101.18;91.525;90.5;10.5;15.2;64.9;23.4;14.79;31068;1754.06
1532471220;2018-07-24 14:27;14.95;9.24;9.11;101.34;91.556;90.5;10.8;15.5;66;23.6;14.91;33300;1752.79
1532471820;2018-07-24 14:37;15.1;9.22;9.08;101.48;91.543;90.5;10.6;15.4;65.5;23.7;15.06;37519;1745.83
1532472420;2018-07-24 14:47;15.26;9.22;9.05;101.85;91.543;90.5;10.6;15.4;65.5;23.7;15.2;36250;1745.11
1532473020;2018-07-24 14:57;15.36;9.22;9.02;102.23;91.453;90.5;9.7;14.5;62.6;23.9;15.34;10440;1740.46
1532473620;2018-07-24 15:07;15.36;9.19;9.03;101.82;91.514;90.5;10.3;15.1;64.6;23.9;15.42;11213;1737.46
1532474220;2018-07-24 15:17;15.41;9.17;9.02;101.65;91.53;90.5;10.5;15.3;65.1;23.9;15.47;12221;1739.18
1532474820;2018-07-24 15:27;15.46;9.17;9;101.83;91.455;90.5;9.7;14.5;62.7;23.9;15.54;10527;1739.45
1532475420;2018-07-24 15:37;15.5;9.12;9;101.39;91.486;90.6;9;13.9;60.5;24;15.59;9513;1739.3
1532476020;2018-07-24 15:47;15.59;9.12;8.98;101.54;91.47;90.6;8.9;13.7;60;24;15.63;31447;1738.46
1532476620;2018-07-24 15:57;15.76;9.1;8.95;101.69;91.502;90.6;9.2;14;61;24.1;15.75;17044;1736.4
1532477220;2018-07-24 16:07;15.78;9.08;8.95;101.47;91.518;90.6;9.4;14.2;61.5;24.2;15.85;10921;1737.12
1532477820;2018-07-24 16:17;15.84;9.07;8.93;101.62;91.458;90.5;9.8;14.6;62.8;24.3;15.92;12826;1744.5
1532478420;2018-07-24 16:27;15.91;9.04;8.91;101.47;91.428;90.5;9.5;14.3;61.8;24.4;15.97;13844;1745.46
1532479020;2018-07-24 16:37;16;9.04;8.9;101.57;91.459;90.5;9.8;14.6;62.8;24.3;16.04;18033;1751.05
1532479620;2018-07-24 16:47;16.08;9.02;8.88;101.59;91.414;90.5;9.3;14.1;61.4;24.4;16.13;10404;1755.77
1532480220;2018-07-24 16:57;16.1;9;8.88;101.36;91.445;90.5;9.6;14.4;62.4;24.5;16.19;9316;1758.62
1532480820;2018-07-24 17:07;16.12;8.99;8.88;101.27;91.49;90.5;10.1;14.9;63.8;24.5;16.23;10173;1762.65
1532481420;2018-07-24 17:17;16.18;8.97;8.86;101.18;91.43;90.5;9.5;14.3;61.9;24.5;16.26;15488;1769.87
1532482020;2018-07-24 17:27;16.24;8.94;8.85;100.95;91.415;90.5;9.3;14.2;61.4;24.6;16.31;11786;1773.96
1532482620;2018-07-24 17:37;16.29;8.92;8.84;100.89;91.401;90.5;9.2;14;61;24.7;16.36;6766;1779.09
1532483220;2018-07-24 17:47;16.27;8.89;8.85;100.56;91.416;90.5;9.3;14.2;61.4;24.7;16.4;6205;1795.15
1532483820;2018-07-24 17:57;16.29;8.9;8.84;100.64;91.401;90.5;9.2;14;61;24.7;16.42;8172;1804.42
1532484420;2018-07-24 18:07;16.28;8.87;8.84;100.3;91.416;90.5;9.3;14.2;61.4;24.7;16.42;7665;1816.92
1532485020;2018-07-24 18:17;16.29;8.84;8.84;99.96;91.401;90.5;9.2;14;61;24.7;16.4;9162;1826.56
1532485620;2018-07-24 18:27;16.29;8.82;8.85;99.66;91.446;90.5;9.6;14.5;62.4;24.7;16.4;7857;1829.61
1532486220;2018-07-24 18:37;16.27;8.8;8.85;99.45;91.431;90.5;9.5;14.3;61.9;24.7;16.4;6766;1848.4
1532486820;2018-07-24 18:47;16.25;8.77;8.84;99.23;91.355;90.5;8.7;13.6;59.6;24.9;16.39;4422;1859.86
1532487420;2018-07-24 18:57;16.23;8.76;8.85;98.99;91.37;90.5;8.9;13.7;60;24.8;16.39;3420;1867.87
1532488020;2018-07-24 19:07;16.2;8.72;8.86;98.4;91.415;90.5;9.3;14.2;61.4;24.8;16.38;3338;1880.97
1532488620;2018-07-24 19:17;16.18;8.7;8.86;98.24;91.354;90.5;8.7;13.6;59.5;24.8;16.35;4187;1890.34
1532489220;2018-07-24 19:27;16.17;8.68;8.87;97.94;91.43;90.5;9.5;14.3;61.9;24.8;16.33;3084;1899.38
1532489820;2018-07-24 19:37;16.15;8.67;8.86;97.88;91.354;90.5;8.7;13.6;59.5;24.9;16.31;1180;1913.84
1532490420;2018-07-24 19:47;16.12;8.61;8.87;97.11;91.354;90.5;8.7;13.6;59.5;24.8;16.29;922;1928.33
1532491020;2018-07-24 19:57;16.09;8.58;8.87;96.66;91.354;90.5;8.7;13.6;59.5;24.9;16.26;3149;1940.34
1532491620;2018-07-24 20:07;16.07;8.55;8.88;96.26;91.369;90.4;9.9;14.7;63.1;24.9;16.23;5499;1949.96
1532492220;2018-07-24 20:17;16.06;8.54;8.88;96.18;91.399;90.4;10.2;15;64.1;24.9;16.21;3116;1959.78
1532492820;2018-07-24 20:27;16.01;8.52;8.89;95.88;91.353;90.4;9.7;14.5;62.6;24.9;16.19;2362;1974.52
1532493420;2018-07-24 20:37;15.98;8.49;8.89;95.51;91.292;90.5;8.1;13;57.7;25;16.15;1706;1989.45
1532494020;2018-07-24 20:47;15.94;8.46;8.9;95.08;91.307;90.5;8.2;13.1;58.1;24.9;16.12;1859;1997.95
1532494620;2018-07-24 20:57;15.89;8.45;8.91;94.89;91.322;90.5;8.4;13.3;58.6;24.9;16.06;1720;2016.03
1532495220;2018-07-24 21:07;15.85;8.4;8.91;94.24;91.307;90.5;8.2;13.1;58.1;24.9;16.02;1963;2032.41
1532495820;2018-07-24 21:17;15.82;8.4;8.92;94.09;91.351;90.5;8.7;13.5;59.5;24.8;15.98;2844;2049.64
1532496420;2018-07-24 21:27;15.77;8.38;8.92;93.94;91.26;90.5;7.7;12.7;56.8;24.9;15.95;2275;2069.54
1532497020;2018-07-24 21:37;15.72;8.36;8.94;93.49;91.305;90.5;8.2;13.1;58.1;24.9;15.91;1741;2084.21
1532497620;2018-07-24 21:47;15.66;8.34;8.95;93.14;91.336;90.5;8.5;13.4;59;25;15.85;2036;2101.79
1532498220;2018-07-24 21:57;15.61;8.33;8.96;93.04;91.274;90.5;7.9;12.8;57.2;25;15.79;1873;2113.45
1532498820;2018-07-24 22:07;15.57;8.3;8.97;92.54;91.289;90.5;8;12.9;57.6;24.9;15.75;1528;2133.6
1532499420;2018-07-24 22:17;15.52;8.28;8.97;92.32;91.273;90.5;7.9;12.8;57.2;24.9;15.7;1008;2146.48
1532500020;2018-07-24 22:27;15.48;8.26;8.98;92.01;91.258;90.5;7.7;12.6;56.7;24.9;15.66;524;2161.83
1532500620;2018-07-24 22:37;15.42;8.24;8.99;91.66;91.227;90.5;7.4;12.3;55.8;24.9;15.61;425;2174
1532501220;2018-07-24 22:47;15.37;8.21;9;91.2;91.227;90.5;7.4;12.3;55.8;25;15.55;370;2191.71
1532501820;2018-07-24 22:57;15.31;8.19;9.01;90.96;91.226;90.5;7.4;12.3;55.8;24.9;15.5;265;2203.58
1532502420;2018-07-24 23:07;15.26;8.18;9.02;90.65;91.226;90.5;7.4;12.3;55.8;24.9;15.45;222;2219.08
1532503020;2018-07-24 23:17;15.21;8.14;9.03;90.11;91.241;90.5;7.6;12.5;56.2;25;15.41;267;2234.63
1532503620;2018-07-24 23:27;15.16;8.12;9.04;89.85;91.271;90.5;7.9;12.8;57.1;24.9;15.34;314;2245.36
1532504220;2018-07-24 23:37;15.11;8.11;9.05;89.66;91.225;90.5;7.4;12.3;55.8;24.9;15.3;315;2258.14
1532504820;2018-07-24 23:47;15.06;8.09;9.06;89.33;91.255;90.5;7.7;12.6;56.6;25;15.25;245;2274.02
1532505420;2018-07-24 23:57;15.01;8.08;9.06;89.16;91.194;90.5;7.1;12;54.9;25;15.19;233;2287.08
1532506020;2018-07-25 00:07;14.96;8.06;9.08;88.73;91.254;90.5;7.7;12.6;56.6;25;15.13;219;2293.82
1532506620;2018-07-25 00:17;14.9;8.04;9.08;88.5;91.178;90.5;6.9;11.9;54.5;24.9;15.1;212;2305.38
1532507220;2018-07-25 00:27;14.85;8.02;9.1;88.15;91.238;90.5;7.5;12.4;56.2;24.9;15.03;194;2315.67
1532507820;2018-07-25 00:37;14.78;8.01;9.12;87.84;91.283;90.5;8;12.9;57.4;24.9;14.98;173;2330.96
1532508420;2018-07-25 00:47;14.71;7.99;9.13;87.48;91.298;90.5;8.1;13;57.9;24.9;14.9;152;2333.85
1532509020;2018-07-25 00:57;14.64;7.98;9.14;87.36;91.221;90.5;7.4;12.3;55.7;24.9;14.83;126;2344.97
1532509620;2018-07-25 01:07;14.57;7.98;9.16;87.1;91.281;90.5;8;12.9;57.4;24.8;14.77;99;2349.18
1532510220;2018-07-25 01:17;14.51;7.96;9.17;86.83;91.266;90.5;7.8;12.7;57;24.8;14.7;80;2359.75
1532510820;2018-07-25 01:27;14.45;7.95;9.18;86.62;91.265;90.5;7.8;12.7;56.9;24.9;14.65;68;2362.77
1532511420;2018-07-25 01:37;14.39;7.93;9.19;86.28;91.264;90.6;6.8;11.7;54.1;24.8;14.58;53;2374.93
1532512020;2018-07-25 01:47;14.34;7.93;9.2;86.16;91.234;90.6;6.5;11.4;53.3;24.8;14.53;53;2383.36
1532512620;2018-07-25 01:57;14.28;7.92;9.21;86.01;91.233;90.6;6.5;11.4;53.3;24.9;14.47;39;2390.11
1532513220;2018-07-25 02:07;14.23;7.92;9.22;85.87;91.233;90.6;6.5;11.4;53.3;24.9;14.43;32;2392.52
1532513820;2018-07-25 02:17;14.18;7.91;9.23;85.66;91.218;90.6;6.3;11.3;52.8;24.9;14.38;30;2390.78
1532514420;2018-07-25 02:27;14.14;7.91;9.24;85.56;91.233;90.6;6.5;11.4;53.3;24.9;14.32;27;2398.43
1532515020;2018-07-25 02:37;14.09;7.9;9.25;85.41;91.232;90.6;6.4;11.4;53.2;24.9;14.28;43;2411.53
1532515620;2018-07-25 02:47;14.05;7.91;9.26;85.44;91.262;90.6;6.8;11.7;54;24.9;14.23;61;2412.16
1532516220;2018-07-25 02:57;14;7.9;9.27;85.15;91.262;90.6;6.8;11.7;54;24.9;14.19;103;2420.04
1532516820;2018-07-25 03:07;13.95;7.89;9.28;85.05;91.216;90.6;6.3;11.3;52.8;24.9;14.13;125;2423.61
1532517420;2018-07-25 03:17;13.89;7.91;9.29;85.11;91.23;90.6;6.4;11.4;53.2;24.9;14.07;156;2420.86
1532518020;2018-07-25 03:27;13.84;7.89;9.3;84.82;91.17;90.6;5.8;10.8;51.6;24.9;14.02;171;2422.05
1532518620;2018-07-25 03:37;13.78;7.89;9.32;84.67;91.245;90.6;6.6;11.5;53.6;24.9;13.97;195;2417.53
1532519220;2018-07-25 03:47;13.74;7.89;9.32;84.59;91.245;90.6;6.6;11.5;53.6;24.8;13.92;256;2418.52
1532519820;2018-07-25 03:57;13.69;7.9;9.33;84.73;91.168;90.6;5.8;10.8;51.5;24.8;13.87;286;2417.11
1532520420;2018-07-25 04:07;13.64;7.92;9.35;84.68;91.274;90.6;6.9;11.8;54.4;24.8;13.83;318;2412.83
1532521020;2018-07-25 04:17;13.59;7.92;9.35;84.71;91.168;90.6;5.8;10.8;51.5;24.8;13.77;390;2407.53
1532521620;2018-07-25 04:27;13.54;7.93;9.37;84.62;91.259;90.6;6.7;11.7;54;24.8;13.73;492;2406.62
1532522220;2018-07-25 04:37;13.49;7.93;9.37;84.58;91.227;90.6;6.4;11.4;53.1;24.7;13.68;530;2405.65
1532522820;2018-07-25 04:47;13.44;7.94;9.38;84.6;91.197;90.6;6.1;11.1;52.3;24.8;13.62;640;2397.74
1532523420;2018-07-25 04:57;13.38;7.94;9.39;84.53;91.196;90.6;6.1;11.1;52.3;24.8;13.58;734;2388.98
1532524020;2018-07-25 05:07;13.33;7.97;9.41;84.76;91.241;90.6;6.5;11.5;53.5;24.8;13.51;842;2386.86
1532524620;2018-07-25 05:17;13.29;7.99;9.41;84.91;91.211;90.6;6.2;11.2;52.7;24.7;13.46;914;2376.4
1532525220;2018-07-25 05:27;13.24;8;9.43;84.84;91.21;90.6;6.2;11.2;52.6;24.7;13.42;984;2368.09
1532525820;2018-07-25 05:37;13.19;8.02;9.44;84.99;91.256;90.5;7.7;12.6;56.7;24.7;13.37;1121;2362.8
1532526420;2018-07-25 05:47;13.14;8.02;9.45;84.88;91.224;90.5;7.4;12.3;55.8;24.7;13.33;1527;2353.7
1532527020;2018-07-25 05:57;13.11;8.07;9.45;85.41;91.209;90.5;7.2;12.2;55.3;24.7;13.28;1871;2337.62
1532527620;2018-07-25 06:07;13.11;8.09;9.46;85.53;91.24;90.5;7.5;12.5;56.2;24.7;13.25;1696;2330.46
1532528220;2018-07-25 06:17;13.08;8.14;9.46;86.06;91.24;90.5;7.5;12.5;56.2;24.7;13.24;1466;2314.87
1532528820;2018-07-25 06:27;13.06;8.15;9.46;86.12;91.194;90.5;7.1;12;54.9;24.7;13.22;1645;2307.13
1532529420;2018-07-25 06:37;13.04;8.16;9.47;86.19;91.224;90.5;7.4;12.3;55.8;24.7;13.18;2317;2303.1
1532530020;2018-07-25 06:47;13.03;8.23;9.47;86.88;91.193;90.5;7.1;12;54.9;24.7;13.17;2428;2291.1
1532530620;2018-07-25 06:57;13.01;8.2;9.47;86.6;91.209;90.5;7.2;12.2;55.3;24.7;13.17;2367;2284.81
1532531220;2018-07-25 07:07;13;8.3;9.48;87.59;91.224;90.5;7.4;12.3;55.8;24.7;13.12;3566;2273.88
1532531820;2018-07-25 07:17;13;8.32;9.48;87.81;91.224;90.5;7.4;12.3;55.8;24.7;13.12;4346;2264.71
1532532420;2018-07-25 07:27;13.01;8.38;9.47;88.46;91.209;90.5;7.2;12.2;55.3;24.7;13.12;2766;2255.89
1532533020;2018-07-25 07:37;12.99;8.39;9.48;88.55;91.209;90.5;7.2;12.2;55.3;24.7;13.12;2895;2256.08
1532533620;2018-07-25 07:47;12.98;8.44;9.48;88.97;91.239;90.5;7.5;12.5;56.2;24.7;13.12;3395;2246.87
1532534220;2018-07-25 07:57;13.02;8.58;9.48;90.51;91.269;90.5;7.8;12.7;57;24.7;13.09;6218;2241.45
1532534820;2018-07-25 08:07;13.04;8.56;9.47;90.4;91.209;90.5;7.2;12.2;55.3;24.7;13.13;5535;2231.38
1532535420;2018-07-25 08:17;13.05;8.54;9.47;90.16;91.284;90.5;8;12.9;57.5;24.8;13.15;4815;2231.31
1532536020;2018-07-25 08:27;13.04;8.59;9.47;90.77;91.209;90.5;7.2;12.2;55.3;24.7;13.15;3107;2226.24
1532536620;2018-07-25 08:37;13.04;8.53;9.47;90.08;91.239;90.5;7.5;12.5;56.2;24.8;13.13;4605;2218.93
