"","new","X","datetimeAK","temp.water","ODO.Psat","ODO.Ploc","DO.obs","discharge","Site","depth","light","DO.sat.EXO","solar.time","ODO.mgL.Calc"
"1",1,28375,2021-05-06 17:15:00,1.85636363636364,91.6636363636364,92.1,12.7254545454545,821.216480474522,"POKE",0.510939290660989,112.42,13.8827729842308,2021-05-06 15:28:57,12.7285059305862
"2",1,28376,2021-05-06 17:30:00,1.77,91.5545454545454,92,12.74,821.218928155161,"POKE",0.510941688801921,89.18,13.9152020653361,2021-05-06 15:43:57,12.7434638072755
"3",1,28377,2021-05-06 17:45:00,1.59636363636364,91.4,91.8636363636364,12.7836363636364,821.2213758358,"POKE",0.510944086942849,63.035,13.986473045554,2021-05-06 15:58:57,12.7827399582708
"4",1,28378,2021-05-06 18:00:00,1.501,91.3,91.8,12.8036363636364,821.22382351644,"POKE",0.510946485083777,41.02,14.0236980981779,2021-05-06 16:13:57,12.8023088247758
"5",1,28379,2021-05-06 18:15:00,1.42009090909091,91.3,91.7181818181818,12.83,821.22627119708,"POKE",0.510948883224704,24.115,14.052573932092,2021-05-06 16:28:57,12.8308922963757
"6",1,28380,2021-05-06 18:30:00,1.32254545454545,91.3,91.7,12.8609090909091,821.22871887772,"POKE",0.510951281365632,13.09,14.0864283580604,2021-05-06 16:43:57,12.8654941690567
"7",1,28381,2021-05-06 18:45:00,1.21345454545455,91.2636363636364,91.7,12.8945454545455,821.231166558359,"POKE",0.51095367950656,6.475,14.128897300528,2021-05-06 16:58:57,12.8992355825796
"8",1,28382,2021-05-06 19:00:00,1.13127272727273,91.3,91.7272727272727,12.93,821.233614238999,"POKE",0.510956077647488,3.255,14.1621029572837,2021-05-06 17:13:57,12.9337944279838
"9",1,28383,2021-05-06 19:15:00,1.08654545454545,91.4090909090909,91.8727272727273,12.9645454545455,821.236061919639,"POKE",0.510958475788416,1.4,14.1829935355545,2021-05-06 17:28:57,12.9653257588905
"10",1,28384,2021-05-06 19:30:00,0.938181818181818,91.3,91.7454545454545,13.0009090909091,821.238509600279,"POKE",0.510960873929344,0.525,14.2397689933287,2021-05-06 17:43:57,13.0033551154512
"11",1,28385,2021-05-06 19:45:00,0.783545454545455,91.2272727272727,91.7,13.05,821.240957280918,"POKE",0.510963272070272,0.21,14.304932735426,2021-05-06 17:58:57,13.0491069591256
"12",1,28386,2021-05-06 20:00:00,0.717363636363636,91.4,91.8454545454545,13.0963636363636,821.243404961558,"POKE",0.5109656702112,0.07,14.3286254227173,2021-05-06 18:13:57,13.0979960158415
"13",1,28387,2021-05-06 20:15:00,0.656454545454546,91.5181818181818,91.9727272727273,13.1363636363636,821.245852642198,"POKE",0.510968068352127,0,14.3538293433992,2021-05-06 18:28:57,13.1372817209303
"14",1,28388,2021-05-06 20:30:00,0.607727272727273,91.5909090909091,92.0272727272727,13.1636363636364,821.248300322838,"POKE",0.510970466493055,0,14.3722084367246,2021-05-06 18:43:57,13.1656609121992
"15",1,28389,2021-05-06 20:45:00,0.567,91.6363636363636,92.0727272727273,13.1845454545455,821.250748003477,"POKE",0.510972864633983,0,14.3878968253969,2021-05-06 18:58:57,13.1872272218549
"16",1,28390,2021-05-06 21:00:00,0.527,91.7,92.1090909090909,13.2072727272727,821.253195684117,"POKE",0.510975262774911,0,14.4026965401011,2021-05-06 19:13:57,13.2111868678548
"17",1,28391,2021-05-06 21:15:00,0.498090909090909,91.8,92.2454545454545,13.2354545454545,821.255643364757,"POKE",0.510977660915839,0,14.41770647653,2021-05-06 19:28:57,13.2363202485416
"18",1,28392,2021-05-06 21:30:00,0.454272727272727,91.8818181818182,92.3,13.2590909090909,821.258091045397,"POKE",0.510980059056767,0,14.4305926585535,2021-05-06 19:43:57,13.2644174490286
"19",1,28393,2021-05-06 21:45:00,0.434,91.9363636363636,92.4,13.28,821.260538726036,"POKE",0.510982457197695,0,14.4447740531989,2021-05-06 19:58:57,13.2798488427363
