Site Name ,STRT,,,
Site Number ,1,,,
Logger ,Integrating Light Sensor,,,
Logger Serial Number ,11620,,,
,,,,
,,,,
Scan No ,Date and Time,       Integrating Light,        ,
        ,        ,RAW VALUE ,CALIBRATED VALUE,
,,,,
6165,20/08/2020 , 18:47:08,2760,2760
6166,20/08/2020 , 19:02:08,2443,2443
6167,20/08/2020 , 19:17:08,1867,1867
6168,20/08/2020 , 19:32:08,2528,2528
6169,20/08/2020 , 19:47:08,2368,2368
6170,20/08/2020 , 20:02:08,1340,1340
6171,20/08/2020 , 20:17:08,1121,1121
6172,20/08/2020 , 20:32:08,1343,1343
6173,20/08/2020 , 20:47:08,911,911
6174,20/08/2020 , 21:02:08,749,749
6175,20/08/2020 , 21:17:08,625,625
6176,20/08/2020 , 21:32:08,411,411
6177,20/08/2020 , 21:47:08,184,184
6178,20/08/2020 , 22:02:08,81,81
6179,20/08/2020 , 22:17:08,22,22
6180,20/08/2020 , 22:32:08,6,6
6181,20/08/2020 , 22:47:08,0,0
6182,20/08/2020 , 23:02:08,0,0
6183,20/08/2020 , 23:17:08,0,0
6184,20/08/2020 , 23:32:08,0,0
6185,20/08/2020 , 23:47:08,0,0
6186,21/08/2020 , 00:02:08,0,0
6187,21/08/2020 , 00:17:08,0,0
6188,21/08/2020 , 00:32:08,0,0
6189,21/08/2020 , 00:47:08,0,0
6190,21/08/2020 , 01:02:08,0,0
6191,21/08/2020 , 01:17:08,0,0
6192,21/08/2020 , 01:32:08,0,0
6193,21/08/2020 , 01:47:08,0,0
6194,21/08/2020 , 02:02:08,0,0
6195,21/08/2020 , 02:17:08,0,0
6196,21/08/2020 , 02:32:08,0,0
6197,21/08/2020 , 02:47:08,0,0
6198,21/08/2020 , 03:02:08,0,0
6199,21/08/2020 , 03:17:08,0,0
6200,21/08/2020 , 03:32:08,0,0
6201,21/08/2020 , 03:47:08,0,0
6202,21/08/2020 , 04:02:08,0,0
6203,21/08/2020 , 04:17:08,0,0
6204,21/08/2020 , 04:32:08,0,0
6205,21/08/2020 , 04:47:08,0,0
6206,21/08/2020 , 05:02:08,0,0
6207,21/08/2020 , 05:17:08,1,1
6208,21/08/2020 , 05:32:08,12,12
6209,21/08/2020 , 05:47:08,41,41
6210,21/08/2020 , 06:02:08,106,106
6211,21/08/2020 , 06:17:08,186,186
6212,21/08/2020 , 06:32:08,270,270
6213,21/08/2020 , 06:47:08,356,356
6214,21/08/2020 , 07:02:08,518,518
6215,21/08/2020 , 07:17:08,750,750
6216,21/08/2020 , 07:32:08,1143,1143
6217,21/08/2020 , 07:47:08,1680,1680
6218,21/08/2020 , 08:02:08,1615,1615
6219,21/08/2020 , 08:17:08,2207,2207
6220,21/08/2020 , 08:32:08,3541,3541
6221,21/08/2020 , 08:47:08,4616,4616
6222,21/08/2020 , 09:02:08,4944,4944
6223,21/08/2020 , 09:17:08,5239,5239
6224,21/08/2020 , 09:32:08,5148,5148
6225,21/08/2020 , 09:47:08,5177,5177
6226,21/08/2020 , 10:02:08,6493,6493
6227,21/08/2020 , 10:17:08,6417,6417
6228,21/08/2020 , 10:32:08,5484,5484
6229,21/08/2020 , 10:47:08,5221,5221
6230,21/08/2020 , 11:02:08,6365,6365
6231,21/08/2020 , 11:17:08,9065,9065
6232,21/08/2020 , 11:32:08,10394,10394
6233,21/08/2020 , 11:47:08,11847,11847
6234,21/08/2020 , 12:02:08,10192,10192
6235,21/08/2020 , 12:17:08,11327,11327
6236,21/08/2020 , 12:32:08,17750,17750
6237,21/08/2020 , 12:47:08,14869,14869
6238,21/08/2020 , 13:02:08,14775,14775
6239,21/08/2020 , 13:17:08,13677,13677
6240,21/08/2020 , 13:32:08,14778,14778
6241,21/08/2020 , 13:47:08,14025,14025
6242,21/08/2020 , 14:02:08,16472,16472
6243,21/08/2020 , 14:17:08,14150,14150
6244,21/08/2020 , 14:32:08,13234,13234
6245,21/08/2020 , 14:47:08,15203,15203
6246,21/08/2020 , 15:02:08,19864,19864
6247,21/08/2020 , 15:17:08,23802,23802
6248,21/08/2020 , 15:32:08,27048,27048
6249,21/08/2020 , 15:47:08,19685,19685
6250,21/08/2020 , 16:02:08,23959,23959
6251,21/08/2020 , 16:17:08,28393,28393
6252,21/08/2020 , 16:32:08,14154,14154
6253,21/08/2020 , 16:47:08,3961,3961
6254,21/08/2020 , 17:02:08,5241,5241
6255,21/08/2020 , 17:17:08,6148,6148
6256,21/08/2020 , 17:32:08,5526,5526
6257,21/08/2020 , 17:47:08,3933,3933
6258,21/08/2020 , 18:02:08,5951,5951
6259,21/08/2020 , 18:17:08,4723,4723
6260,21/08/2020 , 18:32:08,7591,7591
6261,21/08/2020 , 18:47:08,7515,7515
6262,21/08/2020 , 19:02:08,1476,1476
6263,21/08/2020 , 19:17:08,821,821
6264,21/08/2020 , 19:32:08,1523,1523
6265,21/08/2020 , 19:47:08,1823,1823
6266,21/08/2020 , 20:02:08,1826,1826
6267,21/08/2020 , 20:17:08,1607,1607
6268,21/08/2020 , 20:32:08,1112,1112
6269,21/08/2020 , 20:47:08,792,792
6270,21/08/2020 , 21:02:08,548,548
6271,21/08/2020 , 21:17:08,437,437
6272,21/08/2020 , 21:32:08,219,219
6273,21/08/2020 , 21:47:08,86,86
6274,21/08/2020 , 22:02:08,24,24
6275,21/08/2020 , 22:17:08,7,7
6276,21/08/2020 , 22:32:08,1,1
6277,21/08/2020 , 22:47:08,0,0
6278,21/08/2020 , 23:02:08,0,0
6279,21/08/2020 , 23:17:08,0,0
6280,21/08/2020 , 23:32:08,0,0
6281,21/08/2020 , 23:47:08,0,0
6282,22/08/2020 , 00:02:08,0,0
6283,22/08/2020 , 00:17:08,0,0
6284,22/08/2020 , 00:32:08,0,0
6285,22/08/2020 , 00:47:08,0,0
6286,22/08/2020 , 01:02:08,0,0
6287,22/08/2020 , 01:17:08,0,0
6288,22/08/2020 , 01:32:08,0,0
6289,22/08/2020 , 01:47:08,0,0
6290,22/08/2020 , 02:02:08,0,0
6291,22/08/2020 , 02:17:08,0,0
6292,22/08/2020 , 02:32:08,0,0
6293,22/08/2020 , 02:47:08,0,0
6294,22/08/2020 , 03:02:08,0,0
6295,22/08/2020 , 03:17:08,0,0
6296,22/08/2020 , 03:32:08,0,0
6297,22/08/2020 , 03:47:08,0,0
6298,22/08/2020 , 04:02:08,0,0
6299,22/08/2020 , 04:17:08,0,0
6300,22/08/2020 , 04:32:08,0,0
6301,22/08/2020 , 04:47:08,0,0
6302,22/08/2020 , 05:02:08,0,0
6303,22/08/2020 , 05:17:08,1,1
6304,22/08/2020 , 05:32:08,8,8
6305,22/08/2020 , 05:47:08,35,35
6306,22/08/2020 , 06:02:08,107,107
6307,22/08/2020 , 06:17:08,255,255
6308,22/08/2020 , 06:32:08,475,475
6309,22/08/2020 , 06:47:08,1029,1029
6310,22/08/2020 , 07:02:08,1599,1599
6311,22/08/2020 , 07:17:08,1838,1838
6312,22/08/2020 , 07:32:08,2465,2465
6313,22/08/2020 , 07:47:08,2653,2653
6314,22/08/2020 , 08:02:08,3224,3224
6315,22/08/2020 , 08:17:08,6059,6059
6316,22/08/2020 , 08:32:08,6874,6874
6317,22/08/2020 , 08:47:08,10184,10184
6318,22/08/2020 , 09:02:08,12573,12573
6319,22/08/2020 , 09:17:08,13998,13998
6320,22/08/2020 , 09:32:08,15363,15363
6321,22/08/2020 , 09:47:08,16735,16735
6322,22/08/2020 , 10:02:08,17971,17971
6323,22/08/2020 , 10:17:08,19318,19318
6324,22/08/2020 , 10:32:08,20476,20476
6325,22/08/2020 , 10:47:08,21776,21776
6326,22/08/2020 , 11:02:08,23226,23226
6327,22/08/2020 , 11:17:08,24950,24950
6328,22/08/2020 , 11:32:08,26488,26488
6329,22/08/2020 , 11:47:08,28083,28083
6330,22/08/2020 , 12:02:08,30577,30577
6331,22/08/2020 , 12:17:08,32748,32748
6332,22/08/2020 , 12:32:08,29595,29595
6333,22/08/2020 , 12:47:08,23276,23276
6334,22/08/2020 , 13:02:08,38817,38817
6335,22/08/2020 , 13:17:08,34773,34773
6336,22/08/2020 , 13:32:08,22675,22675
6337,22/08/2020 , 13:47:08,28124,28124
6338,22/08/2020 , 14:02:08,23743,23743
6339,22/08/2020 , 14:17:08,38886,38886
6340,22/08/2020 , 14:32:08,35016,35016
6341,22/08/2020 , 14:47:08,16554,16554
6342,22/08/2020 , 15:02:08,35066,35066
6343,22/08/2020 , 15:17:08,33739,33739
6344,22/08/2020 , 15:32:08,33242,33242
6345,22/08/2020 , 15:47:08,31345,31345
6346,22/08/2020 , 16:02:08,29699,29699
6347,22/08/2020 , 16:17:08,29282,29282
6348,22/08/2020 , 16:32:08,28311,28311
6349,22/08/2020 , 16:47:08,28044,28044
6350,22/08/2020 , 17:02:08,26570,26570
6351,22/08/2020 , 17:17:08,23786,23786
6352,22/08/2020 , 17:32:08,5100,5100
6353,22/08/2020 , 17:47:08,2986,2986
6354,22/08/2020 , 18:02:08,3017,3017
6355,22/08/2020 , 18:17:08,3976,3976
6356,22/08/2020 , 18:32:08,2788,2788
6357,22/08/2020 , 18:47:08,2610,2610
6358,22/08/2020 , 19:02:08,2483,2483
6359,22/08/2020 , 19:17:08,2289,2289
6360,22/08/2020 , 19:32:08,1837,1837
6361,22/08/2020 , 19:47:08,1701,1701
6362,22/08/2020 , 20:02:08,2328,2328
6363,22/08/2020 , 20:17:08,3311,3311
6364,22/08/2020 , 20:32:08,2079,2079
6365,22/08/2020 , 20:47:08,1183,1183
6366,22/08/2020 , 21:02:08,586,586
6367,22/08/2020 , 21:17:08,383,383
6368,22/08/2020 , 21:32:08,240,240
6369,22/08/2020 , 21:47:08,85,85
6370,22/08/2020 , 22:02:08,26,26
6371,22/08/2020 , 22:17:08,10,10
6372,22/08/2020 , 22:32:08,2,2
6373,22/08/2020 , 22:47:08,0,0
6374,22/08/2020 , 23:02:08,0,0
6375,22/08/2020 , 23:17:08,0,0
6376,22/08/2020 , 23:32:08,0,0
6377,22/08/2020 , 23:47:08,0,0
6378,23/08/2020 , 00:02:08,0,0
6379,23/08/2020 , 00:17:08,0,0
6380,23/08/2020 , 00:32:08,0,0
6381,23/08/2020 , 00:47:08,0,0
6382,23/08/2020 , 01:02:08,0,0
6383,23/08/2020 , 01:17:08,0,0
6384,23/08/2020 , 01:32:08,0,0
6385,23/08/2020 , 01:47:08,0,0
6386,23/08/2020 , 02:02:08,0,0
6387,23/08/2020 , 02:17:08,0,0
6388,23/08/2020 , 02:32:08,0,0
6389,23/08/2020 , 02:47:08,0,0
6390,23/08/2020 , 03:02:08,0,0
6391,23/08/2020 , 03:17:08,0,0
6392,23/08/2020 , 03:32:08,0,0
6393,23/08/2020 , 03:47:08,0,0
6394,23/08/2020 , 04:02:08,0,0
6395,23/08/2020 , 04:17:08,0,0
6396,23/08/2020 , 04:32:08,0,0
6397,23/08/2020 , 04:47:08,0,0
6398,23/08/2020 , 05:02:08,0,0
6399,23/08/2020 , 05:17:08,0,0
6400,23/08/2020 , 05:32:08,0,0
6401,23/08/2020 , 05:47:08,4,4
6402,23/08/2020 , 06:02:08,21,21
6403,23/08/2020 , 06:17:08,75,75
6404,23/08/2020 , 06:32:08,268,268
6405,23/08/2020 , 06:47:08,733,733
6406,23/08/2020 , 07:02:08,1291,1291
6407,23/08/2020 , 07:17:08,1433,1433
6408,23/08/2020 , 07:32:08,1690,1690
6409,23/08/2020 , 07:47:08,2361,2361
6410,23/08/2020 , 08:02:08,4005,4005
6411,23/08/2020 , 08:17:08,3003,3003
6412,23/08/2020 , 08:32:08,2623,2623
6413,23/08/2020 , 08:47:08,3855,3855
6414,23/08/2020 , 09:02:08,4295,4295
6415,23/08/2020 , 09:17:08,5404,5404
6416,23/08/2020 , 09:32:08,13051,13051
6417,23/08/2020 , 09:47:08,13118,13118
6418,23/08/2020 , 10:02:08,10020,10020
6419,23/08/2020 , 10:17:08,17331,17331
6420,23/08/2020 , 10:32:08,21517,21517
6421,23/08/2020 , 10:47:08,22484,22484
6422,23/08/2020 , 11:02:08,25102,25102
6423,23/08/2020 , 11:17:08,19633,19633
6424,23/08/2020 , 11:32:08,14670,14670
6425,23/08/2020 , 11:47:08,16568,16568
6426,23/08/2020 , 12:02:08,11646,11646
6427,23/08/2020 , 12:17:08,15025,15025
6428,23/08/2020 , 12:32:08,15064,15064
6429,23/08/2020 , 12:47:08,16769,16769
6430,23/08/2020 , 13:02:08,17274,17274
6431,23/08/2020 , 13:17:08,14703,14703
6432,23/08/2020 , 13:32:08,10784,10784
6433,23/08/2020 , 13:47:08,12652,12652
6434,23/08/2020 , 14:02:08,17904,17904
6435,23/08/2020 , 14:17:08,18240,18240
6436,23/08/2020 , 14:32:08,9204,9204
6437,23/08/2020 , 14:47:08,11663,11663
6438,23/08/2020 , 15:02:08,7874,7874
6439,23/08/2020 , 15:17:08,17641,17641
6440,23/08/2020 , 15:32:08,36841,36841
6441,23/08/2020 , 15:47:08,11319,11319
6442,23/08/2020 , 16:02:08,17620,17620
6443,23/08/2020 , 16:17:08,11152,11152
6444,23/08/2020 , 16:32:08,12668,12668
6445,23/08/2020 , 16:47:08,13308,13308
6446,23/08/2020 , 17:02:08,15766,15766
6447,23/08/2020 , 17:17:08,15364,15364
6448,23/08/2020 , 17:32:08,8928,8928
6449,23/08/2020 , 17:47:08,6699,6699
6450,23/08/2020 , 18:02:08,8897,8897
6451,23/08/2020 , 18:17:08,7878,7878
6452,23/08/2020 , 18:32:08,5823,5823
6453,23/08/2020 , 18:47:08,4533,4533
6454,23/08/2020 , 19:02:08,4240,4240
6455,23/08/2020 , 19:17:08,3631,3631
6456,23/08/2020 , 19:32:08,3089,3089
6457,23/08/2020 , 19:47:08,2633,2633
6458,23/08/2020 , 20:02:08,2436,2436
6459,23/08/2020 , 20:17:08,1391,1391
6460,23/08/2020 , 20:32:08,921,921
6461,23/08/2020 , 20:47:08,648,648
6462,23/08/2020 , 21:02:08,283,283
6463,23/08/2020 , 21:17:08,37,37
6464,23/08/2020 , 21:32:08,17,17
6465,23/08/2020 , 21:47:08,33,33
6466,23/08/2020 , 22:02:08,10,10
6467,23/08/2020 , 22:17:08,3,3
6468,23/08/2020 , 22:32:08,1,1
6469,23/08/2020 , 22:47:08,0,0
6470,23/08/2020 , 23:02:08,0,0
6471,23/08/2020 , 23:17:08,0,0
6472,23/08/2020 , 23:32:08,0,0
6473,23/08/2020 , 23:47:08,0,0
6474,24/08/2020 , 00:02:08,0,0
6475,24/08/2020 , 00:17:08,0,0
6476,24/08/2020 , 00:32:08,0,0
6477,24/08/2020 , 00:47:08,0,0
6478,24/08/2020 , 01:02:08,0,0
6479,24/08/2020 , 01:17:08,0,0
6480,24/08/2020 , 01:32:08,0,0
6481,24/08/2020 , 01:47:08,0,0
6482,24/08/2020 , 02:02:08,0,0
6483,24/08/2020 , 02:17:08,0,0
6484,24/08/2020 , 02:32:08,0,0
6485,24/08/2020 , 02:47:08,0,0
6486,24/08/2020 , 03:02:08,0,0
6487,24/08/2020 , 03:17:08,0,0
6488,24/08/2020 , 03:32:08,0,0
6489,24/08/2020 , 03:47:08,0,0
6490,24/08/2020 , 04:02:08,0,0
6491,24/08/2020 , 04:17:08,0,0
6492,24/08/2020 , 04:32:08,0,0
6493,24/08/2020 , 04:47:08,0,0
6494,24/08/2020 , 05:02:08,0,0
6495,24/08/2020 , 05:17:08,0,0
6496,24/08/2020 , 05:32:08,3,3
6497,24/08/2020 , 05:47:08,11,11
6498,24/08/2020 , 06:02:08,38,38
6499,24/08/2020 , 06:17:08,112,112
6500,24/08/2020 , 06:32:08,181,181
6501,24/08/2020 , 06:47:08,211,211
6502,24/08/2020 , 07:02:08,362,362
6503,24/08/2020 , 07:17:08,452,452
6504,24/08/2020 , 07:32:08,620,620
6505,24/08/2020 , 07:47:08,819,819
6506,24/08/2020 , 08:02:08,719,719
6507,24/08/2020 , 08:17:08,1184,1184
6508,24/08/2020 , 08:32:08,2255,2255
6509,24/08/2020 , 08:47:08,2472,2472
6510,24/08/2020 , 09:02:08,2244,2244
6511,24/08/2020 , 09:17:08,2498,2498
6512,24/08/2020 , 09:32:08,2629,2629
6513,24/08/2020 , 09:47:08,3597,3597
6514,24/08/2020 , 10:02:08,5810,5810
6515,24/08/2020 , 10:17:08,8488,8488
6516,24/08/2020 , 10:32:08,7709,7709
6517,24/08/2020 , 10:47:08,9747,9747
6518,24/08/2020 , 11:02:08,8856,8856
6519,24/08/2020 , 11:17:08,6021,6021
6520,24/08/2020 , 11:32:08,4312,4312
6521,24/08/2020 , 11:47:08,6379,6379
6522,24/08/2020 , 12:02:08,7363,7363
6523,24/08/2020 , 12:17:08,13078,13078
6524,24/08/2020 , 12:32:08,16296,16296
6525,24/08/2020 , 12:47:08,13479,13479
6526,24/08/2020 , 13:02:08,16386,16386
6527,24/08/2020 , 13:17:08,11652,11652
6528,24/08/2020 , 13:32:08,11162,11162
6529,24/08/2020 , 13:47:08,9649,9649
6530,24/08/2020 , 14:02:08,9957,9957
6531,24/08/2020 , 14:17:08,12473,12473
6532,24/08/2020 , 14:32:08,16629,16629
6533,24/08/2020 , 14:47:08,25148,25148
6534,24/08/2020 , 15:02:08,31778,31778
6535,24/08/2020 , 15:17:08,27911,27911
6536,24/08/2020 , 15:32:08,20195,20195
6537,24/08/2020 , 15:47:08,11369,11369
6538,24/08/2020 , 16:02:08,11664,11664
6539,24/08/2020 , 16:17:08,12449,12449
6540,24/08/2020 , 16:32:08,13934,13934
6541,24/08/2020 , 16:47:08,9027,9027
6542,24/08/2020 , 17:02:08,6878,6878
6543,24/08/2020 , 17:17:08,8176,8176
6544,24/08/2020 , 17:32:08,9123,9123
6545,24/08/2020 , 17:47:08,6019,6019
6546,24/08/2020 , 18:02:08,6359,6359
6547,24/08/2020 , 18:17:08,4834,4834
6548,24/08/2020 , 18:32:08,3922,3922
6549,24/08/2020 , 18:47:08,3539,3539
6550,24/08/2020 , 19:02:08,5331,5331
6551,24/08/2020 , 19:17:08,4762,4762
6552,24/08/2020 , 19:32:08,3617,3617
6553,24/08/2020 , 19:47:08,2759,2759
6554,24/08/2020 , 20:02:08,2385,2385
6555,24/08/2020 , 20:17:08,1657,1657
6556,24/08/2020 , 20:32:08,1081,1081
6557,24/08/2020 , 20:47:08,858,858
6558,24/08/2020 , 21:02:08,852,852
6559,24/08/2020 , 21:17:08,443,443
6560,24/08/2020 , 21:32:08,165,165
6561,24/08/2020 , 21:47:08,70,70
6562,24/08/2020 , 22:02:08,21,21
6563,24/08/2020 , 22:17:08,4,4
6564,24/08/2020 , 22:32:08,0,0
6565,24/08/2020 , 22:47:08,0,0
6566,24/08/2020 , 23:02:08,0,0
6567,24/08/2020 , 23:17:08,0,0
6568,24/08/2020 , 23:32:08,0,0
6569,24/08/2020 , 23:47:08,0,0
6570,25/08/2020 , 00:02:08,0,0
6571,25/08/2020 , 00:17:08,0,0
6572,25/08/2020 , 00:32:08,0,0
6573,25/08/2020 , 00:47:08,0,0
6574,25/08/2020 , 01:02:08,0,0
6575,25/08/2020 , 01:17:08,0,0
6576,25/08/2020 , 01:32:08,0,0
6577,25/08/2020 , 01:47:08,0,0
6578,25/08/2020 , 02:02:08,0,0
6579,25/08/2020 , 02:17:08,0,0
6580,25/08/2020 , 02:32:08,0,0
6581,25/08/2020 , 02:47:08,0,0
6582,25/08/2020 , 03:02:08,0,0
6583,25/08/2020 , 03:17:08,0,0
6584,25/08/2020 , 03:32:08,0,0
6585,25/08/2020 , 03:47:08,0,0
6586,25/08/2020 , 04:02:08,0,0
6587,25/08/2020 , 04:17:08,0,0
6588,25/08/2020 , 04:32:08,0,0
6589,25/08/2020 , 04:47:08,0,0
6590,25/08/2020 , 05:02:08,0,0
6591,25/08/2020 , 05:17:08,0,0
6592,25/08/2020 , 05:32:08,3,3
6593,25/08/2020 , 05:47:08,16,16
6594,25/08/2020 , 06:02:08,53,53
6595,25/08/2020 , 06:17:08,118,118
6596,25/08/2020 , 06:32:08,281,281
6597,25/08/2020 , 06:47:08,552,552
6598,25/08/2020 , 07:02:08,738,738
6599,25/08/2020 , 07:17:08,1015,1015
6600,25/08/2020 , 07:32:08,1464,1464
6601,25/08/2020 , 07:47:08,1493,1493
6602,25/08/2020 , 08:02:08,1690,1690
6603,25/08/2020 , 08:17:08,2470,2470
6604,25/08/2020 , 08:32:08,3642,3642
6605,25/08/2020 , 08:47:08,5089,5089
6606,25/08/2020 , 09:02:08,5835,5835
6607,25/08/2020 , 09:17:08,6411,6411
6608,25/08/2020 , 09:32:08,5915,5915
6609,25/08/2020 , 09:47:08,5000,5000
6610,25/08/2020 , 10:02:08,4710,4710
6611,25/08/2020 , 10:17:08,6469,6469
6612,25/08/2020 , 10:32:08,7649,7649
6613,25/08/2020 , 10:47:08,9732,9732
6614,25/08/2020 , 11:02:08,7697,7697
6615,25/08/2020 , 11:17:08,8081,8081
6616,25/08/2020 , 11:32:08,8873,8873
6617,25/08/2020 , 11:47:08,8468,8468
6618,25/08/2020 , 12:02:08,9382,9382
6619,25/08/2020 , 12:17:08,7978,7978
6620,25/08/2020 , 12:32:08,6950,6950
6621,25/08/2020 , 12:47:08,8306,8306
6622,25/08/2020 , 13:02:08,9186,9186
6623,25/08/2020 , 13:17:08,10304,10304
6624,25/08/2020 , 13:32:08,11240,11240
6625,25/08/2020 , 13:47:08,13062,13062
6626,25/08/2020 , 14:02:08,15262,15262
6627,25/08/2020 , 14:17:08,29420,29420
6628,25/08/2020 , 14:32:08,35878,35878
6629,25/08/2020 , 14:47:08,35813,35813
6630,25/08/2020 , 15:02:08,22228,22228
6631,25/08/2020 , 15:17:08,10696,10696
6632,25/08/2020 , 15:32:08,3571,3571
6633,25/08/2020 , 15:47:08,3446,3446
6634,25/08/2020 , 16:02:08,5650,5650
6635,25/08/2020 , 16:17:08,6385,6385
6636,25/08/2020 , 16:32:08,6313,6313
6637,25/08/2020 , 16:47:08,6223,6223
6638,25/08/2020 , 17:02:08,7741,7741
6639,25/08/2020 , 17:17:08,6807,6807
6640,25/08/2020 , 17:32:08,5992,5992
6641,25/08/2020 , 17:47:08,6316,6316
6642,25/08/2020 , 18:02:08,7056,7056
6643,25/08/2020 , 18:17:08,6407,6407
6644,25/08/2020 , 18:32:08,5591,5591
6645,25/08/2020 , 18:47:08,5685,5685
6646,25/08/2020 , 19:02:08,5443,5443
6647,25/08/2020 , 19:17:08,4598,4598
6648,25/08/2020 , 19:32:08,2935,2935
6649,25/08/2020 , 19:47:08,2427,2427
6650,25/08/2020 , 20:02:08,2614,2614
6651,25/08/2020 , 20:17:08,2610,2610
6652,25/08/2020 , 20:32:08,2032,2032
6653,25/08/2020 , 20:47:08,1361,1361
6654,25/08/2020 , 21:02:08,776,776
6655,25/08/2020 , 21:17:08,413,413
6656,25/08/2020 , 21:32:08,194,194
6657,25/08/2020 , 21:47:08,80,80
6658,25/08/2020 , 22:02:08,17,17
6659,25/08/2020 , 22:17:08,3,3
6660,25/08/2020 , 22:32:08,0,0
6661,25/08/2020 , 22:47:08,0,0
6662,25/08/2020 , 23:02:08,0,0
6663,25/08/2020 , 23:17:08,0,0
6664,25/08/2020 , 23:32:08,0,0
6665,25/08/2020 , 23:47:08,0,0
6666,26/08/2020 , 00:02:08,0,0
6667,26/08/2020 , 00:17:08,0,0
6668,26/08/2020 , 00:32:08,0,0
6669,26/08/2020 , 00:47:08,0,0
6670,26/08/2020 , 01:02:08,0,0
6671,26/08/2020 , 01:17:08,0,0
6672,26/08/2020 , 01:32:08,0,0
6673,26/08/2020 , 01:47:08,0,0
6674,26/08/2020 , 02:02:08,0,0
6675,26/08/2020 , 02:17:08,0,0
6676,26/08/2020 , 02:32:08,0,0
6677,26/08/2020 , 02:47:08,0,0
6678,26/08/2020 , 03:02:08,0,0
6679,26/08/2020 , 03:17:08,0,0
6680,26/08/2020 , 03:32:08,0,0
6681,26/08/2020 , 03:47:08,0,0
6682,26/08/2020 , 04:02:08,0,0
6683,26/08/2020 , 04:17:08,0,0
6684,26/08/2020 , 04:32:08,0,0
6685,26/08/2020 , 04:47:08,0,0
6686,26/08/2020 , 05:02:08,0,0
6687,26/08/2020 , 05:17:08,0,0
6688,26/08/2020 , 05:32:08,0,0
6689,26/08/2020 , 05:47:08,5,5
6690,26/08/2020 , 06:02:08,23,23
6691,26/08/2020 , 06:17:08,54,54
6692,26/08/2020 , 06:32:08,101,101
6693,26/08/2020 , 06:47:08,196,196
6694,26/08/2020 , 07:02:08,317,317
6695,26/08/2020 , 07:17:08,429,429
6696,26/08/2020 , 07:32:08,791,791
6697,26/08/2020 , 07:47:08,1318,1318
6698,26/08/2020 , 08:02:08,1568,1568
6699,26/08/2020 , 08:17:08,1979,1979
6700,26/08/2020 , 08:32:08,2071,2071
6701,26/08/2020 , 08:47:08,1447,1447
6702,26/08/2020 , 09:02:08,1709,1709
6703,26/08/2020 , 09:17:08,2789,2789
6704,26/08/2020 , 09:32:08,3517,3517
6705,26/08/2020 , 09:47:08,4780,4780
6706,26/08/2020 , 10:02:08,5216,5216
6707,26/08/2020 , 10:17:08,5692,5692
6708,26/08/2020 , 10:32:08,7355,7355
6709,26/08/2020 , 10:47:08,11777,11777
6710,26/08/2020 , 11:02:08,18097,18097
6711,26/08/2020 , 11:17:08,18535,18535
6712,26/08/2020 , 11:32:08,11503,11503
6713,26/08/2020 , 11:47:08,12978,12978
6714,26/08/2020 , 12:02:08,23820,23820
6715,26/08/2020 , 12:17:08,17050,17050
6716,26/08/2020 , 12:32:08,9297,9297
6717,26/08/2020 , 12:47:08,7013,7013
6718,26/08/2020 , 13:02:08,5704,5704
6719,26/08/2020 , 13:17:08,4516,4516
6720,26/08/2020 , 13:32:08,6227,6227
6721,26/08/2020 , 13:47:08,8031,8031
6722,26/08/2020 , 14:02:08,6834,6834
6723,26/08/2020 , 14:17:08,8912,8912
6724,26/08/2020 , 14:32:08,11782,11782
6725,26/08/2020 , 14:47:08,15918,15918
6726,26/08/2020 , 15:02:08,13497,13497
6727,26/08/2020 , 15:17:08,11537,11537
6728,26/08/2020 , 15:32:08,16344,16344
6729,26/08/2020 , 15:47:08,24685,24685
6730,26/08/2020 , 16:02:08,12570,12570
6731,26/08/2020 , 16:17:08,14145,14145
6732,26/08/2020 , 16:32:08,16298,16298
6733,26/08/2020 , 16:47:08,16577,16577
6734,26/08/2020 , 17:02:08,17899,17899
6735,26/08/2020 , 17:17:08,9070,9070
6736,26/08/2020 , 17:32:08,4594,4594
6737,26/08/2020 , 17:47:08,2581,2581
6738,26/08/2020 , 18:02:08,3819,3819
6739,26/08/2020 , 18:17:08,3866,3866
6740,26/08/2020 , 18:32:08,3904,3904
6741,26/08/2020 , 18:47:08,5123,5123
6742,26/08/2020 , 19:02:08,3708,3708
6743,26/08/2020 , 19:17:08,2572,2572
6744,26/08/2020 , 19:32:08,2186,2186
6745,26/08/2020 , 19:47:08,2088,2088
6746,26/08/2020 , 20:02:08,1684,1684
6747,26/08/2020 , 20:17:08,1057,1057
6748,26/08/2020 , 20:32:08,771,771
6749,26/08/2020 , 20:47:08,624,624
6750,26/08/2020 , 21:02:08,447,447
6751,26/08/2020 , 21:17:08,258,258
6752,26/08/2020 , 21:32:08,127,127
6753,26/08/2020 , 21:47:08,48,48
6754,26/08/2020 , 22:02:08,13,13
6755,26/08/2020 , 22:17:08,2,2
6756,26/08/2020 , 22:32:08,0,0
6757,26/08/2020 , 22:47:08,0,0
6758,26/08/2020 , 23:02:08,0,0
6759,26/08/2020 , 23:17:08,0,0
6760,26/08/2020 , 23:32:08,0,0
6761,26/08/2020 , 23:47:08,0,0
6762,27/08/2020 , 00:02:08,0,0
6763,27/08/2020 , 00:17:08,0,0
6764,27/08/2020 , 00:32:08,0,0
