Site Name ,VAUL,,,
Site Number ,5,,,
Logger ,Integrating Light Sensor,,,
Logger Serial Number ,11616,,,
,,,,
,,,,
Scan No ,Date and Time,       Integrating Light,        ,
        ,        ,RAW VALUE ,CALIBRATED VALUE,
,,,,
1333,19/06/2020 , 12:30:00,2036,2036
1334,19/06/2020 , 12:45:00,4666,4666
1335,19/06/2020 , 13:00:00,4409,4409
1336,19/06/2020 , 13:15:00,2676,2676
1337,19/06/2020 , 13:30:00,2388,2388
1338,19/06/2020 , 13:45:00,1276,1276
1339,19/06/2020 , 14:00:00,1560,1560
1340,19/06/2020 , 14:15:00,1644,1644
1341,19/06/2020 , 14:30:00,831,831
1342,19/06/2020 , 14:45:00,2125,2125
1343,19/06/2020 , 15:00:00,2340,2340
1344,19/06/2020 , 15:15:00,1939,1939
1345,19/06/2020 , 15:30:00,2039,2039
1346,19/06/2020 , 15:45:00,2251,2251
1347,19/06/2020 , 16:00:00,2870,2870
1348,19/06/2020 , 16:15:00,2728,2728
1349,19/06/2020 , 16:30:00,4065,4065
1350,19/06/2020 , 16:45:00,3382,3382
1351,19/06/2020 , 17:00:00,3422,3422
1352,19/06/2020 , 17:15:00,4545,4545
1353,19/06/2020 , 17:30:00,5116,5116
1354,19/06/2020 , 17:45:00,4244,4244
1355,19/06/2020 , 18:00:00,3823,3823
1356,19/06/2020 , 18:15:00,4723,4723
1357,19/06/2020 , 18:30:00,5851,5851
1358,19/06/2020 , 18:45:00,4126,4126
1359,19/06/2020 , 19:00:00,3699,3699
1360,19/06/2020 , 19:15:00,4348,4348
1361,19/06/2020 , 19:30:00,3862,3862
1362,19/06/2020 , 19:45:00,3447,3447
1363,19/06/2020 , 20:00:00,2979,2979
1364,19/06/2020 , 20:15:00,2415,2415
1365,19/06/2020 , 20:30:00,1602,1602
1366,19/06/2020 , 20:45:00,1489,1489
1367,19/06/2020 , 21:00:00,1395,1395
1368,19/06/2020 , 21:15:00,1749,1749
1369,19/06/2020 , 21:30:00,1351,1351
1370,19/06/2020 , 21:45:00,1091,1091
1371,19/06/2020 , 22:00:00,863,863
1372,19/06/2020 , 22:15:00,788,788
1373,19/06/2020 , 22:30:00,639,639
1374,19/06/2020 , 22:45:00,582,582
1375,19/06/2020 , 23:00:00,521,521
1376,19/06/2020 , 23:15:00,464,464
1377,19/06/2020 , 23:30:00,414,414
1378,19/06/2020 , 23:45:00,440,440
1379,19/06/2020 , 24:00:00,397,397
1380,20/06/2020 , 00:15:00,308,308
1381,20/06/2020 , 00:30:00,199,199
1382,20/06/2020 , 00:45:00,134,134
1383,20/06/2020 , 01:00:00,97,97
1384,20/06/2020 , 01:15:00,75,75
1385,20/06/2020 , 01:30:00,67,67
1386,20/06/2020 , 01:45:00,65,65
1387,20/06/2020 , 02:00:00,73,73
1388,20/06/2020 , 02:15:00,87,87
1389,20/06/2020 , 02:30:00,82,82
1390,20/06/2020 , 02:45:00,88,88
1391,20/06/2020 , 03:00:00,106,106
1392,20/06/2020 , 03:15:00,136,136
1393,20/06/2020 , 03:30:00,187,187
1394,20/06/2020 , 03:45:00,268,268
1395,20/06/2020 , 04:00:00,346,346
1396,20/06/2020 , 04:15:00,445,445
1397,20/06/2020 , 04:30:00,597,597
1398,20/06/2020 , 04:45:00,663,663
1399,20/06/2020 , 05:00:00,762,762
1400,20/06/2020 , 05:15:00,830,830
1401,20/06/2020 , 05:30:00,897,897
1402,20/06/2020 , 05:45:00,1246,1246
1403,20/06/2020 , 06:00:00,1706,1706
1404,20/06/2020 , 06:15:00,1668,1668
1405,20/06/2020 , 06:30:00,1414,1414
1406,20/06/2020 , 06:45:00,1634,1634
1407,20/06/2020 , 07:00:00,2369,2369
1408,20/06/2020 , 07:15:00,2869,2869
1409,20/06/2020 , 07:30:00,2994,2994
1410,20/06/2020 , 07:45:00,3544,3544
1411,20/06/2020 , 08:00:00,2968,2968
1412,20/06/2020 , 08:15:00,3522,3522
1413,20/06/2020 , 08:30:00,4009,4009
1414,20/06/2020 , 08:45:00,3950,3950
1415,20/06/2020 , 09:00:00,4560,4560
1416,20/06/2020 , 09:15:00,4457,4457
1417,20/06/2020 , 09:30:00,4807,4807
1418,20/06/2020 , 09:45:00,6127,6127
1419,20/06/2020 , 10:00:00,6270,6270
1420,20/06/2020 , 10:15:00,6046,6046
1421,20/06/2020 , 10:30:00,6031,6031
1422,20/06/2020 , 10:45:00,6234,6234
1423,20/06/2020 , 11:00:00,6483,6483
1424,20/06/2020 , 11:15:00,11119,11119
1425,20/06/2020 , 11:30:00,18888,18888
1426,20/06/2020 , 11:45:00,18250,18250
1427,20/06/2020 , 12:00:00,18465,18465
1428,20/06/2020 , 12:15:00,22346,22346
1429,20/06/2020 , 12:30:00,27243,27243
1430,20/06/2020 , 12:45:00,29102,29102
1431,20/06/2020 , 13:00:00,21171,21171
1432,20/06/2020 , 13:15:00,7203,7203
1433,20/06/2020 , 13:30:00,27885,27885
1434,20/06/2020 , 13:45:00,17987,17987
1435,20/06/2020 , 14:00:00,16412,16412
1436,20/06/2020 , 14:15:00,6834,6834
1437,20/06/2020 , 14:30:00,3081,3081
1438,20/06/2020 , 14:45:00,1714,1714
1439,20/06/2020 , 15:00:00,2122,2122
1440,20/06/2020 , 15:15:00,2610,2610
1441,20/06/2020 , 15:30:00,2660,2660
1442,20/06/2020 , 15:45:00,4035,4035
1443,20/06/2020 , 16:00:00,4950,4950
1444,20/06/2020 , 16:15:00,6731,6731
1445,20/06/2020 , 16:30:00,5767,5767
1446,20/06/2020 , 16:45:00,7241,7241
1447,20/06/2020 , 17:00:00,7000,7000
1448,20/06/2020 , 17:15:00,6893,6893
1449,20/06/2020 , 17:30:00,6885,6885
1450,20/06/2020 , 17:45:00,7028,7028
1451,20/06/2020 , 18:00:00,3856,3856
1452,20/06/2020 , 18:15:00,5378,5378
1453,20/06/2020 , 18:30:00,4765,4765
1454,20/06/2020 , 18:45:00,3376,3376
1455,20/06/2020 , 19:00:00,3339,3339
1456,20/06/2020 , 19:15:00,4397,4397
1457,20/06/2020 , 19:30:00,1851,1851
1458,20/06/2020 , 19:45:00,659,659
1459,20/06/2020 , 20:00:00,503,503
1460,20/06/2020 , 20:15:00,1083,1083
1461,20/06/2020 , 20:30:00,2667,2667
1462,20/06/2020 , 20:45:00,2503,2503
1463,20/06/2020 , 21:00:00,1796,1796
1464,20/06/2020 , 21:15:00,2127,2127
1465,20/06/2020 , 21:30:00,1834,1834
1466,20/06/2020 , 21:45:00,1349,1349
1467,20/06/2020 , 22:00:00,954,954
1468,20/06/2020 , 22:15:00,1288,1288
1469,20/06/2020 , 22:30:00,1283,1283
1470,20/06/2020 , 22:45:00,723,723
1471,20/06/2020 , 23:00:00,321,321
1472,20/06/2020 , 23:15:00,311,311
1473,20/06/2020 , 23:30:00,200,200
1474,20/06/2020 , 23:45:00,184,184
1475,20/06/2020 , 24:00:00,170,170
1476,21/06/2020 , 00:15:00,107,107
1477,21/06/2020 , 00:30:00,81,81
1478,21/06/2020 , 00:45:00,72,72
1479,21/06/2020 , 01:00:00,55,55
1480,21/06/2020 , 01:15:00,41,41
1481,21/06/2020 , 01:30:00,27,27
1482,21/06/2020 , 01:45:00,18,18
1483,21/06/2020 , 02:00:00,20,20
1484,21/06/2020 , 02:15:00,23,23
1485,21/06/2020 , 02:30:00,16,16
1486,21/06/2020 , 02:45:00,19,19
1487,21/06/2020 , 03:00:00,27,27
1488,21/06/2020 , 03:15:00,35,35
1489,21/06/2020 , 03:30:00,43,43
1490,21/06/2020 , 03:45:00,66,66
1491,21/06/2020 , 04:00:00,67,67
1492,21/06/2020 , 04:15:00,98,98
1493,21/06/2020 , 04:30:00,101,101
1494,21/06/2020 , 04:45:00,150,150
1495,21/06/2020 , 05:00:00,234,234
1496,21/06/2020 , 05:15:00,365,365
1497,21/06/2020 , 05:30:00,419,419
1498,21/06/2020 , 05:45:00,599,599
1499,21/06/2020 , 06:00:00,848,848
1500,21/06/2020 , 06:15:00,870,870
1501,21/06/2020 , 06:30:00,1211,1211
1502,21/06/2020 , 06:45:00,1857,1857
1503,21/06/2020 , 07:00:00,1911,1911
1504,21/06/2020 , 07:15:00,2041,2041
1505,21/06/2020 , 07:30:00,2371,2371
1506,21/06/2020 , 07:45:00,2814,2814
1507,21/06/2020 , 08:00:00,1726,1726
1508,21/06/2020 , 08:15:00,1736,1736
1509,21/06/2020 , 08:30:00,1529,1529
1510,21/06/2020 , 08:45:00,1656,1656
1511,21/06/2020 , 09:00:00,2158,2158
1512,21/06/2020 , 09:15:00,1974,1974
1513,21/06/2020 , 09:30:00,1819,1819
1514,21/06/2020 , 09:45:00,2057,2057
1515,21/06/2020 , 10:00:00,2322,2322
1516,21/06/2020 , 10:15:00,1784,1784
1517,21/06/2020 , 10:30:00,2557,2557
1518,21/06/2020 , 10:45:00,3073,3073
1519,21/06/2020 , 11:00:00,3648,3648
1520,21/06/2020 , 11:15:00,3372,3372
1521,21/06/2020 , 11:30:00,2471,2471
1522,21/06/2020 , 11:45:00,2501,2501
1523,21/06/2020 , 12:00:00,2695,2695
1524,21/06/2020 , 12:15:00,2800,2800
1525,21/06/2020 , 12:30:00,2872,2872
1526,21/06/2020 , 12:45:00,2690,2690
1527,21/06/2020 , 13:00:00,2927,2927
1528,21/06/2020 , 13:15:00,2758,2758
1529,21/06/2020 , 13:30:00,2606,2606
1530,21/06/2020 , 13:45:00,1826,1826
1531,21/06/2020 , 14:00:00,2607,2607
1532,21/06/2020 , 14:15:00,2777,2777
1533,21/06/2020 , 14:30:00,2391,2391
1534,21/06/2020 , 14:45:00,1713,1713
1535,21/06/2020 , 15:00:00,1974,1974
1536,21/06/2020 , 15:15:00,2104,2104
1537,21/06/2020 , 15:30:00,2506,2506
1538,21/06/2020 , 15:45:00,2478,2478
1539,21/06/2020 , 16:00:00,2899,2899
1540,21/06/2020 , 16:15:00,2738,2738
1541,21/06/2020 , 16:30:00,2950,2950
1542,21/06/2020 , 16:45:00,2415,2415
1543,21/06/2020 , 17:00:00,2523,2523
1544,21/06/2020 , 17:15:00,2866,2866
1545,21/06/2020 , 17:30:00,2141,2141
1546,21/06/2020 , 17:45:00,1852,1852
1547,21/06/2020 , 18:00:00,1229,1229
1548,21/06/2020 , 18:15:00,1376,1376
1549,21/06/2020 , 18:30:00,1989,1989
1550,21/06/2020 , 18:45:00,1615,1615
1551,21/06/2020 , 19:00:00,1718,1718
1552,21/06/2020 , 19:15:00,1346,1346
1553,21/06/2020 , 19:30:00,1220,1220
1554,21/06/2020 , 19:45:00,950,950
1555,21/06/2020 , 20:00:00,761,761
1556,21/06/2020 , 20:15:00,621,621
1557,21/06/2020 , 20:30:00,459,459
1558,21/06/2020 , 20:45:00,362,362
1559,21/06/2020 , 21:00:00,283,283
1560,21/06/2020 , 21:15:00,225,225
1561,21/06/2020 , 21:30:00,231,231
1562,21/06/2020 , 21:45:00,228,228
1563,21/06/2020 , 22:00:00,261,261
1564,21/06/2020 , 22:15:00,238,238
1565,21/06/2020 , 22:30:00,158,158
1566,21/06/2020 , 22:45:00,128,128
1567,21/06/2020 , 23:00:00,95,95
1568,21/06/2020 , 23:15:00,66,66
1569,21/06/2020 , 23:30:00,56,56
1570,21/06/2020 , 23:45:00,57,57
1571,21/06/2020 , 24:00:00,82,82
1572,22/06/2020 , 00:15:00,82,82
1573,22/06/2020 , 00:30:00,44,44
1574,22/06/2020 , 00:45:00,25,25
1575,22/06/2020 , 01:00:00,14,14
1576,22/06/2020 , 01:15:00,11,11
1577,22/06/2020 , 01:30:00,8,8
1578,22/06/2020 , 01:45:00,8,8
1579,22/06/2020 , 02:00:00,8,8
1580,22/06/2020 , 02:15:00,10,10
1581,22/06/2020 , 02:30:00,11,11
1582,22/06/2020 , 02:45:00,16,16
1583,22/06/2020 , 03:00:00,21,21
1584,22/06/2020 , 03:15:00,22,22
1585,22/06/2020 , 03:30:00,24,24
1586,22/06/2020 , 03:45:00,27,27
1587,22/06/2020 , 04:00:00,38,38
1588,22/06/2020 , 04:15:00,50,50
1589,22/06/2020 , 04:30:00,60,60
1590,22/06/2020 , 04:45:00,90,90
1591,22/06/2020 , 05:00:00,125,125
1592,22/06/2020 , 05:15:00,158,158
1593,22/06/2020 , 05:30:00,182,182
1594,22/06/2020 , 05:45:00,189,189
1595,22/06/2020 , 06:00:00,248,248
1596,22/06/2020 , 06:15:00,425,425
1597,22/06/2020 , 06:30:00,551,551
1598,22/06/2020 , 06:45:00,670,670
1599,22/06/2020 , 07:00:00,848,848
1600,22/06/2020 , 07:15:00,898,898
1601,22/06/2020 , 07:30:00,1016,1016
1602,22/06/2020 , 07:45:00,1052,1052
1603,22/06/2020 , 08:00:00,1121,1121
1604,22/06/2020 , 08:15:00,1354,1354
1605,22/06/2020 , 08:30:00,1621,1621
1606,22/06/2020 , 08:45:00,1674,1674
1607,22/06/2020 , 09:00:00,2160,2160
1608,22/06/2020 , 09:15:00,2054,2054
1609,22/06/2020 , 09:30:00,2034,2034
1610,22/06/2020 , 09:45:00,1807,1807
1611,22/06/2020 , 10:00:00,1990,1990
1612,22/06/2020 , 10:15:00,2252,2252
1613,22/06/2020 , 10:30:00,2587,2587
1614,22/06/2020 , 10:45:00,2172,2172
1615,22/06/2020 , 11:00:00,2010,2010
1616,22/06/2020 , 11:15:00,1950,1950
1617,22/06/2020 , 11:30:00,2267,2267
1618,22/06/2020 , 11:45:00,2501,2501
1619,22/06/2020 , 12:00:00,2428,2428
1620,22/06/2020 , 12:15:00,2977,2977
1621,22/06/2020 , 12:30:00,3364,3364
1622,22/06/2020 , 12:45:00,3126,3126
1623,22/06/2020 , 13:00:00,2893,2893
1624,22/06/2020 , 13:15:00,2386,2386
1625,22/06/2020 , 13:30:00,2824,2824
1626,22/06/2020 , 13:45:00,3546,3546
1627,22/06/2020 , 14:00:00,2985,2985
1628,22/06/2020 , 14:15:00,2987,2987
1629,22/06/2020 , 14:30:00,2551,2551
1630,22/06/2020 , 14:45:00,2668,2668
1631,22/06/2020 , 15:00:00,2297,2297
1632,22/06/2020 , 15:15:00,2577,2577
1633,22/06/2020 , 15:30:00,2727,2727
1634,22/06/2020 , 15:45:00,2716,2716
1635,22/06/2020 , 16:00:00,2328,2328
1636,22/06/2020 , 16:15:00,1915,1915
1637,22/06/2020 , 16:30:00,2185,2185
1638,22/06/2020 , 16:45:00,2048,2048
1639,22/06/2020 , 17:00:00,1693,1693
1640,22/06/2020 , 17:15:00,1520,1520
1641,22/06/2020 , 17:30:00,1630,1630
1642,22/06/2020 , 17:45:00,1690,1690
1643,22/06/2020 , 18:00:00,1176,1176
1644,22/06/2020 , 18:15:00,1332,1332
1645,22/06/2020 , 18:30:00,887,887
1646,22/06/2020 , 18:45:00,726,726
1647,22/06/2020 , 19:00:00,1764,1764
1648,22/06/2020 , 19:15:00,2304,2304
1649,22/06/2020 , 19:30:00,1426,1426
1650,22/06/2020 , 19:45:00,1330,1330
1651,22/06/2020 , 20:00:00,1195,1195
1652,22/06/2020 , 20:15:00,880,880
1653,22/06/2020 , 20:30:00,959,959
1654,22/06/2020 , 20:45:00,797,797
1655,22/06/2020 , 21:00:00,727,727
1656,22/06/2020 , 21:15:00,739,739
1657,22/06/2020 , 21:30:00,585,585
1658,22/06/2020 , 21:45:00,343,343
1659,22/06/2020 , 22:00:00,246,246
1660,22/06/2020 , 22:15:00,298,298
1661,22/06/2020 , 22:30:00,402,402
1662,22/06/2020 , 22:45:00,366,366
1663,22/06/2020 , 23:00:00,309,309
1664,22/06/2020 , 23:15:00,143,143
1665,22/06/2020 , 23:30:00,95,95
1666,22/06/2020 , 23:45:00,66,66
1667,22/06/2020 , 24:00:00,46,46
1668,23/06/2020 , 00:15:00,36,36
1669,23/06/2020 , 00:30:00,35,35
1670,23/06/2020 , 00:45:00,37,37
1671,23/06/2020 , 01:00:00,21,21
1672,23/06/2020 , 01:15:00,18,18
1673,23/06/2020 , 01:30:00,28,28
1674,23/06/2020 , 01:45:00,21,21
1675,23/06/2020 , 02:00:00,19,19
1676,23/06/2020 , 02:15:00,14,14
1677,23/06/2020 , 02:30:00,11,11
1678,23/06/2020 , 02:45:00,14,14
1679,23/06/2020 , 03:00:00,21,21
1680,23/06/2020 , 03:15:00,25,25
1681,23/06/2020 , 03:30:00,24,24
1682,23/06/2020 , 03:45:00,29,29
1683,23/06/2020 , 04:00:00,32,32
1684,23/06/2020 , 04:15:00,42,42
1685,23/06/2020 , 04:30:00,60,60
1686,23/06/2020 , 04:45:00,88,88
1687,23/06/2020 , 05:00:00,118,118
1688,23/06/2020 , 05:15:00,204,204
1689,23/06/2020 , 05:30:00,317,317
1690,23/06/2020 , 05:45:00,393,393
1691,23/06/2020 , 06:00:00,383,383
1692,23/06/2020 , 06:15:00,324,324
1693,23/06/2020 , 06:30:00,562,562
1694,23/06/2020 , 06:45:00,610,610
1695,23/06/2020 , 07:00:00,494,494
1696,23/06/2020 , 07:15:00,464,464
1697,23/06/2020 , 07:30:00,506,506
1698,23/06/2020 , 07:45:00,969,969
1699,23/06/2020 , 08:00:00,940,940
1700,23/06/2020 , 08:15:00,841,841
1701,23/06/2020 , 08:30:00,813,813
1702,23/06/2020 , 08:45:00,964,964
1703,23/06/2020 , 09:00:00,1027,1027
1704,23/06/2020 , 09:15:00,1261,1261
1705,23/06/2020 , 09:30:00,1230,1230
1706,23/06/2020 , 09:45:00,1074,1074
1707,23/06/2020 , 10:00:00,1127,1127
1708,23/06/2020 , 10:15:00,1383,1383
1709,23/06/2020 , 10:30:00,1228,1228
1710,23/06/2020 , 10:45:00,1600,1600
1711,23/06/2020 , 11:00:00,1534,1534
1712,23/06/2020 , 11:15:00,1460,1460
1713,23/06/2020 , 11:30:00,1825,1825
1714,23/06/2020 , 11:45:00,2404,2404
1715,23/06/2020 , 12:00:00,1868,1868
1716,23/06/2020 , 12:15:00,1389,1389
1717,23/06/2020 , 12:30:00,1687,1687
1718,23/06/2020 , 12:45:00,2651,2651
1719,23/06/2020 , 13:00:00,2659,2659
1720,23/06/2020 , 13:15:00,3040,3040
1721,23/06/2020 , 13:30:00,3489,3489
1722,23/06/2020 , 13:45:00,2652,2652
1723,23/06/2020 , 14:00:00,2393,2393
1724,23/06/2020 , 14:15:00,2352,2352
1725,23/06/2020 , 14:30:00,2618,2618
1726,23/06/2020 , 14:45:00,3472,3472
1727,23/06/2020 , 15:00:00,2167,2167
1728,23/06/2020 , 15:15:00,1691,1691
1729,23/06/2020 , 15:30:00,1883,1883
1730,23/06/2020 , 15:45:00,2930,2930
1731,23/06/2020 , 16:00:00,3475,3475
1732,23/06/2020 , 16:15:00,3550,3550
1733,23/06/2020 , 16:30:00,3231,3231
1734,23/06/2020 , 16:45:00,3185,3185
1735,23/06/2020 , 17:00:00,3953,3953
1736,23/06/2020 , 17:15:00,3126,3126
1737,23/06/2020 , 17:30:00,2179,2179
1738,23/06/2020 , 17:45:00,1926,1926
1739,23/06/2020 , 18:00:00,3153,3153
1740,23/06/2020 , 18:15:00,4013,4013
1741,23/06/2020 , 18:30:00,5720,5720
1742,23/06/2020 , 18:45:00,5249,5249
1743,23/06/2020 , 19:00:00,6032,6032
1744,23/06/2020 , 19:15:00,5232,5232
1745,23/06/2020 , 19:30:00,4508,4508
1746,23/06/2020 , 19:45:00,3547,3547
1747,23/06/2020 , 20:00:00,3399,3399
1748,23/06/2020 , 20:15:00,2603,2603
1749,23/06/2020 , 20:30:00,2091,2091
1750,23/06/2020 , 20:45:00,2152,2152
1751,23/06/2020 , 21:00:00,1166,1166
1752,23/06/2020 , 21:15:00,1010,1010
1753,23/06/2020 , 21:30:00,1120,1120
1754,23/06/2020 , 21:45:00,939,939
1755,23/06/2020 , 22:00:00,756,756
1756,23/06/2020 , 22:15:00,475,475
1757,23/06/2020 , 22:30:00,403,403
1758,23/06/2020 , 22:45:00,354,354
1759,23/06/2020 , 23:00:00,224,224
1760,23/06/2020 , 23:15:00,125,125
1761,23/06/2020 , 23:30:00,131,131
1762,23/06/2020 , 23:45:00,134,134
1763,23/06/2020 , 24:00:00,69,69
1764,24/06/2020 , 00:15:00,51,51
1765,24/06/2020 , 00:30:00,31,31
1766,24/06/2020 , 00:45:00,22,22
1767,24/06/2020 , 01:00:00,20,20
1768,24/06/2020 , 01:15:00,19,19
1769,24/06/2020 , 01:30:00,19,19
1770,24/06/2020 , 01:45:00,17,17
1771,24/06/2020 , 02:00:00,19,19
1772,24/06/2020 , 02:15:00,20,20
1773,24/06/2020 , 02:30:00,19,19
1774,24/06/2020 , 02:45:00,22,22
1775,24/06/2020 , 03:00:00,28,28
1776,24/06/2020 , 03:15:00,36,36
1777,24/06/2020 , 03:30:00,43,43
1778,24/06/2020 , 03:45:00,51,51
1779,24/06/2020 , 04:00:00,66,66
1780,24/06/2020 , 04:15:00,70,70
1781,24/06/2020 , 04:30:00,77,77
1782,24/06/2020 , 04:45:00,130,130
1783,24/06/2020 , 05:00:00,240,240
1784,24/06/2020 , 05:15:00,374,374
1785,24/06/2020 , 05:30:00,601,601
1786,24/06/2020 , 05:45:00,1138,1138
1787,24/06/2020 , 06:00:00,976,976
1788,24/06/2020 , 06:15:00,907,907
1789,24/06/2020 , 06:30:00,939,939
1790,24/06/2020 , 06:45:00,2020,2020
1791,24/06/2020 , 07:00:00,2319,2319
1792,24/06/2020 , 07:15:00,1687,1687
1793,24/06/2020 , 07:30:00,2102,2102
1794,24/06/2020 , 07:45:00,2575,2575
1795,24/06/2020 , 08:00:00,3286,3286
1796,24/06/2020 , 08:15:00,3015,3015
1797,24/06/2020 , 08:30:00,3418,3418
1798,24/06/2020 , 08:45:00,3124,3124
1799,24/06/2020 , 09:00:00,2687,2687
1800,24/06/2020 , 09:15:00,2404,2404
1801,24/06/2020 , 09:30:00,3432,3432
1802,24/06/2020 , 09:45:00,5222,5222
1803,24/06/2020 , 10:00:00,5110,5110
1804,24/06/2020 , 10:15:00,4729,4729
1805,24/06/2020 , 10:30:00,4449,4449
1806,24/06/2020 , 10:45:00,4438,4438
1807,24/06/2020 , 11:00:00,3357,3357
1808,24/06/2020 , 11:15:00,4010,4010
1809,24/06/2020 , 11:30:00,5520,5520
1810,24/06/2020 , 11:45:00,4528,4528
1811,24/06/2020 , 12:00:00,6029,6029
1812,24/06/2020 , 12:15:00,7160,7160
1813,24/06/2020 , 12:30:00,9237,9237
1814,24/06/2020 , 12:45:00,10520,10520
1815,24/06/2020 , 13:00:00,9638,9638
1816,24/06/2020 , 13:15:00,9957,9957
1817,24/06/2020 , 13:30:00,10667,10667
1818,24/06/2020 , 13:45:00,11807,11807
1819,24/06/2020 , 14:00:00,12997,12997
1820,24/06/2020 , 14:15:00,14162,14162
1821,24/06/2020 , 14:30:00,13713,13713
1822,24/06/2020 , 14:45:00,14163,14163
1823,24/06/2020 , 15:00:00,16681,16681
1824,24/06/2020 , 15:15:00,16905,16905
1825,24/06/2020 , 15:30:00,19201,19201
1826,24/06/2020 , 15:45:00,25168,25168
1827,24/06/2020 , 16:00:00,22751,22751
1828,24/06/2020 , 16:15:00,18285,18285
1829,24/06/2020 , 16:30:00,13947,13947
1830,24/06/2020 , 16:45:00,14366,14366
1831,24/06/2020 , 17:00:00,17106,17106
1832,24/06/2020 , 17:15:00,10511,10511
1833,24/06/2020 , 17:30:00,8302,8302
1834,24/06/2020 , 17:45:00,8030,8030
1835,24/06/2020 , 18:00:00,6686,6686
1836,24/06/2020 , 18:15:00,6461,6461
1837,24/06/2020 , 18:30:00,12050,12050
1838,24/06/2020 , 18:45:00,9672,9672
1839,24/06/2020 , 19:00:00,7166,7166
1840,24/06/2020 , 19:15:00,5455,5455
1841,24/06/2020 , 19:30:00,6350,6350
1842,24/06/2020 , 19:45:00,5183,5183
1843,24/06/2020 , 20:00:00,4933,4933
1844,24/06/2020 , 20:15:00,4507,4507
1845,24/06/2020 , 20:30:00,4009,4009
1846,24/06/2020 , 20:45:00,2798,2798
1847,24/06/2020 , 21:00:00,1798,1798
1848,24/06/2020 , 21:15:00,1082,1082
1849,24/06/2020 , 21:30:00,380,380
1850,24/06/2020 , 21:45:00,365,365
1851,24/06/2020 , 22:00:00,487,487
1852,24/06/2020 , 22:15:00,837,837
1853,24/06/2020 , 22:30:00,752,752
1854,24/06/2020 , 22:45:00,647,647
1855,24/06/2020 , 23:00:00,555,555
1856,24/06/2020 , 23:15:00,468,468
1857,24/06/2020 , 23:30:00,342,342
1858,24/06/2020 , 23:45:00,240,240
1859,24/06/2020 , 24:00:00,193,193
1860,25/06/2020 , 00:15:00,133,133
1861,25/06/2020 , 00:30:00,94,94
1862,25/06/2020 , 00:45:00,69,69
1863,25/06/2020 , 01:00:00,67,67
1864,25/06/2020 , 01:15:00,58,58
1865,25/06/2020 , 01:30:00,49,49
1866,25/06/2020 , 01:45:00,43,43
1867,25/06/2020 , 02:00:00,40,40
1868,25/06/2020 , 02:15:00,42,42
1869,25/06/2020 , 02:30:00,47,47
1870,25/06/2020 , 02:45:00,56,56
1871,25/06/2020 , 03:00:00,73,73
1872,25/06/2020 , 03:15:00,93,93
1873,25/06/2020 , 03:30:00,111,111
1874,25/06/2020 , 03:45:00,141,141
1875,25/06/2020 , 04:00:00,193,193
1876,25/06/2020 , 04:15:00,292,292
1877,25/06/2020 , 04:30:00,445,445
1878,25/06/2020 , 04:45:00,613,613
1879,25/06/2020 , 05:00:00,667,667
1880,25/06/2020 , 05:15:00,687,687
1881,25/06/2020 , 05:30:00,767,767
1882,25/06/2020 , 05:45:00,736,736
1883,25/06/2020 , 06:00:00,763,763
1884,25/06/2020 , 06:15:00,824,824
1885,25/06/2020 , 06:30:00,897,897
1886,25/06/2020 , 06:45:00,975,975
1887,25/06/2020 , 07:00:00,1037,1037
1888,25/06/2020 , 07:15:00,1124,1124
1889,25/06/2020 , 07:30:00,1206,1206
1890,25/06/2020 , 07:45:00,2104,2104
1891,25/06/2020 , 08:00:00,1512,1512
1892,25/06/2020 , 08:15:00,1518,1518
1893,25/06/2020 , 08:30:00,2300,2300
1894,25/06/2020 , 08:45:00,1943,1943
1895,25/06/2020 , 09:00:00,5022,5022
1896,25/06/2020 , 09:15:00,3027,3027
1897,25/06/2020 , 09:30:00,3260,3260
1898,25/06/2020 , 09:45:00,3204,3204
1899,25/06/2020 , 10:00:00,5309,5309
1900,25/06/2020 , 10:15:00,6076,6076
1901,25/06/2020 , 10:30:00,3797,3797
1902,25/06/2020 , 10:45:00,2096,2096
1903,25/06/2020 , 11:00:00,1909,1909
1904,25/06/2020 , 11:15:00,11408,11408
1905,25/06/2020 , 11:30:00,36237,36237
1906,25/06/2020 , 11:45:00,33604,33604
1907,25/06/2020 , 12:00:00,42957,42957
1908,25/06/2020 , 12:15:00,44502,44502
1909,25/06/2020 , 12:30:00,45137,45137
1910,25/06/2020 , 12:45:00,45081,45081
1911,25/06/2020 , 13:00:00,23186,23186
1912,25/06/2020 , 13:15:00,5467,5467
1913,25/06/2020 , 13:30:00,22376,22376
1914,25/06/2020 , 13:45:00,47771,47771
1915,25/06/2020 , 14:00:00,35030,35030
1916,25/06/2020 , 14:15:00,48454,48454
1917,25/06/2020 , 14:30:00,48468,48468
1918,25/06/2020 , 14:45:00,48515,48515
1919,25/06/2020 , 15:00:00,33826,33826
1920,25/06/2020 , 15:15:00,45476,45476
1921,25/06/2020 , 15:30:00,44825,44825
1922,25/06/2020 , 15:45:00,9713,9713
1923,25/06/2020 , 16:00:00,22854,22854
1924,25/06/2020 , 16:15:00,16664,16664
1925,25/06/2020 , 16:30:00,19877,19877
1926,25/06/2020 , 16:45:00,16129,16129
1927,25/06/2020 , 17:00:00,12401,12401
1928,25/06/2020 , 17:15:00,7288,7288
1929,25/06/2020 , 17:30:00,4756,4756
