Site Name ,POKE,,,
Site Number ,2,,,
Logger ,Integrating Light Sensor,,,
Logger Serial Number ,11619,,,
,,,,
,,,,
Scan No ,Date and Time,       Integrating Light,        ,
        ,        ,RAW VALUE ,CALIBRATED VALUE,
,,,,
2112,26/06/2020 , 13:00:00,39582,39582
2113,26/06/2020 , 13:15:00,30413,30413
2114,26/06/2020 , 13:30:00,13871,13871
2115,26/06/2020 , 13:45:00,21443,21443
2116,26/06/2020 , 14:00:00,17403,17403
2117,26/06/2020 , 14:15:00,41703,41703
2118,26/06/2020 , 14:30:00,26484,26484
2119,26/06/2020 , 14:45:00,10988,10988
2120,26/06/2020 , 15:00:00,27159,27159
2121,26/06/2020 , 15:15:00,48013,48013
2122,26/06/2020 , 15:30:00,35982,35982
2123,26/06/2020 , 15:45:00,40416,40416
2124,26/06/2020 , 16:00:00,21266,21266
2125,26/06/2020 , 16:15:00,8140,8140
2126,26/06/2020 , 16:30:00,11461,11461
2127,26/06/2020 , 16:45:00,35068,35068
2128,26/06/2020 , 17:00:00,30781,30781
2129,26/06/2020 , 17:15:00,23931,23931
2130,26/06/2020 , 17:30:00,20217,20217
2131,26/06/2020 , 17:45:00,37198,37198
2132,26/06/2020 , 18:00:00,33583,33583
2133,26/06/2020 , 18:15:00,23345,23345
2134,26/06/2020 , 18:30:00,30315,30315
2135,26/06/2020 , 18:45:00,28294,28294
2136,26/06/2020 , 19:00:00,18405,18405
2137,26/06/2020 , 19:15:00,16698,16698
2138,26/06/2020 , 19:30:00,11102,11102
2139,26/06/2020 , 19:45:00,22146,22146
2140,26/06/2020 , 20:00:00,17398,17398
2141,26/06/2020 , 20:15:00,18396,18396
2142,26/06/2020 , 20:30:00,16582,16582
2143,26/06/2020 , 20:45:00,15005,15005
2144,26/06/2020 , 21:00:00,11919,11919
2145,26/06/2020 , 21:15:00,10352,10352
2146,26/06/2020 , 21:30:00,6805,6805
2147,26/06/2020 , 21:45:00,4940,4940
2148,26/06/2020 , 22:00:00,2811,2811
2149,26/06/2020 , 22:15:00,2456,2456
2150,26/06/2020 , 22:30:00,1847,1847
2151,26/06/2020 , 22:45:00,1644,1644
2152,26/06/2020 , 23:00:00,1446,1446
2153,26/06/2020 , 23:15:00,1248,1248
2154,26/06/2020 , 23:30:00,1062,1062
2155,26/06/2020 , 23:45:00,874,874
2156,26/06/2020 , 24:00:00,688,688
2157,27/06/2020 , 00:15:00,541,541
2158,27/06/2020 , 00:30:00,434,434
2159,27/06/2020 , 00:45:00,379,379
2160,27/06/2020 , 01:00:00,297,297
2161,27/06/2020 , 01:15:00,227,227
2162,27/06/2020 , 01:30:00,197,197
2163,27/06/2020 , 01:45:00,182,182
2164,27/06/2020 , 02:00:00,175,175
2165,27/06/2020 , 02:15:00,178,178
2166,27/06/2020 , 02:30:00,196,196
2167,27/06/2020 , 02:45:00,229,229
2168,27/06/2020 , 03:00:00,279,279
2169,27/06/2020 , 03:15:00,352,352
2170,27/06/2020 , 03:30:00,453,453
2171,27/06/2020 , 03:45:00,608,608
2172,27/06/2020 , 04:00:00,750,750
2173,27/06/2020 , 04:15:00,962,962
2174,27/06/2020 , 04:30:00,1115,1115
2175,27/06/2020 , 04:45:00,1348,1348
2176,27/06/2020 , 05:00:00,1599,1599
2177,27/06/2020 , 05:15:00,1870,1870
2178,27/06/2020 , 05:30:00,2109,2109
2179,27/06/2020 , 05:45:00,2959,2959
2180,27/06/2020 , 06:00:00,4666,4666
2181,27/06/2020 , 06:15:00,4440,4440
2182,27/06/2020 , 06:30:00,7328,7328
2183,27/06/2020 , 06:45:00,10540,10540
2184,27/06/2020 , 07:00:00,12405,12405
2185,27/06/2020 , 07:15:00,14678,14678
2186,27/06/2020 , 07:30:00,16733,16733
2187,27/06/2020 , 07:45:00,13171,13171
2188,27/06/2020 , 08:00:00,18787,18787
2189,27/06/2020 , 08:15:00,20698,20698
2190,27/06/2020 , 08:30:00,22664,22664
2191,27/06/2020 , 08:45:00,24178,24178
2192,27/06/2020 , 09:00:00,25726,25726
2193,27/06/2020 , 09:15:00,27209,27209
2194,27/06/2020 , 09:30:00,29033,29033
2195,27/06/2020 , 09:45:00,28189,28189
2196,27/06/2020 , 10:00:00,32583,32583
2197,27/06/2020 , 10:15:00,23486,23486
2198,27/06/2020 , 10:30:00,33312,33312
2199,27/06/2020 , 10:45:00,28214,28214
2200,27/06/2020 , 11:00:00,15014,15014
2201,27/06/2020 , 11:15:00,10406,10406
2202,27/06/2020 , 11:30:00,14706,14706
2203,27/06/2020 , 11:45:00,14024,14024
2204,27/06/2020 , 12:00:00,32810,32810
2205,27/06/2020 , 12:15:00,29293,29293
2206,27/06/2020 , 12:30:00,23184,23184
2207,27/06/2020 , 12:45:00,22416,22416
2208,27/06/2020 , 13:00:00,42585,42585
2209,27/06/2020 , 13:15:00,42256,42256
2210,27/06/2020 , 13:30:00,49172,49172
2211,27/06/2020 , 13:45:00,45267,45267
2212,27/06/2020 , 14:00:00,44616,44616
2213,27/06/2020 , 14:15:00,44521,44521
2214,27/06/2020 , 14:30:00,44079,44079
2215,27/06/2020 , 14:45:00,43355,43355
2216,27/06/2020 , 15:00:00,43526,43526
2217,27/06/2020 , 15:15:00,42746,42746
2218,27/06/2020 , 15:30:00,42371,42371
2219,27/06/2020 , 15:45:00,42439,42439
2220,27/06/2020 , 16:00:00,38939,38939
2221,27/06/2020 , 16:15:00,23311,23311
2222,27/06/2020 , 16:30:00,16362,16362
2223,27/06/2020 , 16:45:00,32121,32121
2224,27/06/2020 , 17:00:00,34320,34320
2225,27/06/2020 , 17:15:00,35044,35044
2226,27/06/2020 , 17:30:00,31502,31502
2227,27/06/2020 , 17:45:00,34820,34820
2228,27/06/2020 , 18:00:00,33805,33805
2229,27/06/2020 , 18:15:00,30763,30763
2230,27/06/2020 , 18:30:00,27891,27891
2231,27/06/2020 , 18:45:00,25810,25810
2232,27/06/2020 , 19:00:00,23792,23792
2233,27/06/2020 , 19:15:00,22209,22209
2234,27/06/2020 , 19:30:00,20541,20541
2235,27/06/2020 , 19:45:00,18125,18125
2236,27/06/2020 , 20:00:00,17141,17141
2237,27/06/2020 , 20:15:00,15817,15817
2238,27/06/2020 , 20:30:00,13225,13225
2239,27/06/2020 , 20:45:00,12106,12106
2240,27/06/2020 , 21:00:00,9749,9749
2241,27/06/2020 , 21:15:00,7490,7490
2242,27/06/2020 , 21:30:00,6673,6673
2243,27/06/2020 , 21:45:00,4893,4893
2244,27/06/2020 , 22:00:00,3712,3712
2245,27/06/2020 , 22:15:00,3246,3246
2246,27/06/2020 , 22:30:00,2936,2936
2247,27/06/2020 , 22:45:00,2402,2402
2248,27/06/2020 , 23:00:00,1909,1909
2249,27/06/2020 , 23:15:00,1524,1524
2250,27/06/2020 , 23:30:00,1197,1197
2251,27/06/2020 , 23:45:00,893,893
2252,27/06/2020 , 24:00:00,635,635
2253,28/06/2020 , 00:15:00,490,490
2254,28/06/2020 , 00:30:00,361,361
2255,28/06/2020 , 00:45:00,256,256
2256,28/06/2020 , 01:00:00,196,196
2257,28/06/2020 , 01:15:00,158,158
2258,28/06/2020 , 01:30:00,134,134
2259,28/06/2020 , 01:45:00,120,120
2260,28/06/2020 , 02:00:00,118,118
2261,28/06/2020 , 02:15:00,128,128
2262,28/06/2020 , 02:30:00,147,147
2263,28/06/2020 , 02:45:00,183,183
2264,28/06/2020 , 03:00:00,226,226
2265,28/06/2020 , 03:15:00,256,256
2266,28/06/2020 , 03:30:00,303,303
2267,28/06/2020 , 03:45:00,401,401
2268,28/06/2020 , 04:00:00,579,579
2269,28/06/2020 , 04:15:00,848,848
2270,28/06/2020 , 04:30:00,1084,1084
2271,28/06/2020 , 04:45:00,1557,1557
2272,28/06/2020 , 05:00:00,2228,2228
2273,28/06/2020 , 05:15:00,2917,2917
2274,28/06/2020 , 05:30:00,2974,2974
2275,28/06/2020 , 05:45:00,3920,3920
2276,28/06/2020 , 06:00:00,5040,5040
2277,28/06/2020 , 06:15:00,5492,5492
2278,28/06/2020 , 06:30:00,7107,7107
2279,28/06/2020 , 06:45:00,7497,7497
2280,28/06/2020 , 07:00:00,13838,13838
2281,28/06/2020 , 07:15:00,17405,17405
2282,28/06/2020 , 07:30:00,18889,18889
2283,28/06/2020 , 07:45:00,19702,19702
2284,28/06/2020 , 08:00:00,22242,22242
2285,28/06/2020 , 08:15:00,20538,20538
2286,28/06/2020 , 08:30:00,19969,19969
2287,28/06/2020 , 08:45:00,24696,24696
2288,28/06/2020 , 09:00:00,13292,13292
2289,28/06/2020 , 09:15:00,20259,20259
2290,28/06/2020 , 09:30:00,15987,15987
2291,28/06/2020 , 09:45:00,16781,16781
2292,28/06/2020 , 10:00:00,28447,28447
2293,28/06/2020 , 10:15:00,31334,31334
2294,28/06/2020 , 10:30:00,23573,23573
2295,28/06/2020 , 10:45:00,25366,25366
2296,28/06/2020 , 11:00:00,27711,27711
2297,28/06/2020 , 11:15:00,21779,21779
2298,28/06/2020 , 11:30:00,17214,17214
2299,28/06/2020 , 11:45:00,13875,13875
2300,28/06/2020 , 12:00:00,16158,16158
2301,28/06/2020 , 12:15:00,19677,19677
2302,28/06/2020 , 12:30:00,21319,21319
2303,28/06/2020 , 12:45:00,20292,20292
2304,28/06/2020 , 13:00:00,29030,29030
2305,28/06/2020 , 13:15:00,44815,44815
2306,28/06/2020 , 13:30:00,39222,39222
2307,28/06/2020 , 13:45:00,23578,23578
2308,28/06/2020 , 14:00:00,21236,21236
2309,28/06/2020 , 14:15:00,22008,22008
2310,28/06/2020 , 14:30:00,16258,16258
2311,28/06/2020 , 14:45:00,17041,17041
2312,28/06/2020 , 15:00:00,20342,20342
2313,28/06/2020 , 15:15:00,17358,17358
2314,28/06/2020 , 15:30:00,17551,17551
2315,28/06/2020 , 15:45:00,16189,16189
2316,28/06/2020 , 16:00:00,11457,11457
2317,28/06/2020 , 16:15:00,8551,8551
2318,28/06/2020 , 16:30:00,8338,8338
2319,28/06/2020 , 16:45:00,6651,6651
2320,28/06/2020 , 17:00:00,4794,4794
2321,28/06/2020 , 17:15:00,4870,4870
2322,28/06/2020 , 17:30:00,5066,5066
2323,28/06/2020 , 17:45:00,5049,5049
2324,28/06/2020 , 18:00:00,5173,5173
2325,28/06/2020 , 18:15:00,3695,3695
2326,28/06/2020 , 18:30:00,4354,4354
2327,28/06/2020 , 18:45:00,3774,3774
2328,28/06/2020 , 19:00:00,3473,3473
2329,28/06/2020 , 19:15:00,3438,3438
2330,28/06/2020 , 19:30:00,3338,3338
2331,28/06/2020 , 19:45:00,3333,3333
2332,28/06/2020 , 20:00:00,2891,2891
2333,28/06/2020 , 20:15:00,2270,2270
2334,28/06/2020 , 20:30:00,2259,2259
2335,28/06/2020 , 20:45:00,2414,2414
2336,28/06/2020 , 21:00:00,2013,2013
2337,28/06/2020 , 21:15:00,1401,1401
2338,28/06/2020 , 21:30:00,1470,1470
2339,28/06/2020 , 21:45:00,1357,1357
2340,28/06/2020 , 22:00:00,1007,1007
2341,28/06/2020 , 22:15:00,799,799
2342,28/06/2020 , 22:30:00,629,629
2343,28/06/2020 , 22:45:00,359,359
2344,28/06/2020 , 23:00:00,336,336
2345,28/06/2020 , 23:15:00,340,340
2346,28/06/2020 , 23:30:00,198,198
2347,28/06/2020 , 23:45:00,121,121
2348,28/06/2020 , 24:00:00,92,92
2349,29/06/2020 , 00:15:00,87,87
2350,29/06/2020 , 00:30:00,77,77
2351,29/06/2020 , 00:45:00,55,55
2352,29/06/2020 , 01:00:00,47,47
2353,29/06/2020 , 01:15:00,38,38
2354,29/06/2020 , 01:30:00,33,33
2355,29/06/2020 , 01:45:00,26,26
2356,29/06/2020 , 02:00:00,20,20
2357,29/06/2020 , 02:15:00,18,18
2358,29/06/2020 , 02:30:00,20,20
2359,29/06/2020 , 02:45:00,20,20
2360,29/06/2020 , 03:00:00,18,18
2361,29/06/2020 , 03:15:00,26,26
2362,29/06/2020 , 03:30:00,29,29
2363,29/06/2020 , 03:45:00,36,36
2364,29/06/2020 , 04:00:00,71,71
2365,29/06/2020 , 04:15:00,128,128
2366,29/06/2020 , 04:30:00,507,507
2367,29/06/2020 , 04:45:00,652,652
2368,29/06/2020 , 05:00:00,524,524
2369,29/06/2020 , 05:15:00,592,592
2370,29/06/2020 , 05:30:00,991,991
2371,29/06/2020 , 05:45:00,1349,1349
2372,29/06/2020 , 06:00:00,1812,1812
2373,29/06/2020 , 06:15:00,1598,1598
2374,29/06/2020 , 06:30:00,1054,1054
2375,29/06/2020 , 06:45:00,2962,2962
2376,29/06/2020 , 07:00:00,4486,4486
2377,29/06/2020 , 07:15:00,4619,4619
2378,29/06/2020 , 07:30:00,6352,6352
2379,29/06/2020 , 07:45:00,5768,5768
2380,29/06/2020 , 08:00:00,11115,11115
2381,29/06/2020 , 08:15:00,9387,9387
2382,29/06/2020 , 08:30:00,5947,5947
2383,29/06/2020 , 08:45:00,8122,8122
2384,29/06/2020 , 09:00:00,10064,10064
2385,29/06/2020 , 09:15:00,12934,12934
2386,29/06/2020 , 09:30:00,13933,13933
2387,29/06/2020 , 09:45:00,17394,17394
2388,29/06/2020 , 10:00:00,15739,15739
2389,29/06/2020 , 10:15:00,13632,13632
2390,29/06/2020 , 10:30:00,22970,22970
2391,29/06/2020 , 10:45:00,19379,19379
2392,29/06/2020 , 11:00:00,20001,20001
2393,29/06/2020 , 11:15:00,15813,15813
2394,29/06/2020 , 11:30:00,10002,10002
2395,29/06/2020 , 11:45:00,10291,10291
2396,29/06/2020 , 12:00:00,17224,17224
2397,29/06/2020 , 12:15:00,35768,35768
2398,29/06/2020 , 12:30:00,12553,12553
2399,29/06/2020 , 12:45:00,40800,40800
2400,29/06/2020 , 13:00:00,14169,14169
2401,29/06/2020 , 13:15:00,16248,16248
2402,29/06/2020 , 13:30:00,25069,25069
2403,29/06/2020 , 13:45:00,40505,40505
2404,29/06/2020 , 14:00:00,22316,22316
2405,29/06/2020 , 14:15:00,22442,22442
2406,29/06/2020 , 14:30:00,20950,20950
2407,29/06/2020 , 14:45:00,12700,12700
2408,29/06/2020 , 15:00:00,13449,13449
2409,29/06/2020 , 15:15:00,16534,16534
2410,29/06/2020 , 15:30:00,18060,18060
2411,29/06/2020 , 15:45:00,17065,17065
2412,29/06/2020 , 16:00:00,17053,17053
2413,29/06/2020 , 16:15:00,13921,13921
2414,29/06/2020 , 16:30:00,18368,18368
2415,29/06/2020 , 16:45:00,12831,12831
2416,29/06/2020 , 17:00:00,16061,16061
2417,29/06/2020 , 17:15:00,16850,16850
2418,29/06/2020 , 17:30:00,15768,15768
2419,29/06/2020 , 17:45:00,12270,12270
2420,29/06/2020 , 18:00:00,8753,8753
2421,29/06/2020 , 18:15:00,7381,7381
2422,29/06/2020 , 18:30:00,7292,7292
2423,29/06/2020 , 18:45:00,6365,6365
2424,29/06/2020 , 19:00:00,6797,6797
2425,29/06/2020 , 19:15:00,5766,5766
2426,29/06/2020 , 19:30:00,3843,3843
2427,29/06/2020 , 19:45:00,2350,2350
2428,29/06/2020 , 20:00:00,2288,2288
2429,29/06/2020 , 20:15:00,1916,1916
2430,29/06/2020 , 20:30:00,1387,1387
2431,29/06/2020 , 20:45:00,1673,1673
2432,29/06/2020 , 21:00:00,1950,1950
2433,29/06/2020 , 21:15:00,1482,1482
2434,29/06/2020 , 21:30:00,1329,1329
2435,29/06/2020 , 21:45:00,1167,1167
2436,29/06/2020 , 22:00:00,1270,1270
2437,29/06/2020 , 22:15:00,1378,1378
2438,29/06/2020 , 22:30:00,1141,1141
2439,29/06/2020 , 22:45:00,1385,1385
2440,29/06/2020 , 23:00:00,1331,1331
2441,29/06/2020 , 23:15:00,573,573
2442,29/06/2020 , 23:30:00,539,539
2443,29/06/2020 , 23:45:00,577,577
2444,29/06/2020 , 24:00:00,377,377
2445,30/06/2020 , 00:15:00,288,288
2446,30/06/2020 , 00:30:00,177,177
2447,30/06/2020 , 00:45:00,95,95
2448,30/06/2020 , 01:00:00,88,88
2449,30/06/2020 , 01:15:00,93,93
2450,30/06/2020 , 01:30:00,51,51
2451,30/06/2020 , 01:45:00,40,40
2452,30/06/2020 , 02:00:00,66,66
2453,30/06/2020 , 02:15:00,55,55
2454,30/06/2020 , 02:30:00,86,86
2455,30/06/2020 , 02:45:00,111,111
2456,30/06/2020 , 03:00:00,147,147
2457,30/06/2020 , 03:15:00,170,170
2458,30/06/2020 , 03:30:00,262,262
2459,30/06/2020 , 03:45:00,284,284
2460,30/06/2020 , 04:00:00,329,329
2461,30/06/2020 , 04:15:00,447,447
2462,30/06/2020 , 04:30:00,525,525
2463,30/06/2020 , 04:45:00,502,502
2464,30/06/2020 , 05:00:00,862,862
2465,30/06/2020 , 05:15:00,2205,2205
2466,30/06/2020 , 05:30:00,3067,3067
2467,30/06/2020 , 05:45:00,3984,3984
2468,30/06/2020 , 06:00:00,2877,2877
2469,30/06/2020 , 06:15:00,2999,2999
2470,30/06/2020 , 06:30:00,3523,3523
2471,30/06/2020 , 06:45:00,3554,3554
2472,30/06/2020 , 07:00:00,4660,4660
2473,30/06/2020 , 07:15:00,8828,8828
2474,30/06/2020 , 07:30:00,7756,7756
2475,30/06/2020 , 07:45:00,10510,10510
2476,30/06/2020 , 08:00:00,14402,14402
2477,30/06/2020 , 08:15:00,10179,10179
2478,30/06/2020 , 08:30:00,10062,10062
2479,30/06/2020 , 08:45:00,17066,17066
2480,30/06/2020 , 09:00:00,11297,11297
2481,30/06/2020 , 09:15:00,12312,12312
2482,30/06/2020 , 09:30:00,9659,9659
2483,30/06/2020 , 09:45:00,12136,12136
2484,30/06/2020 , 10:00:00,18903,18903
2485,30/06/2020 , 10:15:00,15958,15958
2486,30/06/2020 , 10:30:00,24559,24559
2487,30/06/2020 , 10:45:00,17837,17837
2488,30/06/2020 , 11:00:00,12219,12219
2489,30/06/2020 , 11:15:00,17425,17425
2490,30/06/2020 , 11:30:00,19455,19455
2491,30/06/2020 , 11:45:00,23648,23648
2492,30/06/2020 , 12:00:00,21802,21802
2493,30/06/2020 , 12:15:00,4652,4652
2494,30/06/2020 , 12:30:00,4561,4561
2495,30/06/2020 , 12:45:00,13845,13845
2496,30/06/2020 , 13:00:00,32797,32797
2497,30/06/2020 , 13:15:00,24906,24906
2498,30/06/2020 , 13:30:00,13127,13127
2499,30/06/2020 , 13:45:00,11063,11063
2500,30/06/2020 , 14:00:00,10517,10517
2501,30/06/2020 , 14:15:00,10415,10415
2502,30/06/2020 , 14:30:00,22395,22395
2503,30/06/2020 , 14:45:00,19627,19627
2504,30/06/2020 , 15:00:00,39076,39076
2505,30/06/2020 , 15:15:00,40763,40763
2506,30/06/2020 , 15:30:00,26395,26395
2507,30/06/2020 , 15:45:00,10748,10748
2508,30/06/2020 , 16:00:00,6831,6831
2509,30/06/2020 , 16:15:00,10468,10468
2510,30/06/2020 , 16:30:00,9138,9138
2511,30/06/2020 , 16:45:00,15948,15948
2512,30/06/2020 , 17:00:00,10645,10645
2513,30/06/2020 , 17:15:00,11229,11229
2514,30/06/2020 , 17:30:00,8254,8254
2515,30/06/2020 , 17:45:00,5012,5012
2516,30/06/2020 , 18:00:00,10604,10604
2517,30/06/2020 , 18:15:00,17232,17232
2518,30/06/2020 , 18:30:00,15779,15779
2519,30/06/2020 , 18:45:00,27935,27935
2520,30/06/2020 , 19:00:00,9030,9030
2521,30/06/2020 , 19:15:00,4842,4842
2522,30/06/2020 , 19:30:00,4339,4339
2523,30/06/2020 , 19:45:00,5186,5186
2524,30/06/2020 , 20:00:00,10446,10446
2525,30/06/2020 , 20:15:00,10530,10530
2526,30/06/2020 , 20:30:00,14259,14259
2527,30/06/2020 , 20:45:00,5400,5400
2528,30/06/2020 , 21:00:00,9993,9993
2529,30/06/2020 , 21:15:00,3858,3858
2530,30/06/2020 , 21:30:00,6487,6487
2531,30/06/2020 , 21:45:00,4422,4422
2532,30/06/2020 , 22:00:00,2217,2217
2533,30/06/2020 , 22:15:00,1677,1677
2534,30/06/2020 , 22:30:00,1534,1534
2535,30/06/2020 , 22:45:00,1249,1249
2536,30/06/2020 , 23:00:00,1051,1051
2537,30/06/2020 , 23:15:00,907,907
2538,30/06/2020 , 23:30:00,763,763
2539,30/06/2020 , 23:45:00,620,620
2540,30/06/2020 , 24:00:00,494,494
2541,1/7/2020, 00:15:00,388,388
2542,1/7/2020, 00:30:00,301,301
2543,1/7/2020, 00:45:00,234,234
2544,1/7/2020, 01:00:00,185,185
2545,1/7/2020, 01:15:00,151,151
2546,1/7/2020, 01:30:00,127,127
2547,1/7/2020, 01:45:00,118,118
2548,1/7/2020, 02:00:00,115,115
2549,1/7/2020, 02:15:00,114,114
2550,1/7/2020, 02:30:00,124,124
2551,1/7/2020, 02:45:00,146,146
2552,1/7/2020, 03:00:00,180,180
2553,1/7/2020, 03:15:00,231,231
2554,1/7/2020, 03:30:00,299,299
2555,1/7/2020, 03:45:00,389,389
2556,1/7/2020, 04:00:00,501,501
2557,1/7/2020, 04:15:00,633,633
2558,1/7/2020, 04:30:00,799,799
2559,1/7/2020, 04:45:00,994,994
2560,1/7/2020, 05:00:00,1193,1193
2561,1/7/2020, 05:15:00,1401,1401
2562,1/7/2020, 05:30:00,1592,1592
2563,1/7/2020, 05:45:00,2034,2034
2564,1/7/2020, 06:00:00,2993,2993
2565,1/7/2020, 06:15:00,3318,3318
2566,1/7/2020, 06:30:00,6064,6064
2567,1/7/2020, 06:45:00,7373,7373
2568,1/7/2020, 07:00:00,8423,8423
2569,1/7/2020, 07:15:00,9944,9944
2570,1/7/2020, 07:30:00,11445,11445
2571,1/7/2020, 07:45:00,12969,12969
2572,1/7/2020, 08:00:00,14168,14168
2573,1/7/2020, 08:15:00,15413,15413
2574,1/7/2020, 08:30:00,16698,16698
2575,1/7/2020, 08:45:00,18098,18098
2576,1/7/2020, 09:00:00,19629,19629
2577,1/7/2020, 09:15:00,21403,21403
2578,1/7/2020, 09:30:00,23329,23329
2579,1/7/2020, 09:45:00,25492,25492
2580,1/7/2020, 10:00:00,27812,27812
2581,1/7/2020, 10:15:00,31627,31627
2582,1/7/2020, 10:30:00,26054,26054
2583,1/7/2020, 10:45:00,36970,36970
2584,1/7/2020, 11:00:00,32130,32130
2585,1/7/2020, 11:15:00,36931,36931
2586,1/7/2020, 11:30:00,40548,40548
2587,1/7/2020, 11:45:00,25006,25006
2588,1/7/2020, 12:00:00,9003,9003
2589,1/7/2020, 12:15:00,11862,11862
2590,1/7/2020, 12:30:00,23426,23426
2591,1/7/2020, 12:45:00,39585,39585
2592,1/7/2020, 13:00:00,18734,18734
2593,1/7/2020, 13:15:00,14298,14298
2594,1/7/2020, 13:30:00,12066,12066
2595,1/7/2020, 13:45:00,23568,23568
2596,1/7/2020, 14:00:00,37914,37914
2597,1/7/2020, 14:15:00,29681,29681
2598,1/7/2020, 14:30:00,21611,21611
2599,1/7/2020, 14:45:00,25776,25776
2600,1/7/2020, 15:00:00,22003,22003
2601,1/7/2020, 15:15:00,20098,20098
2602,1/7/2020, 15:30:00,19592,19592
2603,1/7/2020, 15:45:00,17921,17921
2604,1/7/2020, 16:00:00,19208,19208
2605,1/7/2020, 16:15:00,17395,17395
2606,1/7/2020, 16:30:00,21295,21295
2607,1/7/2020, 16:45:00,19249,19249
2608,1/7/2020, 17:00:00,17139,17139
2609,1/7/2020, 17:15:00,18579,18579
2610,1/7/2020, 17:30:00,22639,22639
2611,1/7/2020, 17:45:00,21855,21855
2612,1/7/2020, 18:00:00,20350,20350
2613,1/7/2020, 18:15:00,18158,18158
2614,1/7/2020, 18:30:00,10990,10990
2615,1/7/2020, 18:45:00,9420,9420
2616,1/7/2020, 19:00:00,7952,7952
2617,1/7/2020, 19:15:00,6960,6960
2618,1/7/2020, 19:30:00,5855,5855
2619,1/7/2020, 19:45:00,5920,5920
2620,1/7/2020, 20:00:00,5974,5974
2621,1/7/2020, 20:15:00,5094,5094
2622,1/7/2020, 20:30:00,3909,3909
2623,1/7/2020, 20:45:00,2943,2943
2624,1/7/2020, 21:00:00,2397,2397
2625,1/7/2020, 21:15:00,2330,2330
2626,1/7/2020, 21:30:00,1965,1965
2627,1/7/2020, 21:45:00,1485,1485
2628,1/7/2020, 22:00:00,1259,1259
2629,1/7/2020, 22:15:00,1555,1555
2630,1/7/2020, 22:30:00,2267,2267
2631,1/7/2020, 22:45:00,2622,2622
2632,1/7/2020, 23:00:00,1880,1880
2633,1/7/2020, 23:15:00,1482,1482
2634,1/7/2020, 23:30:00,1167,1167
2635,1/7/2020, 23:45:00,893,893
2636,1/7/2020, 24:00:00,680,680
2637,2/7/2020, 00:15:00,508,508
2638,2/7/2020, 00:30:00,377,377
2639,2/7/2020, 00:45:00,282,282
2640,2/7/2020, 01:00:00,222,222
2641,2/7/2020, 01:15:00,178,178
2642,2/7/2020, 01:30:00,153,153
2643,2/7/2020, 01:45:00,139,139
2644,2/7/2020, 02:00:00,133,133
2645,2/7/2020, 02:15:00,135,135
2646,2/7/2020, 02:30:00,152,152
2647,2/7/2020, 02:45:00,182,182
2648,2/7/2020, 03:00:00,231,231
2649,2/7/2020, 03:15:00,293,293
2650,2/7/2020, 03:30:00,382,382
2651,2/7/2020, 03:45:00,498,498
2652,2/7/2020, 04:00:00,658,658
2653,2/7/2020, 04:15:00,864,864
2654,2/7/2020, 04:30:00,1122,1122
2655,2/7/2020, 04:45:00,1447,1447
2656,2/7/2020, 05:00:00,1764,1764
2657,2/7/2020, 05:15:00,2103,2103
2658,2/7/2020, 05:30:00,2399,2399
2659,2/7/2020, 05:45:00,2895,2895
2660,2/7/2020, 06:00:00,3969,3969
2661,2/7/2020, 06:15:00,4538,4538
2662,2/7/2020, 06:30:00,6503,6503
2663,2/7/2020, 06:45:00,9691,9691
2664,2/7/2020, 07:00:00,11270,11270
2665,2/7/2020, 07:15:00,12805,12805
2666,2/7/2020, 07:30:00,9539,9539
2667,2/7/2020, 07:45:00,17071,17071
2668,2/7/2020, 08:00:00,18396,18396
2669,2/7/2020, 08:15:00,19876,19876
2670,2/7/2020, 08:30:00,21435,21435
2671,2/7/2020, 08:45:00,22991,22991
2672,2/7/2020, 09:00:00,24541,24541
2673,2/7/2020, 09:15:00,26244,26244
2674,2/7/2020, 09:30:00,24359,24359
2675,2/7/2020, 09:45:00,19619,19619
2676,2/7/2020, 10:00:00,25216,25216
2677,2/7/2020, 10:15:00,33848,33848
2678,2/7/2020, 10:30:00,28034,28034
2679,2/7/2020, 10:45:00,26152,26152
2680,2/7/2020, 11:00:00,35402,35402
2681,2/7/2020, 11:15:00,40353,40353
2682,2/7/2020, 11:30:00,44414,44414
2683,2/7/2020, 11:45:00,34703,34703
2684,2/7/2020, 12:00:00,19552,19552
2685,2/7/2020, 12:15:00,30901,30901
2686,2/7/2020, 12:30:00,43030,43030
2687,2/7/2020, 12:45:00,43217,43217
2688,2/7/2020, 13:00:00,45890,45890
2689,2/7/2020, 13:15:00,51867,51867
2690,2/7/2020, 13:30:00,38350,38350
2691,2/7/2020, 13:45:00,10469,10469
2692,2/7/2020, 14:00:00,32717,32717
2693,2/7/2020, 14:15:00,24535,24535
2694,2/7/2020, 14:30:00,19009,19009
2695,2/7/2020, 14:45:00,51122,51122
2696,2/7/2020, 15:00:00,42877,42877
2697,2/7/2020, 15:15:00,32692,32692
2698,2/7/2020, 15:30:00,9014,9014
2699,2/7/2020, 15:45:00,20094,20094
2700,2/7/2020, 16:00:00,21340,21340
2701,2/7/2020, 16:15:00,8726,8726
2702,2/7/2020, 16:30:00,9399,9399
2703,2/7/2020, 16:45:00,19129,19129
2704,2/7/2020, 17:00:00,7300,7300
2705,2/7/2020, 17:15:00,15757,15757
2706,2/7/2020, 17:30:00,36567,36567
2707,2/7/2020, 17:45:00,36927,36927
