Site Name ,FRCH,,,
Site Number ,3,,,
Logger ,Integrating Light Sensor,,,
Logger Serial Number ,11615,,,
,,,,
,,,,
Scan No ,Date and Time,       Integrating Light,        ,
        ,        ,RAW VALUE ,CALIBRATED VALUE,
,,,,
5643,9/8/2020, 07:45:00,3632,3632
5644,9/8/2020, 08:00:00,3447,3447
5645,9/8/2020, 08:15:00,3503,3503
5646,9/8/2020, 08:30:00,3762,3762
5647,9/8/2020, 08:45:00,6004,6004
5648,9/8/2020, 09:00:00,6839,6839
5649,9/8/2020, 09:15:00,5959,5959
5650,9/8/2020, 09:30:00,6636,6636
5651,9/8/2020, 09:45:00,7387,7387
5652,9/8/2020, 10:00:00,9129,9129
5653,9/8/2020, 10:15:00,7267,7267
5654,9/8/2020, 10:30:00,15008,15008
5655,9/8/2020, 10:45:00,10304,10304
5656,9/8/2020, 11:00:00,6802,6802
5657,9/8/2020, 11:15:00,11860,11860
5658,9/8/2020, 11:30:00,9930,9930
5659,9/8/2020, 11:45:00,8467,8467
5660,9/8/2020, 12:00:00,12289,12289
5661,9/8/2020, 12:15:00,17807,17807
5662,9/8/2020, 12:30:00,10690,10690
5663,9/8/2020, 12:45:00,8465,8465
5664,9/8/2020, 13:00:00,21653,21653
5665,9/8/2020, 13:15:00,23991,23991
5666,9/8/2020, 13:30:00,35777,35777
5667,9/8/2020, 13:45:00,40906,40906
5668,9/8/2020, 14:00:00,18950,18950
5669,9/8/2020, 14:15:00,17572,17572
5670,9/8/2020, 14:30:00,44250,44250
5671,9/8/2020, 14:45:00,10195,10195
5672,9/8/2020, 15:00:00,38038,38038
5673,9/8/2020, 15:15:00,36425,36425
5674,9/8/2020, 15:30:00,36863,36863
5675,9/8/2020, 15:45:00,23360,23360
5676,9/8/2020, 16:00:00,22055,22055
5677,9/8/2020, 16:15:00,16069,16069
5678,9/8/2020, 16:30:00,22580,22580
5679,9/8/2020, 16:45:00,17063,17063
5680,9/8/2020, 17:00:00,27032,27032
5681,9/8/2020, 17:15:00,26465,26465
5682,9/8/2020, 17:30:00,21530,21530
5683,9/8/2020, 17:45:00,22200,22200
5684,9/8/2020, 18:00:00,17894,17894
5685,9/8/2020, 18:15:00,14294,14294
5686,9/8/2020, 18:30:00,16336,16336
5687,9/8/2020, 18:45:00,10213,10213
5688,9/8/2020, 19:00:00,5783,5783
5689,9/8/2020, 19:15:00,1180,1180
5690,9/8/2020, 19:30:00,896,896
5691,9/8/2020, 19:45:00,1450,1450
5692,9/8/2020, 20:00:00,2147,2147
5693,9/8/2020, 20:15:00,1634,1634
5694,9/8/2020, 20:30:00,605,605
5695,9/8/2020, 20:45:00,278,278
5696,9/8/2020, 21:00:00,123,123
5697,9/8/2020, 21:15:00,237,237
5698,9/8/2020, 21:30:00,422,422
5699,9/8/2020, 21:45:00,333,333
5700,9/8/2020, 22:00:00,244,244
5701,9/8/2020, 22:15:00,111,111
5702,9/8/2020, 22:30:00,25,25
5703,9/8/2020, 22:45:00,12,12
5704,9/8/2020, 23:00:00,6,6
5705,9/8/2020, 23:15:00,1,1
5706,9/8/2020, 23:30:00,0,0
5707,9/8/2020, 23:45:00,0,0
5708,9/8/2020, 24:00:00,0,0
5709,10/8/2020, 00:15:00,0,0
5710,10/8/2020, 00:30:00,0,0
5711,10/8/2020, 00:45:00,0,0
5712,10/8/2020, 01:00:00,0,0
5713,10/8/2020, 01:15:00,0,0
5714,10/8/2020, 01:30:00,0,0
5715,10/8/2020, 01:45:00,0,0
5716,10/8/2020, 02:00:00,0,0
5717,10/8/2020, 02:15:00,0,0
5718,10/8/2020, 02:30:00,0,0
5719,10/8/2020, 02:45:00,0,0
5720,10/8/2020, 03:00:00,0,0
5721,10/8/2020, 03:15:00,0,0
5722,10/8/2020, 03:30:00,0,0
5723,10/8/2020, 03:45:00,0,0
5724,10/8/2020, 04:00:00,0,0
5725,10/8/2020, 04:15:00,0,0
5726,10/8/2020, 04:30:00,0,0
5727,10/8/2020, 04:45:00,0,0
5728,10/8/2020, 05:00:00,3,3
5729,10/8/2020, 05:15:00,13,13
5730,10/8/2020, 05:30:00,32,32
5731,10/8/2020, 05:45:00,54,54
5732,10/8/2020, 06:00:00,104,104
5733,10/8/2020, 06:15:00,193,193
5734,10/8/2020, 06:30:00,367,367
5735,10/8/2020, 06:45:00,517,517
5736,10/8/2020, 07:00:00,572,572
5737,10/8/2020, 07:15:00,626,626
5738,10/8/2020, 07:30:00,817,817
5739,10/8/2020, 07:45:00,1086,1086
5740,10/8/2020, 08:00:00,1193,1193
5741,10/8/2020, 08:15:00,1393,1393
5742,10/8/2020, 08:30:00,1611,1611
5743,10/8/2020, 08:45:00,1874,1874
5744,10/8/2020, 09:00:00,2201,2201
5745,10/8/2020, 09:15:00,2852,2852
5746,10/8/2020, 09:30:00,3840,3840
5747,10/8/2020, 09:45:00,4496,4496
5748,10/8/2020, 10:00:00,4333,4333
5749,10/8/2020, 10:15:00,5904,5904
5750,10/8/2020, 10:30:00,6567,6567
5751,10/8/2020, 10:45:00,6411,6411
5752,10/8/2020, 11:00:00,7205,7205
5753,10/8/2020, 11:15:00,6667,6667
5754,10/8/2020, 11:30:00,9471,9471
5755,10/8/2020, 11:45:00,9450,9450
5756,10/8/2020, 12:00:00,8942,8942
5757,10/8/2020, 12:15:00,12174,12174
5758,10/8/2020, 12:30:00,13646,13646
5759,10/8/2020, 12:45:00,13939,13939
5760,10/8/2020, 13:00:00,15895,15895
5761,10/8/2020, 13:15:00,15218,15218
5762,10/8/2020, 13:30:00,16260,16260
5763,10/8/2020, 13:45:00,17772,17772
5764,10/8/2020, 14:00:00,18228,18228
5765,10/8/2020, 14:15:00,16476,16476
5766,10/8/2020, 14:30:00,15136,15136
5767,10/8/2020, 14:45:00,15334,15334
5768,10/8/2020, 15:00:00,13901,13901
5769,10/8/2020, 15:15:00,13318,13318
5770,10/8/2020, 15:30:00,12500,12500
5771,10/8/2020, 15:45:00,12354,12354
5772,10/8/2020, 16:00:00,13204,13204
5773,10/8/2020, 16:15:00,12057,12057
5774,10/8/2020, 16:30:00,8634,8634
5775,10/8/2020, 16:45:00,9625,9625
5776,10/8/2020, 17:00:00,8053,8053
5777,10/8/2020, 17:15:00,5679,5679
5778,10/8/2020, 17:30:00,5272,5272
5779,10/8/2020, 17:45:00,6974,6974
5780,10/8/2020, 18:00:00,7998,7998
5781,10/8/2020, 18:15:00,8168,8168
5782,10/8/2020, 18:30:00,7709,7709
5783,10/8/2020, 18:45:00,6681,6681
5784,10/8/2020, 19:00:00,5788,5788
5785,10/8/2020, 19:15:00,6861,6861
5786,10/8/2020, 19:30:00,5955,5955
5787,10/8/2020, 19:45:00,6673,6673
5788,10/8/2020, 20:00:00,8847,8847
5789,10/8/2020, 20:15:00,7575,7575
5790,10/8/2020, 20:30:00,5412,5412
5791,10/8/2020, 20:45:00,3737,3737
5792,10/8/2020, 21:00:00,2740,2740
5793,10/8/2020, 21:15:00,2003,2003
5794,10/8/2020, 21:30:00,1678,1678
5795,10/8/2020, 21:45:00,1071,1071
5796,10/8/2020, 22:00:00,523,523
5797,10/8/2020, 22:15:00,268,268
5798,10/8/2020, 22:30:00,130,130
5799,10/8/2020, 22:45:00,38,38
5800,10/8/2020, 23:00:00,9,9
5801,10/8/2020, 23:15:00,1,1
5802,10/8/2020, 23:30:00,0,0
5803,10/8/2020, 23:45:00,0,0
5804,10/8/2020, 24:00:00,0,0
5805,11/8/2020, 00:15:00,0,0
5806,11/8/2020, 00:30:00,0,0
5807,11/8/2020, 00:45:00,0,0
5808,11/8/2020, 01:00:00,0,0
5809,11/8/2020, 01:15:00,0,0
5810,11/8/2020, 01:30:00,0,0
5811,11/8/2020, 01:45:00,0,0
5812,11/8/2020, 02:00:00,0,0
5813,11/8/2020, 02:15:00,0,0
5814,11/8/2020, 02:30:00,0,0
5815,11/8/2020, 02:45:00,0,0
5816,11/8/2020, 03:00:00,0,0
5817,11/8/2020, 03:15:00,0,0
5818,11/8/2020, 03:30:00,0,0
5819,11/8/2020, 03:45:00,0,0
5820,11/8/2020, 04:00:00,0,0
5821,11/8/2020, 04:15:00,0,0
5822,11/8/2020, 04:30:00,0,0
5823,11/8/2020, 04:45:00,0,0
5824,11/8/2020, 05:00:00,2,2
5825,11/8/2020, 05:15:00,9,9
5826,11/8/2020, 05:30:00,21,21
5827,11/8/2020, 05:45:00,56,56
5828,11/8/2020, 06:00:00,77,77
5829,11/8/2020, 06:15:00,119,119
5830,11/8/2020, 06:30:00,163,163
5831,11/8/2020, 06:45:00,282,282
5832,11/8/2020, 07:00:00,477,477
5833,11/8/2020, 07:15:00,810,810
5834,11/8/2020, 07:30:00,1050,1050
5835,11/8/2020, 07:45:00,1499,1499
5836,11/8/2020, 08:00:00,2250,2250
5837,11/8/2020, 08:15:00,2998,2998
5838,11/8/2020, 08:30:00,3703,3703
5839,11/8/2020, 08:45:00,4836,4836
5840,11/8/2020, 09:00:00,5076,5076
5841,11/8/2020, 09:15:00,6365,6365
5842,11/8/2020, 09:30:00,7853,7853
5843,11/8/2020, 09:45:00,8360,8360
5844,11/8/2020, 10:00:00,8562,8562
5845,11/8/2020, 10:15:00,8792,8792
5846,11/8/2020, 10:30:00,8441,8441
5847,11/8/2020, 10:45:00,7842,7842
5848,11/8/2020, 11:00:00,8262,8262
5849,11/8/2020, 11:15:00,8502,8502
5850,11/8/2020, 11:30:00,8879,8879
5851,11/8/2020, 11:45:00,9791,9791
5852,11/8/2020, 12:00:00,11289,11289
5853,11/8/2020, 12:15:00,13311,13311
5854,11/8/2020, 12:30:00,14967,14967
5855,11/8/2020, 12:45:00,15336,15336
5856,11/8/2020, 13:00:00,15185,15185
5857,11/8/2020, 13:15:00,15334,15334
5858,11/8/2020, 13:30:00,14967,14967
5859,11/8/2020, 13:45:00,15918,15918
5860,11/8/2020, 14:00:00,16387,16387
5861,11/8/2020, 14:15:00,14609,14609
5862,11/8/2020, 14:30:00,14581,14581
5863,11/8/2020, 14:45:00,15759,15759
5864,11/8/2020, 15:00:00,18393,18393
5865,11/8/2020, 15:15:00,15256,15256
5866,11/8/2020, 15:30:00,16272,16272
5867,11/8/2020, 15:45:00,19868,19868
5868,11/8/2020, 16:00:00,17893,17893
5869,11/8/2020, 16:15:00,14143,14143
5870,11/8/2020, 16:30:00,16465,16465
5871,11/8/2020, 16:45:00,21499,21499
5872,11/8/2020, 17:00:00,22891,22891
5873,11/8/2020, 17:15:00,25848,25848
5874,11/8/2020, 17:30:00,29499,29499
5875,11/8/2020, 17:45:00,14035,14035
5876,11/8/2020, 18:00:00,11064,11064
5877,11/8/2020, 18:15:00,8953,8953
5878,11/8/2020, 18:30:00,6404,6404
5879,11/8/2020, 18:45:00,5344,5344
5880,11/8/2020, 19:00:00,6329,6329
5881,11/8/2020, 19:15:00,7229,7229
5882,11/8/2020, 19:30:00,6328,6328
5883,11/8/2020, 19:45:00,5897,5897
5884,11/8/2020, 20:00:00,5409,5409
5885,11/8/2020, 20:15:00,4523,4523
5886,11/8/2020, 20:30:00,3397,3397
5887,11/8/2020, 20:45:00,2700,2700
5888,11/8/2020, 21:00:00,2339,2339
5889,11/8/2020, 21:15:00,1947,1947
5890,11/8/2020, 21:30:00,1515,1515
5891,11/8/2020, 21:45:00,885,885
5892,11/8/2020, 22:00:00,395,395
5893,11/8/2020, 22:15:00,218,218
5894,11/8/2020, 22:30:00,110,110
5895,11/8/2020, 22:45:00,43,43
5896,11/8/2020, 23:00:00,13,13
5897,11/8/2020, 23:15:00,2,2
5898,11/8/2020, 23:30:00,1,1
5899,11/8/2020, 23:45:00,0,0
5900,11/8/2020, 24:00:00,0,0
5901,12/8/2020, 00:15:00,0,0
5902,12/8/2020, 00:30:00,0,0
5903,12/8/2020, 00:45:00,0,0
5904,12/8/2020, 01:00:00,0,0
5905,12/8/2020, 01:15:00,0,0
5906,12/8/2020, 01:30:00,0,0
5907,12/8/2020, 01:45:00,0,0
5908,12/8/2020, 02:00:00,0,0
5909,12/8/2020, 02:15:00,0,0
5910,12/8/2020, 02:30:00,0,0
5911,12/8/2020, 02:45:00,0,0
5912,12/8/2020, 03:00:00,0,0
5913,12/8/2020, 03:15:00,0,0
5914,12/8/2020, 03:30:00,0,0
5915,12/8/2020, 03:45:00,0,0
5916,12/8/2020, 04:00:00,0,0
5917,12/8/2020, 04:15:00,0,0
5918,12/8/2020, 04:30:00,0,0
5919,12/8/2020, 04:45:00,0,0
5920,12/8/2020, 05:00:00,7,7
5921,12/8/2020, 05:15:00,32,32
5922,12/8/2020, 05:30:00,77,77
5923,12/8/2020, 05:45:00,144,144
5924,12/8/2020, 06:00:00,339,339
5925,12/8/2020, 06:15:00,646,646
5926,12/8/2020, 06:30:00,871,871
5927,12/8/2020, 06:45:00,868,868
5928,12/8/2020, 07:00:00,925,925
5929,12/8/2020, 07:15:00,849,849
5930,12/8/2020, 07:30:00,1312,1312
5931,12/8/2020, 07:45:00,1634,1634
5932,12/8/2020, 08:00:00,1591,1591
5933,12/8/2020, 08:15:00,1781,1781
5934,12/8/2020, 08:30:00,2488,2488
5935,12/8/2020, 08:45:00,2992,2992
5936,12/8/2020, 09:00:00,3509,3509
5937,12/8/2020, 09:15:00,2549,2549
5938,12/8/2020, 09:30:00,1940,1940
5939,12/8/2020, 09:45:00,2698,2698
5940,12/8/2020, 10:00:00,3307,3307
5941,12/8/2020, 10:15:00,3795,3795
5942,12/8/2020, 10:30:00,5379,5379
5943,12/8/2020, 10:45:00,5381,5381
5944,12/8/2020, 11:00:00,6926,6926
5945,12/8/2020, 11:15:00,8747,8747
5946,12/8/2020, 11:30:00,10662,10662
5947,12/8/2020, 11:45:00,11522,11522
5948,12/8/2020, 12:00:00,12715,12715
5949,12/8/2020, 12:15:00,15205,15205
5950,12/8/2020, 12:30:00,10130,10130
5951,12/8/2020, 12:45:00,9340,9340
5952,12/8/2020, 13:00:00,12447,12447
5953,12/8/2020, 13:15:00,21321,21321
5954,12/8/2020, 13:30:00,9057,9057
5955,12/8/2020, 13:45:00,25389,25389
5956,12/8/2020, 14:00:00,8189,8189
5957,12/8/2020, 14:15:00,13047,13047
5958,12/8/2020, 14:30:00,12357,12357
5959,12/8/2020, 14:45:00,8102,8102
5960,12/8/2020, 15:00:00,23711,23711
5961,12/8/2020, 15:15:00,34141,34141
5962,12/8/2020, 15:30:00,31312,31312
5963,12/8/2020, 15:45:00,12398,12398
5964,12/8/2020, 16:00:00,12504,12504
5965,12/8/2020, 16:15:00,26850,26850
5966,12/8/2020, 16:30:00,18741,18741
5967,12/8/2020, 16:45:00,12267,12267
5968,12/8/2020, 17:00:00,16086,16086
5969,12/8/2020, 17:15:00,15112,15112
5970,12/8/2020, 17:30:00,3854,3854
5971,12/8/2020, 17:45:00,708,708
5972,12/8/2020, 18:00:00,842,842
5973,12/8/2020, 18:15:00,1437,1437
5974,12/8/2020, 18:30:00,2212,2212
5975,12/8/2020, 18:45:00,2926,2926
5976,12/8/2020, 19:00:00,2748,2748
5977,12/8/2020, 19:15:00,2442,2442
5978,12/8/2020, 19:30:00,2515,2515
5979,12/8/2020, 19:45:00,5500,5500
5980,12/8/2020, 20:00:00,4760,4760
5981,12/8/2020, 20:15:00,3324,3324
5982,12/8/2020, 20:30:00,2160,2160
5983,12/8/2020, 20:45:00,1366,1366
5984,12/8/2020, 21:00:00,1050,1050
5985,12/8/2020, 21:15:00,1010,1010
5986,12/8/2020, 21:30:00,822,822
5987,12/8/2020, 21:45:00,600,600
5988,12/8/2020, 22:00:00,369,369
5989,12/8/2020, 22:15:00,191,191
5990,12/8/2020, 22:30:00,89,89
5991,12/8/2020, 22:45:00,35,35
5992,12/8/2020, 23:00:00,10,10
5993,12/8/2020, 23:15:00,3,3
5994,12/8/2020, 23:30:00,0,0
5995,12/8/2020, 23:45:00,0,0
5996,12/8/2020, 24:00:00,0,0
5997,13/08/2020 , 00:15:00,0,0
5998,13/08/2020 , 00:30:00,0,0
5999,13/08/2020 , 00:45:00,0,0
6000,13/08/2020 , 01:00:00,0,0
6001,13/08/2020 , 01:15:00,0,0
6002,13/08/2020 , 01:30:00,0,0
6003,13/08/2020 , 01:45:00,0,0
6004,13/08/2020 , 02:00:00,0,0
6005,13/08/2020 , 02:15:00,0,0
6006,13/08/2020 , 02:30:00,0,0
6007,13/08/2020 , 02:45:00,0,0
6008,13/08/2020 , 03:00:00,0,0
6009,13/08/2020 , 03:15:00,0,0
6010,13/08/2020 , 03:30:00,0,0
6011,13/08/2020 , 03:45:00,0,0
6012,13/08/2020 , 04:00:00,0,0
6013,13/08/2020 , 04:15:00,0,0
6014,13/08/2020 , 04:30:00,0,0
6015,13/08/2020 , 04:45:00,2,2
6016,13/08/2020 , 05:00:00,11,11
6017,13/08/2020 , 05:15:00,40,40
6018,13/08/2020 , 05:30:00,99,99
6019,13/08/2020 , 05:45:00,237,237
6020,13/08/2020 , 06:00:00,479,479
6021,13/08/2020 , 06:15:00,813,813
6022,13/08/2020 , 06:30:00,1315,1315
6023,13/08/2020 , 06:45:00,1779,1779
6024,13/08/2020 , 07:00:00,2276,2276
6025,13/08/2020 , 07:15:00,2841,2841
6026,13/08/2020 , 07:30:00,2794,2794
6027,13/08/2020 , 07:45:00,2708,2708
6028,13/08/2020 , 08:00:00,2700,2700
6029,13/08/2020 , 08:15:00,2811,2811
6030,13/08/2020 , 08:30:00,3161,3161
6031,13/08/2020 , 08:45:00,3050,3050
6032,13/08/2020 , 09:00:00,3588,3588
6033,13/08/2020 , 09:15:00,3442,3442
6034,13/08/2020 , 09:30:00,3749,3749
6035,13/08/2020 , 09:45:00,4148,4148
6036,13/08/2020 , 10:00:00,5502,5502
6037,13/08/2020 , 10:15:00,5127,5127
6038,13/08/2020 , 10:30:00,9201,9201
6039,13/08/2020 , 10:45:00,6398,6398
6040,13/08/2020 , 11:00:00,4953,4953
6041,13/08/2020 , 11:15:00,8152,8152
6042,13/08/2020 , 11:30:00,9800,9800
6043,13/08/2020 , 11:45:00,4364,4364
6044,13/08/2020 , 12:00:00,5843,5843
6045,13/08/2020 , 12:15:00,8940,8940
6046,13/08/2020 , 12:30:00,5081,5081
6047,13/08/2020 , 12:45:00,5020,5020
6048,13/08/2020 , 13:00:00,21211,21211
6049,13/08/2020 , 13:15:00,31888,31888
6050,13/08/2020 , 13:30:00,32373,32373
6051,13/08/2020 , 13:45:00,35514,35514
6052,13/08/2020 , 14:00:00,29759,29759
6053,13/08/2020 , 14:15:00,8436,8436
6054,13/08/2020 , 14:30:00,31615,31615
6055,13/08/2020 , 14:45:00,10450,10450
6056,13/08/2020 , 15:00:00,38090,38090
6057,13/08/2020 , 15:15:00,38988,38988
6058,13/08/2020 , 15:30:00,38590,38590
6059,13/08/2020 , 15:45:00,38035,38035
6060,13/08/2020 , 16:00:00,37469,37469
6061,13/08/2020 , 16:15:00,38821,38821
6062,13/08/2020 , 16:30:00,45928,45928
6063,13/08/2020 , 16:45:00,26638,26638
6064,13/08/2020 , 17:00:00,2531,2531
6065,13/08/2020 , 17:15:00,3123,3123
6066,13/08/2020 , 17:30:00,4753,4753
6067,13/08/2020 , 17:45:00,9668,9668
6068,13/08/2020 , 18:00:00,22345,22345
6069,13/08/2020 , 18:15:00,15760,15760
6070,13/08/2020 , 18:30:00,8818,8818
6071,13/08/2020 , 18:45:00,6774,6774
6072,13/08/2020 , 19:00:00,7390,7390
6073,13/08/2020 , 19:15:00,5348,5348
6074,13/08/2020 , 19:30:00,4528,4528
6075,13/08/2020 , 19:45:00,4725,4725
6076,13/08/2020 , 20:00:00,3034,3034
6077,13/08/2020 , 20:15:00,2975,2975
6078,13/08/2020 , 20:30:00,3274,3274
6079,13/08/2020 , 20:45:00,2977,2977
6080,13/08/2020 , 21:00:00,2208,2208
6081,13/08/2020 , 21:15:00,1456,1456
6082,13/08/2020 , 21:30:00,1041,1041
6083,13/08/2020 , 21:45:00,634,634
6084,13/08/2020 , 22:00:00,358,358
6085,13/08/2020 , 22:15:00,179,179
6086,13/08/2020 , 22:30:00,83,83
6087,13/08/2020 , 22:45:00,30,30
6088,13/08/2020 , 23:00:00,9,9
6089,13/08/2020 , 23:15:00,2,2
6090,13/08/2020 , 23:30:00,0,0
6091,13/08/2020 , 23:45:00,0,0
6092,13/08/2020 , 24:00:00,0,0
6093,14/08/2020 , 00:15:00,0,0
6094,14/08/2020 , 00:30:00,0,0
6095,14/08/2020 , 00:45:00,0,0
6096,14/08/2020 , 01:00:00,0,0
6097,14/08/2020 , 01:15:00,0,0
6098,14/08/2020 , 01:30:00,0,0
6099,14/08/2020 , 01:45:00,0,0
6100,14/08/2020 , 02:00:00,0,0
6101,14/08/2020 , 02:15:00,0,0
6102,14/08/2020 , 02:30:00,0,0
6103,14/08/2020 , 02:45:00,0,0
6104,14/08/2020 , 03:00:00,0,0
6105,14/08/2020 , 03:15:00,0,0
6106,14/08/2020 , 03:30:00,0,0
6107,14/08/2020 , 03:45:00,0,0
6108,14/08/2020 , 04:00:00,0,0
6109,14/08/2020 , 04:15:00,0,0
6110,14/08/2020 , 04:30:00,0,0
6111,14/08/2020 , 04:45:00,1,1
6112,14/08/2020 , 05:00:00,8,8
6113,14/08/2020 , 05:15:00,30,30
6114,14/08/2020 , 05:30:00,90,90
6115,14/08/2020 , 05:45:00,214,214
6116,14/08/2020 , 06:00:00,390,390
6117,14/08/2020 , 06:15:00,604,604
6118,14/08/2020 , 06:30:00,930,930
6119,14/08/2020 , 06:45:00,1359,1359
6120,14/08/2020 , 07:00:00,1658,1658
6121,14/08/2020 , 07:15:00,2245,2245
6122,14/08/2020 , 07:30:00,2799,2799
6123,14/08/2020 , 07:45:00,3160,3160
6124,14/08/2020 , 08:00:00,3406,3406
6125,14/08/2020 , 08:15:00,3381,3381
6126,14/08/2020 , 08:30:00,3680,3680
6127,14/08/2020 , 08:45:00,3593,3593
6128,14/08/2020 , 09:00:00,3925,3925
6129,14/08/2020 , 09:15:00,3605,3605
6130,14/08/2020 , 09:30:00,4174,4174
6131,14/08/2020 , 09:45:00,4795,4795
6132,14/08/2020 , 10:00:00,8125,8125
6133,14/08/2020 , 10:15:00,5396,5396
6134,14/08/2020 , 10:30:00,7874,7874
6135,14/08/2020 , 10:45:00,8530,8530
6136,14/08/2020 , 11:00:00,5473,5473
6137,14/08/2020 , 11:15:00,11317,11317
6138,14/08/2020 , 11:30:00,11308,11308
6139,14/08/2020 , 11:45:00,5582,5582
6140,14/08/2020 , 12:00:00,5737,5737
6141,14/08/2020 , 12:15:00,9273,9273
6142,14/08/2020 , 12:30:00,6301,6301
6143,14/08/2020 , 12:45:00,6214,6214
6144,14/08/2020 , 13:00:00,24566,24566
6145,14/08/2020 , 13:15:00,31064,31064
6146,14/08/2020 , 13:30:00,23779,23779
6147,14/08/2020 , 13:45:00,26677,26677
6148,14/08/2020 , 14:00:00,22327,22327
6149,14/08/2020 , 14:15:00,8470,8470
6150,14/08/2020 , 14:30:00,28872,28872
6151,14/08/2020 , 14:45:00,10631,10631
6152,14/08/2020 , 15:00:00,27055,27055
6153,14/08/2020 , 15:15:00,37020,37020
6154,14/08/2020 , 15:30:00,24166,24166
6155,14/08/2020 , 15:45:00,26040,26040
6156,14/08/2020 , 16:00:00,24490,24490
6157,14/08/2020 , 16:15:00,29605,29605
6158,14/08/2020 , 16:30:00,24882,24882
6159,14/08/2020 , 16:45:00,27625,27625
6160,14/08/2020 , 17:00:00,23289,23289
6161,14/08/2020 , 17:15:00,22193,22193
6162,14/08/2020 , 17:30:00,22681,22681
6163,14/08/2020 , 17:45:00,21784,21784
6164,14/08/2020 , 18:00:00,22308,22308
6165,14/08/2020 , 18:15:00,13451,13451
6166,14/08/2020 , 18:30:00,16558,16558
6167,14/08/2020 , 18:45:00,11317,11317
6168,14/08/2020 , 19:00:00,7668,7668
6169,14/08/2020 , 19:15:00,7057,7057
6170,14/08/2020 , 19:30:00,7080,7080
6171,14/08/2020 , 19:45:00,5860,5860
6172,14/08/2020 , 20:00:00,4014,4014
6173,14/08/2020 , 20:15:00,3437,3437
6174,14/08/2020 , 20:30:00,3143,3143
6175,14/08/2020 , 20:45:00,2589,2589
6176,14/08/2020 , 21:00:00,2163,2163
6177,14/08/2020 , 21:15:00,1923,1923
6178,14/08/2020 , 21:30:00,1414,1414
6179,14/08/2020 , 21:45:00,926,926
6180,14/08/2020 , 22:00:00,592,592
6181,14/08/2020 , 22:15:00,299,299
6182,14/08/2020 , 22:30:00,141,141
6183,14/08/2020 , 22:45:00,35,35
6184,14/08/2020 , 23:00:00,8,8
6185,14/08/2020 , 23:15:00,1,1
6186,14/08/2020 , 23:30:00,0,0
6187,14/08/2020 , 23:45:00,0,0
6188,14/08/2020 , 24:00:00,0,0
6189,15/08/2020 , 00:15:00,0,0
6190,15/08/2020 , 00:30:00,0,0
6191,15/08/2020 , 00:45:00,0,0
6192,15/08/2020 , 01:00:00,0,0
6193,15/08/2020 , 01:15:00,0,0
6194,15/08/2020 , 01:30:00,0,0
6195,15/08/2020 , 01:45:00,0,0
6196,15/08/2020 , 02:00:00,0,0
6197,15/08/2020 , 02:15:00,0,0
6198,15/08/2020 , 02:30:00,0,0
6199,15/08/2020 , 02:45:00,0,0
6200,15/08/2020 , 03:00:00,0,0
6201,15/08/2020 , 03:15:00,0,0
6202,15/08/2020 , 03:30:00,0,0
6203,15/08/2020 , 03:45:00,0,0
6204,15/08/2020 , 04:00:00,0,0
6205,15/08/2020 , 04:15:00,0,0
6206,15/08/2020 , 04:30:00,0,0
6207,15/08/2020 , 04:45:00,0,0
6208,15/08/2020 , 05:00:00,5,5
6209,15/08/2020 , 05:15:00,17,17
6210,15/08/2020 , 05:30:00,49,49
6211,15/08/2020 , 05:45:00,102,102
6212,15/08/2020 , 06:00:00,184,184
6213,15/08/2020 , 06:15:00,385,385
6214,15/08/2020 , 06:30:00,468,468
6215,15/08/2020 , 06:45:00,517,517
6216,15/08/2020 , 07:00:00,497,497
6217,15/08/2020 , 07:15:00,744,744
6218,15/08/2020 , 07:30:00,1065,1065
6219,15/08/2020 , 07:45:00,1369,1369
6220,15/08/2020 , 08:00:00,1584,1584
6221,15/08/2020 , 08:15:00,2149,2149
6222,15/08/2020 , 08:30:00,2365,2365
6223,15/08/2020 , 08:45:00,2408,2408
6224,15/08/2020 , 09:00:00,2909,2909
6225,15/08/2020 , 09:15:00,3660,3660
6226,15/08/2020 , 09:30:00,6898,6898
6227,15/08/2020 , 09:45:00,7937,7937
6228,15/08/2020 , 10:00:00,7408,7408
6229,15/08/2020 , 10:15:00,10045,10045
6230,15/08/2020 , 10:30:00,9742,9742
6231,15/08/2020 , 10:45:00,10936,10936
6232,15/08/2020 , 11:00:00,12759,12759
6233,15/08/2020 , 11:15:00,15247,15247
6234,15/08/2020 , 11:30:00,17952,17952
6235,15/08/2020 , 11:45:00,15891,15891
6236,15/08/2020 , 12:00:00,17310,17310
6237,15/08/2020 , 12:15:00,17099,17099
6238,15/08/2020 , 12:30:00,12379,12379
6239,15/08/2020 , 12:45:00,10582,10582
6240,15/08/2020 , 13:00:00,30068,30068
6241,15/08/2020 , 13:15:00,34550,34550
6242,15/08/2020 , 13:30:00,35127,35127
6243,15/08/2020 , 13:45:00,35553,35553
6244,15/08/2020 , 14:00:00,19151,19151
6245,15/08/2020 , 14:15:00,18025,18025
6246,15/08/2020 , 14:30:00,16602,16602
6247,15/08/2020 , 14:45:00,10442,10442
6248,15/08/2020 , 15:00:00,34291,34291
6249,15/08/2020 , 15:15:00,21338,21338
6250,15/08/2020 , 15:30:00,23168,23168
6251,15/08/2020 , 15:45:00,33274,33274
6252,15/08/2020 , 16:00:00,17033,17033
6253,15/08/2020 , 16:15:00,26762,26762
6254,15/08/2020 , 16:30:00,18275,18275
