Site Name ,FRCH,,,
Site Number ,3,,,
Logger ,Integrating Light Sensor,,,
Logger Serial Number ,11615,,,
,,,,
,,,,
Scan No ,Date and Time,       Integrating Light,        ,
        ,        ,RAW VALUE ,CALIBRATED VALUE,
,,,,
6255,15/08/2020 , 16:45:00,5196,5196
6256,15/08/2020 , 17:00:00,13895,13895
6257,15/08/2020 , 17:15:00,28530,28530
6258,15/08/2020 , 17:30:00,25985,25985
6259,15/08/2020 , 17:45:00,23474,23474
6260,15/08/2020 , 18:00:00,23769,23769
6261,15/08/2020 , 18:15:00,13145,13145
6262,15/08/2020 , 18:30:00,6618,6618
6263,15/08/2020 , 18:45:00,13744,13744
6264,15/08/2020 , 19:00:00,10540,10540
6265,15/08/2020 , 19:15:00,11049,11049
6266,15/08/2020 , 19:30:00,8324,8324
6267,15/08/2020 , 19:45:00,6744,6744
6268,15/08/2020 , 20:00:00,3343,3343
6269,15/08/2020 , 20:15:00,3142,3142
6270,15/08/2020 , 20:30:00,3188,3188
6271,15/08/2020 , 20:45:00,2302,2302
6272,15/08/2020 , 21:00:00,1796,1796
6273,15/08/2020 , 21:15:00,1445,1445
6274,15/08/2020 , 21:30:00,1089,1089
6275,15/08/2020 , 21:45:00,757,757
6276,15/08/2020 , 22:00:00,429,429
6277,15/08/2020 , 22:15:00,213,213
6278,15/08/2020 , 22:30:00,79,79
6279,15/08/2020 , 22:45:00,24,24
6280,15/08/2020 , 23:00:00,5,5
6281,15/08/2020 , 23:15:00,1,1
6282,15/08/2020 , 23:30:00,0,0
6283,15/08/2020 , 23:45:00,0,0
6284,15/08/2020 , 24:00:00,0,0
6285,16/08/2020 , 00:15:00,0,0
6286,16/08/2020 , 00:30:00,0,0
6287,16/08/2020 , 00:45:00,0,0
6288,16/08/2020 , 01:00:00,0,0
6289,16/08/2020 , 01:15:00,0,0
6290,16/08/2020 , 01:30:00,0,0
6291,16/08/2020 , 01:45:00,0,0
6292,16/08/2020 , 02:00:00,0,0
6293,16/08/2020 , 02:15:00,0,0
6294,16/08/2020 , 02:30:00,0,0
6295,16/08/2020 , 02:45:00,0,0
6296,16/08/2020 , 03:00:00,0,0
6297,16/08/2020 , 03:15:00,0,0
6298,16/08/2020 , 03:30:00,0,0
6299,16/08/2020 , 03:45:00,0,0
6300,16/08/2020 , 04:00:00,0,0
6301,16/08/2020 , 04:15:00,0,0
6302,16/08/2020 , 04:30:00,0,0
6303,16/08/2020 , 04:45:00,0,0
6304,16/08/2020 , 05:00:00,7,7
6305,16/08/2020 , 05:15:00,25,25
6306,16/08/2020 , 05:30:00,80,80
6307,16/08/2020 , 05:45:00,192,192
6308,16/08/2020 , 06:00:00,387,387
6309,16/08/2020 , 06:15:00,662,662
6310,16/08/2020 , 06:30:00,989,989
6311,16/08/2020 , 06:45:00,1361,1361
6312,16/08/2020 , 07:00:00,1763,1763
6313,16/08/2020 , 07:15:00,2175,2175
6314,16/08/2020 , 07:30:00,2506,2506
6315,16/08/2020 , 07:45:00,2852,2852
6316,16/08/2020 , 08:00:00,3031,3031
6317,16/08/2020 , 08:15:00,3264,3264
6318,16/08/2020 , 08:30:00,3512,3512
6319,16/08/2020 , 08:45:00,3713,3713
6320,16/08/2020 , 09:00:00,4081,4081
6321,16/08/2020 , 09:15:00,4924,4924
6322,16/08/2020 , 09:30:00,4389,4389
6323,16/08/2020 , 09:45:00,6169,6169
6324,16/08/2020 , 10:00:00,11077,11077
6325,16/08/2020 , 10:15:00,9322,9322
6326,16/08/2020 , 10:30:00,11110,11110
6327,16/08/2020 , 10:45:00,9714,9714
6328,16/08/2020 , 11:00:00,9190,9190
6329,16/08/2020 , 11:15:00,19152,19152
6330,16/08/2020 , 11:30:00,8988,8988
6331,16/08/2020 , 11:45:00,8912,8912
6332,16/08/2020 , 12:00:00,8497,8497
6333,16/08/2020 , 12:15:00,14405,14405
6334,16/08/2020 , 12:30:00,8042,8042
6335,16/08/2020 , 12:45:00,8518,8518
6336,16/08/2020 , 13:00:00,31596,31596
6337,16/08/2020 , 13:15:00,36627,36627
6338,16/08/2020 , 13:30:00,36993,36993
6339,16/08/2020 , 13:45:00,35165,35165
6340,16/08/2020 , 14:00:00,18238,18238
6341,16/08/2020 , 14:15:00,9019,9019
6342,16/08/2020 , 14:30:00,31260,31260
6343,16/08/2020 , 14:45:00,7396,7396
6344,16/08/2020 , 15:00:00,31953,31953
6345,16/08/2020 , 15:15:00,28776,28776
6346,16/08/2020 , 15:30:00,34341,34341
6347,16/08/2020 , 15:45:00,33645,33645
6348,16/08/2020 , 16:00:00,33809,33809
6349,16/08/2020 , 16:15:00,30804,30804
6350,16/08/2020 , 16:30:00,13794,13794
6351,16/08/2020 , 16:45:00,24994,24994
6352,16/08/2020 , 17:00:00,22250,22250
6353,16/08/2020 , 17:15:00,23924,23924
6354,16/08/2020 , 17:30:00,18972,18972
6355,16/08/2020 , 17:45:00,23926,23926
6356,16/08/2020 , 18:00:00,21569,21569
6357,16/08/2020 , 18:15:00,15028,15028
6358,16/08/2020 , 18:30:00,14978,14978
6359,16/08/2020 , 18:45:00,13168,13168
6360,16/08/2020 , 19:00:00,9795,9795
6361,16/08/2020 , 19:15:00,7971,7971
6362,16/08/2020 , 19:30:00,6916,6916
6363,16/08/2020 , 19:45:00,6322,6322
6364,16/08/2020 , 20:00:00,3923,3923
6365,16/08/2020 , 20:15:00,3374,3374
6366,16/08/2020 , 20:30:00,2893,2893
6367,16/08/2020 , 20:45:00,2409,2409
6368,16/08/2020 , 21:00:00,1937,1937
6369,16/08/2020 , 21:15:00,1432,1432
6370,16/08/2020 , 21:30:00,987,987
6371,16/08/2020 , 21:45:00,647,647
6372,16/08/2020 , 22:00:00,376,376
6373,16/08/2020 , 22:15:00,194,194
6374,16/08/2020 , 22:30:00,68,68
6375,16/08/2020 , 22:45:00,15,15
6376,16/08/2020 , 23:00:00,3,3
6377,16/08/2020 , 23:15:00,0,0
6378,16/08/2020 , 23:30:00,0,0
6379,16/08/2020 , 23:45:00,0,0
6380,16/08/2020 , 24:00:00,0,0
6381,17/08/2020 , 00:15:00,0,0
6382,17/08/2020 , 00:30:00,0,0
6383,17/08/2020 , 00:45:00,0,0
6384,17/08/2020 , 01:00:00,0,0
6385,17/08/2020 , 01:15:00,0,0
6386,17/08/2020 , 01:30:00,0,0
6387,17/08/2020 , 01:45:00,0,0
6388,17/08/2020 , 02:00:00,0,0
6389,17/08/2020 , 02:15:00,0,0
6390,17/08/2020 , 02:30:00,0,0
6391,17/08/2020 , 02:45:00,0,0
6392,17/08/2020 , 03:00:00,0,0
6393,17/08/2020 , 03:15:00,0,0
6394,17/08/2020 , 03:30:00,0,0
6395,17/08/2020 , 03:45:00,0,0
6396,17/08/2020 , 04:00:00,0,0
6397,17/08/2020 , 04:15:00,0,0
6398,17/08/2020 , 04:30:00,0,0
6399,17/08/2020 , 04:45:00,0,0
6400,17/08/2020 , 05:00:00,3,3
6401,17/08/2020 , 05:15:00,17,17
6402,17/08/2020 , 05:30:00,55,55
6403,17/08/2020 , 05:45:00,141,141
6404,17/08/2020 , 06:00:00,317,317
6405,17/08/2020 , 06:15:00,600,600
6406,17/08/2020 , 06:30:00,935,935
6407,17/08/2020 , 06:45:00,1302,1302
6408,17/08/2020 , 07:00:00,1695,1695
6409,17/08/2020 , 07:15:00,2068,2068
6410,17/08/2020 , 07:30:00,2442,2442
6411,17/08/2020 , 07:45:00,2921,2921
6412,17/08/2020 , 08:00:00,3020,3020
6413,17/08/2020 , 08:15:00,3267,3267
6414,17/08/2020 , 08:30:00,3421,3421
6415,17/08/2020 , 08:45:00,3539,3539
6416,17/08/2020 , 09:00:00,3742,3742
6417,17/08/2020 , 09:15:00,4555,4555
6418,17/08/2020 , 09:30:00,3808,3808
6419,17/08/2020 , 09:45:00,5139,5139
6420,17/08/2020 , 10:00:00,11671,11671
6421,17/08/2020 , 10:15:00,9731,9731
6422,17/08/2020 , 10:30:00,9240,9240
6423,17/08/2020 , 10:45:00,8836,8836
6424,17/08/2020 , 11:00:00,8027,8027
6425,17/08/2020 , 11:15:00,18529,18529
6426,17/08/2020 , 11:30:00,9541,9541
6427,17/08/2020 , 11:45:00,10743,10743
6428,17/08/2020 , 12:00:00,6996,6996
6429,17/08/2020 , 12:15:00,10100,10100
6430,17/08/2020 , 12:30:00,6373,6373
6431,17/08/2020 , 12:45:00,8173,8173
6432,17/08/2020 , 13:00:00,25858,25858
6433,17/08/2020 , 13:15:00,36369,36369
6434,17/08/2020 , 13:30:00,36533,36533
6435,17/08/2020 , 13:45:00,33160,33160
6436,17/08/2020 , 14:00:00,12928,12928
6437,17/08/2020 , 14:15:00,9047,9047
6438,17/08/2020 , 14:30:00,33471,33471
6439,17/08/2020 , 14:45:00,7156,7156
6440,17/08/2020 , 15:00:00,31649,31649
6441,17/08/2020 , 15:15:00,36448,36448
6442,17/08/2020 , 15:30:00,35830,35830
6443,17/08/2020 , 15:45:00,35291,35291
6444,17/08/2020 , 16:00:00,34334,34334
6445,17/08/2020 , 16:15:00,29808,29808
6446,17/08/2020 , 16:30:00,32806,32806
6447,17/08/2020 , 16:45:00,31647,31647
6448,17/08/2020 , 17:00:00,30353,30353
6449,17/08/2020 , 17:15:00,28906,28906
6450,17/08/2020 , 17:30:00,27512,27512
6451,17/08/2020 , 17:45:00,26107,26107
6452,17/08/2020 , 18:00:00,24397,24397
6453,17/08/2020 , 18:15:00,14949,14949
6454,17/08/2020 , 18:30:00,17989,17989
6455,17/08/2020 , 18:45:00,14679,14679
6456,17/08/2020 , 19:00:00,8244,8244
6457,17/08/2020 , 19:15:00,7211,7211
6458,17/08/2020 , 19:30:00,5148,5148
6459,17/08/2020 , 19:45:00,4511,4511
6460,17/08/2020 , 20:00:00,2924,2924
6461,17/08/2020 , 20:15:00,2644,2644
6462,17/08/2020 , 20:30:00,2493,2493
6463,17/08/2020 , 20:45:00,2321,2321
6464,17/08/2020 , 21:00:00,1749,1749
6465,17/08/2020 , 21:15:00,1236,1236
6466,17/08/2020 , 21:30:00,869,869
6467,17/08/2020 , 21:45:00,568,568
6468,17/08/2020 , 22:00:00,319,319
6469,17/08/2020 , 22:15:00,144,144
6470,17/08/2020 , 22:30:00,44,44
6471,17/08/2020 , 22:45:00,11,11
6472,17/08/2020 , 23:00:00,2,2
6473,17/08/2020 , 23:15:00,0,0
6474,17/08/2020 , 23:30:00,0,0
6475,17/08/2020 , 23:45:00,0,0
6476,17/08/2020 , 24:00:00,0,0
6477,18/08/2020 , 00:15:00,0,0
6478,18/08/2020 , 00:30:00,0,0
6479,18/08/2020 , 00:45:00,0,0
6480,18/08/2020 , 01:00:00,0,0
6481,18/08/2020 , 01:15:00,0,0
6482,18/08/2020 , 01:30:00,0,0
6483,18/08/2020 , 01:45:00,0,0
6484,18/08/2020 , 02:00:00,0,0
6485,18/08/2020 , 02:15:00,0,0
6486,18/08/2020 , 02:30:00,0,0
6487,18/08/2020 , 02:45:00,0,0
6488,18/08/2020 , 03:00:00,0,0
6489,18/08/2020 , 03:15:00,0,0
6490,18/08/2020 , 03:30:00,0,0
6491,18/08/2020 , 03:45:00,0,0
6492,18/08/2020 , 04:00:00,0,0
6493,18/08/2020 , 04:15:00,0,0
6494,18/08/2020 , 04:30:00,0,0
6495,18/08/2020 , 04:45:00,0,0
6496,18/08/2020 , 05:00:00,2,2
6497,18/08/2020 , 05:15:00,11,11
6498,18/08/2020 , 05:30:00,43,43
6499,18/08/2020 , 05:45:00,142,142
6500,18/08/2020 , 06:00:00,325,325
6501,18/08/2020 , 06:15:00,556,556
6502,18/08/2020 , 06:30:00,811,811
6503,18/08/2020 , 06:45:00,1070,1070
6504,18/08/2020 , 07:00:00,1305,1305
6505,18/08/2020 , 07:15:00,1521,1521
6506,18/08/2020 , 07:30:00,1737,1737
6507,18/08/2020 , 07:45:00,2240,2240
6508,18/08/2020 , 08:00:00,2059,2059
6509,18/08/2020 , 08:15:00,2169,2169
6510,18/08/2020 , 08:30:00,2259,2259
6511,18/08/2020 , 08:45:00,2404,2404
6512,18/08/2020 , 09:00:00,3162,3162
6513,18/08/2020 , 09:15:00,3248,3248
6514,18/08/2020 , 09:30:00,2803,2803
6515,18/08/2020 , 09:45:00,7558,7558
6516,18/08/2020 , 10:00:00,12371,12371
6517,18/08/2020 , 10:15:00,13929,13929
6518,18/08/2020 , 10:30:00,10557,10557
6519,18/08/2020 , 10:45:00,8611,8611
6520,18/08/2020 , 11:00:00,7065,7065
6521,18/08/2020 , 11:15:00,17917,17917
6522,18/08/2020 , 11:30:00,11434,11434
6523,18/08/2020 , 11:45:00,13186,13186
6524,18/08/2020 , 12:00:00,5587,5587
6525,18/08/2020 , 12:15:00,9667,9667
6526,18/08/2020 , 12:30:00,4042,4042
6527,18/08/2020 , 12:45:00,6479,6479
6528,18/08/2020 , 13:00:00,19614,19614
6529,18/08/2020 , 13:15:00,37962,37962
6530,18/08/2020 , 13:30:00,23818,23818
6531,18/08/2020 , 13:45:00,17892,17892
6532,18/08/2020 , 14:00:00,14670,14670
6533,18/08/2020 , 14:15:00,12539,12539
6534,18/08/2020 , 14:30:00,10629,10629
6535,18/08/2020 , 14:45:00,9469,9469
6536,18/08/2020 , 15:00:00,35122,35122
6537,18/08/2020 , 15:15:00,40825,40825
6538,18/08/2020 , 15:30:00,41373,41373
6539,18/08/2020 , 15:45:00,17315,17315
6540,18/08/2020 , 16:00:00,9830,9830
6541,18/08/2020 , 16:15:00,24506,24506
6542,18/08/2020 , 16:30:00,33552,33552
6543,18/08/2020 , 16:45:00,21641,21641
6544,18/08/2020 , 17:00:00,7383,7383
6545,18/08/2020 , 17:15:00,22751,22751
6546,18/08/2020 , 17:30:00,26041,26041
6547,18/08/2020 , 17:45:00,29602,29602
6548,18/08/2020 , 18:00:00,21497,21497
6549,18/08/2020 , 18:15:00,4718,4718
6550,18/08/2020 , 18:30:00,2289,2289
6551,18/08/2020 , 18:45:00,2225,2225
6552,18/08/2020 , 19:00:00,3420,3420
6553,18/08/2020 , 19:15:00,5055,5055
6554,18/08/2020 , 19:30:00,4922,4922
6555,18/08/2020 , 19:45:00,3345,3345
6556,18/08/2020 , 20:00:00,2526,2526
6557,18/08/2020 , 20:15:00,2350,2350
6558,18/08/2020 , 20:30:00,2203,2203
6559,18/08/2020 , 20:45:00,1751,1751
6560,18/08/2020 , 21:00:00,1216,1216
6561,18/08/2020 , 21:15:00,683,683
6562,18/08/2020 , 21:30:00,563,563
6563,18/08/2020 , 21:45:00,388,388
6564,18/08/2020 , 22:00:00,206,206
6565,18/08/2020 , 22:15:00,87,87
6566,18/08/2020 , 22:30:00,24,24
6567,18/08/2020 , 22:45:00,5,5
6568,18/08/2020 , 23:00:00,1,1
6569,18/08/2020 , 23:15:00,0,0
6570,18/08/2020 , 23:30:00,0,0
6571,18/08/2020 , 23:45:00,0,0
6572,18/08/2020 , 24:00:00,0,0
6573,19/08/2020 , 00:15:00,0,0
6574,19/08/2020 , 00:30:00,0,0
6575,19/08/2020 , 00:45:00,0,0
6576,19/08/2020 , 01:00:00,0,0
6577,19/08/2020 , 01:15:00,0,0
6578,19/08/2020 , 01:30:00,0,0
6579,19/08/2020 , 01:45:00,0,0
6580,19/08/2020 , 02:00:00,0,0
6581,19/08/2020 , 02:15:00,0,0
6582,19/08/2020 , 02:30:00,0,0
6583,19/08/2020 , 02:45:00,0,0
6584,19/08/2020 , 03:00:00,0,0
6585,19/08/2020 , 03:15:00,0,0
6586,19/08/2020 , 03:30:00,0,0
6587,19/08/2020 , 03:45:00,0,0
6588,19/08/2020 , 04:00:00,0,0
6589,19/08/2020 , 04:15:00,0,0
6590,19/08/2020 , 04:30:00,0,0
6591,19/08/2020 , 04:45:00,0,0
6592,19/08/2020 , 05:00:00,0,0
6593,19/08/2020 , 05:15:00,6,6
6594,19/08/2020 , 05:30:00,22,22
6595,19/08/2020 , 05:45:00,72,72
6596,19/08/2020 , 06:00:00,170,170
6597,19/08/2020 , 06:15:00,332,332
6598,19/08/2020 , 06:30:00,584,584
6599,19/08/2020 , 06:45:00,858,858
6600,19/08/2020 , 07:00:00,1195,1195
6601,19/08/2020 , 07:15:00,1619,1619
6602,19/08/2020 , 07:30:00,2122,2122
6603,19/08/2020 , 07:45:00,2817,2817
6604,19/08/2020 , 08:00:00,3480,3480
6605,19/08/2020 , 08:15:00,4311,4311
6606,19/08/2020 , 08:30:00,4844,4844
6607,19/08/2020 , 08:45:00,4565,4565
6608,19/08/2020 , 09:00:00,5954,5954
6609,19/08/2020 , 09:15:00,8156,8156
6610,19/08/2020 , 09:30:00,8607,8607
6611,19/08/2020 , 09:45:00,14565,14565
6612,19/08/2020 , 10:00:00,16291,16291
6613,19/08/2020 , 10:15:00,16062,16062
6614,19/08/2020 , 10:30:00,12235,12235
6615,19/08/2020 , 10:45:00,13040,13040
6616,19/08/2020 , 11:00:00,12628,12628
6617,19/08/2020 , 11:15:00,11494,11494
6618,19/08/2020 , 11:30:00,11768,11768
6619,19/08/2020 , 11:45:00,12104,12104
6620,19/08/2020 , 12:00:00,11506,11506
6621,19/08/2020 , 12:15:00,11719,11719
6622,19/08/2020 , 12:30:00,12765,12765
6623,19/08/2020 , 12:45:00,14965,14965
6624,19/08/2020 , 13:00:00,29777,29777
6625,19/08/2020 , 13:15:00,28624,28624
6626,19/08/2020 , 13:30:00,16241,16241
6627,19/08/2020 , 13:45:00,16748,16748
6628,19/08/2020 , 14:00:00,16828,16828
6629,19/08/2020 , 14:15:00,16016,16016
6630,19/08/2020 , 14:30:00,22330,22330
6631,19/08/2020 , 14:45:00,11309,11309
6632,19/08/2020 , 15:00:00,35121,35121
6633,19/08/2020 , 15:15:00,36751,36751
6634,19/08/2020 , 15:30:00,35919,35919
6635,19/08/2020 , 15:45:00,35286,35286
6636,19/08/2020 , 16:00:00,34371,34371
6637,19/08/2020 , 16:15:00,23045,23045
6638,19/08/2020 , 16:30:00,32700,32700
6639,19/08/2020 , 16:45:00,31278,31278
6640,19/08/2020 , 17:00:00,29947,29947
6641,19/08/2020 , 17:15:00,29183,29183
6642,19/08/2020 , 17:30:00,27741,27741
6643,19/08/2020 , 17:45:00,26435,26435
6644,19/08/2020 , 18:00:00,23566,23566
6645,19/08/2020 , 18:15:00,17266,17266
6646,19/08/2020 , 18:30:00,22871,22871
6647,19/08/2020 , 18:45:00,10033,10033
6648,19/08/2020 , 19:00:00,5703,5703
6649,19/08/2020 , 19:15:00,4843,4843
6650,19/08/2020 , 19:30:00,4707,4707
6651,19/08/2020 , 19:45:00,4654,4654
6652,19/08/2020 , 20:00:00,4161,4161
6653,19/08/2020 , 20:15:00,3497,3497
6654,19/08/2020 , 20:30:00,3295,3295
6655,19/08/2020 , 20:45:00,2330,2330
6656,19/08/2020 , 21:00:00,1392,1392
6657,19/08/2020 , 21:15:00,1023,1023
6658,19/08/2020 , 21:30:00,676,676
6659,19/08/2020 , 21:45:00,379,379
6660,19/08/2020 , 22:00:00,178,178
6661,19/08/2020 , 22:15:00,56,56
6662,19/08/2020 , 22:30:00,14,14
6663,19/08/2020 , 22:45:00,3,3
6664,19/08/2020 , 23:00:00,0,0
6665,19/08/2020 , 23:15:00,0,0
6666,19/08/2020 , 23:30:00,0,0
6667,19/08/2020 , 23:45:00,0,0
6668,19/08/2020 , 24:00:00,0,0
6669,20/08/2020 , 00:15:00,0,0
6670,20/08/2020 , 00:30:00,0,0
6671,20/08/2020 , 00:45:00,0,0
6672,20/08/2020 , 01:00:00,0,0
6673,20/08/2020 , 01:15:00,0,0
6674,20/08/2020 , 01:30:00,0,0
6675,20/08/2020 , 01:45:00,0,0
6676,20/08/2020 , 02:00:00,0,0
6677,20/08/2020 , 02:15:00,0,0
6678,20/08/2020 , 02:30:00,0,0
6679,20/08/2020 , 02:45:00,0,0
6680,20/08/2020 , 03:00:00,0,0
6681,20/08/2020 , 03:15:00,0,0
6682,20/08/2020 , 03:30:00,0,0
6683,20/08/2020 , 03:45:00,0,0
6684,20/08/2020 , 04:00:00,0,0
6685,20/08/2020 , 04:15:00,0,0
6686,20/08/2020 , 04:30:00,0,0
6687,20/08/2020 , 04:45:00,0,0
6688,20/08/2020 , 05:00:00,0,0
6689,20/08/2020 , 05:15:00,0,0
6690,20/08/2020 , 05:30:00,8,8
6691,20/08/2020 , 05:45:00,26,26
6692,20/08/2020 , 06:00:00,72,72
6693,20/08/2020 , 06:15:00,155,155
6694,20/08/2020 , 06:30:00,211,211
6695,20/08/2020 , 06:45:00,280,280
6696,20/08/2020 , 07:00:00,437,437
6697,20/08/2020 , 07:15:00,843,843
6698,20/08/2020 , 07:30:00,1746,1746
6699,20/08/2020 , 07:45:00,2829,2829
6700,20/08/2020 , 08:00:00,3321,3321
6701,20/08/2020 , 08:15:00,3641,3641
6702,20/08/2020 , 08:30:00,3995,3995
6703,20/08/2020 , 08:45:00,5231,5231
6704,20/08/2020 , 09:00:00,6668,6668
6705,20/08/2020 , 09:15:00,7326,7326
6706,20/08/2020 , 09:30:00,6985,6985
6707,20/08/2020 , 09:45:00,6514,6514
6708,20/08/2020 , 10:00:00,5965,5965
6709,20/08/2020 , 10:15:00,5408,5408
6710,20/08/2020 , 10:30:00,4657,4657
6711,20/08/2020 , 10:45:00,4798,4798
6712,20/08/2020 , 11:00:00,4705,4705
6713,20/08/2020 , 11:15:00,5106,5106
6714,20/08/2020 , 11:30:00,7412,7412
6715,20/08/2020 , 11:45:00,10542,10542
6716,20/08/2020 , 12:00:00,11448,11448
6717,20/08/2020 , 12:15:00,10434,10434
6718,20/08/2020 , 12:30:00,11478,11478
6719,20/08/2020 , 12:45:00,12071,12071
6720,20/08/2020 , 13:00:00,13198,13198
6721,20/08/2020 , 13:15:00,22088,22088
6722,20/08/2020 , 13:30:00,26608,26608
6723,20/08/2020 , 13:45:00,23042,23042
6724,20/08/2020 , 14:00:00,13789,13789
6725,20/08/2020 , 14:15:00,7693,7693
6726,20/08/2020 , 14:30:00,15483,15483
6727,20/08/2020 , 14:45:00,12154,12154
6728,20/08/2020 , 15:00:00,25541,25541
6729,20/08/2020 , 15:15:00,24699,24699
6730,20/08/2020 , 15:30:00,24326,24326
6731,20/08/2020 , 15:45:00,20890,20890
6732,20/08/2020 , 16:00:00,19926,19926
6733,20/08/2020 , 16:15:00,15154,15154
6734,20/08/2020 , 16:30:00,15391,15391
6735,20/08/2020 , 16:45:00,12658,12658
6736,20/08/2020 , 17:00:00,12789,12789
6737,20/08/2020 , 17:15:00,12585,12585
6738,20/08/2020 , 17:30:00,5171,5171
6739,20/08/2020 , 17:45:00,1493,1493
6740,20/08/2020 , 18:00:00,1741,1741
6741,20/08/2020 , 18:15:00,1536,1536
6742,20/08/2020 , 18:30:00,1248,1248
6743,20/08/2020 , 18:45:00,913,913
6744,20/08/2020 , 19:00:00,828,828
6745,20/08/2020 , 19:15:00,1288,1288
6746,20/08/2020 , 19:30:00,2211,2211
6747,20/08/2020 , 19:45:00,2550,2550
6748,20/08/2020 , 20:00:00,2593,2593
6749,20/08/2020 , 20:15:00,1629,1629
6750,20/08/2020 , 20:30:00,1319,1319
6751,20/08/2020 , 20:45:00,1216,1216
6752,20/08/2020 , 21:00:00,784,784
6753,20/08/2020 , 21:15:00,526,526
6754,20/08/2020 , 21:30:00,392,392
6755,20/08/2020 , 21:45:00,246,246
6756,20/08/2020 , 22:00:00,126,126
6757,20/08/2020 , 22:15:00,50,50
6758,20/08/2020 , 22:30:00,12,12
6759,20/08/2020 , 22:45:00,2,2
6760,20/08/2020 , 23:00:00,0,0
6761,20/08/2020 , 23:15:00,0,0
6762,20/08/2020 , 23:30:00,0,0
6763,20/08/2020 , 23:45:00,0,0
6764,20/08/2020 , 24:00:00,0,0
6765,21/08/2020 , 00:15:00,0,0
6766,21/08/2020 , 00:30:00,0,0
6767,21/08/2020 , 00:45:00,0,0
6768,21/08/2020 , 01:00:00,0,0
6769,21/08/2020 , 01:15:00,0,0
6770,21/08/2020 , 01:30:00,0,0
6771,21/08/2020 , 01:45:00,0,0
6772,21/08/2020 , 02:00:00,0,0
6773,21/08/2020 , 02:15:00,0,0
6774,21/08/2020 , 02:30:00,0,0
6775,21/08/2020 , 02:45:00,0,0
6776,21/08/2020 , 03:00:00,0,0
6777,21/08/2020 , 03:15:00,0,0
6778,21/08/2020 , 03:30:00,0,0
6779,21/08/2020 , 03:45:00,0,0
6780,21/08/2020 , 04:00:00,0,0
6781,21/08/2020 , 04:15:00,0,0
6782,21/08/2020 , 04:30:00,0,0
6783,21/08/2020 , 04:45:00,0,0
6784,21/08/2020 , 05:00:00,0,0
6785,21/08/2020 , 05:15:00,1,1
6786,21/08/2020 , 05:30:00,10,10
6787,21/08/2020 , 05:45:00,45,45
6788,21/08/2020 , 06:00:00,138,138
6789,21/08/2020 , 06:15:00,273,273
6790,21/08/2020 , 06:30:00,443,443
6791,21/08/2020 , 06:45:00,727,727
6792,21/08/2020 , 07:00:00,1164,1164
6793,21/08/2020 , 07:15:00,1512,1512
6794,21/08/2020 , 07:30:00,1951,1951
6795,21/08/2020 , 07:45:00,1572,1572
6796,21/08/2020 , 08:00:00,1371,1371
6797,21/08/2020 , 08:15:00,2046,2046
6798,21/08/2020 , 08:30:00,2933,2933
6799,21/08/2020 , 08:45:00,3889,3889
6800,21/08/2020 , 09:00:00,4629,4629
6801,21/08/2020 , 09:15:00,5426,5426
6802,21/08/2020 , 09:30:00,5283,5283
6803,21/08/2020 , 09:45:00,6411,6411
6804,21/08/2020 , 10:00:00,7417,7417
6805,21/08/2020 , 10:15:00,8089,8089
6806,21/08/2020 , 10:30:00,6566,6566
6807,21/08/2020 , 10:45:00,6876,6876
6808,21/08/2020 , 11:00:00,8676,8676
6809,21/08/2020 , 11:15:00,8455,8455
6810,21/08/2020 , 11:30:00,7458,7458
6811,21/08/2020 , 11:45:00,6527,6527
6812,21/08/2020 , 12:00:00,8082,8082
6813,21/08/2020 , 12:15:00,10568,10568
6814,21/08/2020 , 12:30:00,12540,12540
6815,21/08/2020 , 12:45:00,13218,13218
6816,21/08/2020 , 13:00:00,12828,12828
6817,21/08/2020 , 13:15:00,12419,12419
6818,21/08/2020 , 13:30:00,13213,13213
6819,21/08/2020 , 13:45:00,19904,19904
6820,21/08/2020 , 14:00:00,17408,17408
6821,21/08/2020 , 14:15:00,16248,16248
6822,21/08/2020 , 14:30:00,17000,17000
6823,21/08/2020 , 14:45:00,14719,14719
6824,21/08/2020 , 15:00:00,34282,34282
6825,21/08/2020 , 15:15:00,37181,37181
6826,21/08/2020 , 15:30:00,26602,26602
6827,21/08/2020 , 15:45:00,20525,20525
6828,21/08/2020 , 16:00:00,20460,20460
6829,21/08/2020 , 16:15:00,19936,19936
6830,21/08/2020 , 16:30:00,16338,16338
6831,21/08/2020 , 16:45:00,14538,14538
6832,21/08/2020 , 17:00:00,16264,16264
6833,21/08/2020 , 17:15:00,16713,16713
6834,21/08/2020 , 17:30:00,22994,22994
6835,21/08/2020 , 17:45:00,15308,15308
6836,21/08/2020 , 18:00:00,12690,12690
6837,21/08/2020 , 18:15:00,12356,12356
6838,21/08/2020 , 18:30:00,12520,12520
6839,21/08/2020 , 18:45:00,15542,15542
6840,21/08/2020 , 19:00:00,5644,5644
6841,21/08/2020 , 19:15:00,7165,7165
6842,21/08/2020 , 19:30:00,8966,8966
6843,21/08/2020 , 19:45:00,4501,4501
6844,21/08/2020 , 20:00:00,1884,1884
6845,21/08/2020 , 20:15:00,1502,1502
6846,21/08/2020 , 20:30:00,1756,1756
6847,21/08/2020 , 20:45:00,1092,1092
6848,21/08/2020 , 21:00:00,775,775
6849,21/08/2020 , 21:15:00,582,582
6850,21/08/2020 , 21:30:00,378,378
6851,21/08/2020 , 21:45:00,221,221
