Site Name ,MOOS,,,
Site Number ,4,,,
Logger ,Integrating Light Sensor,,,
Logger Serial Number ,11617,,,
,,,,
,,,,
Scan No ,Date and Time,       Integrating Light,        ,
        ,        ,RAW VALUE ,CALIBRATED VALUE,
,,,,
3334,15/07/2020 , 06:30:00,941,941
3335,15/07/2020 , 06:45:00,1032,1032
3336,15/07/2020 , 07:00:00,1125,1125
3337,15/07/2020 , 07:15:00,1233,1233
3338,15/07/2020 , 07:30:00,1442,1442
3339,15/07/2020 , 07:45:00,1406,1406
3340,15/07/2020 , 08:00:00,1514,1514
3341,15/07/2020 , 08:15:00,1645,1645
3342,15/07/2020 , 08:30:00,1798,1798
3343,15/07/2020 , 08:45:00,3146,3146
3344,15/07/2020 , 09:00:00,2462,2462
3345,15/07/2020 , 09:15:00,4036,4036
3346,15/07/2020 , 09:30:00,4114,4114
3347,15/07/2020 , 09:45:00,5019,5019
3348,15/07/2020 , 10:00:00,7141,7141
3349,15/07/2020 , 10:15:00,8085,8085
3350,15/07/2020 , 10:30:00,9452,9452
3351,15/07/2020 , 10:45:00,10186,10186
3352,15/07/2020 , 11:00:00,10118,10118
3353,15/07/2020 , 11:15:00,10104,10104
3354,15/07/2020 , 11:30:00,10016,10016
3355,15/07/2020 , 11:45:00,8077,8077
3356,15/07/2020 , 12:00:00,14500,14500
3357,15/07/2020 , 12:15:00,10458,10458
3358,15/07/2020 , 12:30:00,22684,22684
3359,15/07/2020 , 12:45:00,32633,32633
3360,15/07/2020 , 13:00:00,20036,20036
3361,15/07/2020 , 13:15:00,15471,15471
3362,15/07/2020 , 13:30:00,29578,29578
3363,15/07/2020 , 13:45:00,28259,28259
3364,15/07/2020 , 14:00:00,28384,28384
3365,15/07/2020 , 14:15:00,32096,32096
3366,15/07/2020 , 14:30:00,14422,14422
3367,15/07/2020 , 14:45:00,14543,14543
3368,15/07/2020 , 15:00:00,26280,26280
3369,15/07/2020 , 15:15:00,22593,22593
3370,15/07/2020 , 15:30:00,10549,10549
3371,15/07/2020 , 15:45:00,7355,7355
3372,15/07/2020 , 16:00:00,6088,6088
3373,15/07/2020 , 16:15:00,6379,6379
3374,15/07/2020 , 16:30:00,5616,5616
3375,15/07/2020 , 16:45:00,5389,5389
3376,15/07/2020 , 17:00:00,4819,4819
3377,15/07/2020 , 17:15:00,6101,6101
3378,15/07/2020 , 17:30:00,6248,6248
3379,15/07/2020 , 17:45:00,6834,6834
3380,15/07/2020 , 18:00:00,4693,4693
3381,15/07/2020 , 18:15:00,4254,4254
3382,15/07/2020 , 18:30:00,3785,3785
3383,15/07/2020 , 18:45:00,4102,4102
3384,15/07/2020 , 19:00:00,5369,5369
3385,15/07/2020 , 19:15:00,5009,5009
3386,15/07/2020 , 19:30:00,3628,3628
3387,15/07/2020 , 19:45:00,3403,3403
3388,15/07/2020 , 20:00:00,3331,3331
3389,15/07/2020 , 20:15:00,2577,2577
3390,15/07/2020 , 20:30:00,2538,2538
3391,15/07/2020 , 20:45:00,2385,2385
3392,15/07/2020 , 21:00:00,2422,2422
3393,15/07/2020 , 21:15:00,2112,2112
3394,15/07/2020 , 21:30:00,1628,1628
3395,15/07/2020 , 21:45:00,1310,1310
3396,15/07/2020 , 22:00:00,1166,1166
3397,15/07/2020 , 22:15:00,488,488
3398,15/07/2020 , 22:30:00,347,347
3399,15/07/2020 , 22:45:00,279,279
3400,15/07/2020 , 23:00:00,239,239
3401,15/07/2020 , 23:15:00,179,179
3402,15/07/2020 , 23:30:00,127,127
3403,15/07/2020 , 23:45:00,109,109
3404,15/07/2020 , 24:00:00,57,57
3405,16/07/2020 , 00:15:00,25,25
3406,16/07/2020 , 00:30:00,18,18
3407,16/07/2020 , 00:45:00,14,14
3408,16/07/2020 , 01:00:00,11,11
3409,16/07/2020 , 01:15:00,9,9
3410,16/07/2020 , 01:30:00,7,7
3411,16/07/2020 , 01:45:00,5,5
3412,16/07/2020 , 02:00:00,5,5
3413,16/07/2020 , 02:15:00,5,5
3414,16/07/2020 , 02:30:00,5,5
3415,16/07/2020 , 02:45:00,8,8
3416,16/07/2020 , 03:00:00,10,10
3417,16/07/2020 , 03:15:00,14,14
3418,16/07/2020 , 03:30:00,22,22
3419,16/07/2020 , 03:45:00,32,32
3420,16/07/2020 , 04:00:00,52,52
3421,16/07/2020 , 04:15:00,76,76
3422,16/07/2020 , 04:30:00,123,123
3423,16/07/2020 , 04:45:00,255,255
3424,16/07/2020 , 05:00:00,374,374
3425,16/07/2020 , 05:15:00,422,422
3426,16/07/2020 , 05:30:00,426,426
3427,16/07/2020 , 05:45:00,612,612
3428,16/07/2020 , 06:00:00,1345,1345
3429,16/07/2020 , 06:15:00,1348,1348
3430,16/07/2020 , 06:30:00,1250,1250
3431,16/07/2020 , 06:45:00,1066,1066
3432,16/07/2020 , 07:00:00,1100,1100
3433,16/07/2020 , 07:15:00,1118,1118
3434,16/07/2020 , 07:30:00,1270,1270
3435,16/07/2020 , 07:45:00,1084,1084
3436,16/07/2020 , 08:00:00,598,598
3437,16/07/2020 , 08:15:00,527,527
3438,16/07/2020 , 08:30:00,553,553
3439,16/07/2020 , 08:45:00,820,820
3440,16/07/2020 , 09:00:00,1578,1578
3441,16/07/2020 , 09:15:00,1865,1865
3442,16/07/2020 , 09:30:00,2049,2049
3443,16/07/2020 , 09:45:00,1516,1516
3444,16/07/2020 , 10:00:00,2456,2456
3445,16/07/2020 , 10:15:00,2356,2356
3446,16/07/2020 , 10:30:00,2917,2917
3447,16/07/2020 , 10:45:00,2231,2231
3448,16/07/2020 , 11:00:00,3068,3068
3449,16/07/2020 , 11:15:00,4029,4029
3450,16/07/2020 , 11:30:00,5885,5885
3451,16/07/2020 , 11:45:00,9295,9295
3452,16/07/2020 , 12:00:00,10719,10719
3453,16/07/2020 , 12:15:00,13418,13418
3454,16/07/2020 , 12:30:00,9451,9451
3455,16/07/2020 , 12:45:00,14046,14046
3456,16/07/2020 , 13:00:00,19538,19538
3457,16/07/2020 , 13:15:00,7543,7543
3458,16/07/2020 , 13:30:00,24175,24175
3459,16/07/2020 , 13:45:00,7916,7916
3460,16/07/2020 , 14:00:00,18683,18683
3461,16/07/2020 , 14:15:00,40128,40128
3462,16/07/2020 , 14:30:00,22614,22614
3463,16/07/2020 , 14:45:00,14892,14892
3464,16/07/2020 , 15:00:00,40017,40017
3465,16/07/2020 , 15:15:00,24347,24347
3466,16/07/2020 , 15:30:00,7894,7894
3467,16/07/2020 , 15:45:00,7760,7760
3468,16/07/2020 , 16:00:00,8299,8299
3469,16/07/2020 , 16:15:00,5972,5972
3470,16/07/2020 , 16:30:00,5184,5184
3471,16/07/2020 , 16:45:00,5976,5976
3472,16/07/2020 , 17:00:00,6503,6503
3473,16/07/2020 , 17:15:00,6033,6033
3474,16/07/2020 , 17:30:00,4511,4511
3475,16/07/2020 , 17:45:00,5932,5932
3476,16/07/2020 , 18:00:00,6054,6054
3477,16/07/2020 , 18:15:00,5135,5135
3478,16/07/2020 , 18:30:00,5073,5073
3479,16/07/2020 , 18:45:00,4120,4120
3480,16/07/2020 , 19:00:00,2896,2896
3481,16/07/2020 , 19:15:00,2745,2745
3482,16/07/2020 , 19:30:00,2179,2179
3483,16/07/2020 , 19:45:00,1668,1668
3484,16/07/2020 , 20:00:00,2160,2160
3485,16/07/2020 , 20:15:00,2673,2673
3486,16/07/2020 , 20:30:00,3649,3649
3487,16/07/2020 , 20:45:00,3286,3286
3488,16/07/2020 , 21:00:00,2081,2081
3489,16/07/2020 , 21:15:00,1240,1240
3490,16/07/2020 , 21:30:00,1100,1100
3491,16/07/2020 , 21:45:00,986,986
3492,16/07/2020 , 22:00:00,803,803
3493,16/07/2020 , 22:15:00,842,842
3494,16/07/2020 , 22:30:00,750,750
3495,16/07/2020 , 22:45:00,504,504
3496,16/07/2020 , 23:00:00,352,352
3497,16/07/2020 , 23:15:00,261,261
3498,16/07/2020 , 23:30:00,165,165
3499,16/07/2020 , 23:45:00,102,102
3500,16/07/2020 , 24:00:00,58,58
3501,17/07/2020 , 00:15:00,32,32
3502,17/07/2020 , 00:30:00,18,18
3503,17/07/2020 , 00:45:00,10,10
3504,17/07/2020 , 01:00:00,5,5
3505,17/07/2020 , 01:15:00,4,4
3506,17/07/2020 , 01:30:00,4,4
3507,17/07/2020 , 01:45:00,3,3
3508,17/07/2020 , 02:00:00,2,2
3509,17/07/2020 , 02:15:00,2,2
3510,17/07/2020 , 02:30:00,1,1
3511,17/07/2020 , 02:45:00,1,1
3512,17/07/2020 , 03:00:00,3,3
3513,17/07/2020 , 03:15:00,4,4
3514,17/07/2020 , 03:30:00,3,3
3515,17/07/2020 , 03:45:00,4,4
3516,17/07/2020 , 04:00:00,5,5
3517,17/07/2020 , 04:15:00,13,13
3518,17/07/2020 , 04:30:00,25,25
3519,17/07/2020 , 04:45:00,73,73
3520,17/07/2020 , 05:00:00,138,138
3521,17/07/2020 , 05:15:00,241,241
3522,17/07/2020 , 05:30:00,212,212
3523,17/07/2020 , 05:45:00,280,280
3524,17/07/2020 , 06:00:00,351,351
3525,17/07/2020 , 06:15:00,423,423
3526,17/07/2020 , 06:30:00,395,395
3527,17/07/2020 , 06:45:00,832,832
3528,17/07/2020 , 07:00:00,755,755
3529,17/07/2020 , 07:15:00,1574,1574
3530,17/07/2020 , 07:30:00,3021,3021
3531,17/07/2020 , 07:45:00,2152,2152
3532,17/07/2020 , 08:00:00,1611,1611
3533,17/07/2020 , 08:15:00,1745,1745
3534,17/07/2020 , 08:30:00,1913,1913
3535,17/07/2020 , 08:45:00,2926,2926
3536,17/07/2020 , 09:00:00,2223,2223
3537,17/07/2020 , 09:15:00,3294,3294
3538,17/07/2020 , 09:30:00,3679,3679
3539,17/07/2020 , 09:45:00,2841,2841
3540,17/07/2020 , 10:00:00,5670,5670
3541,17/07/2020 , 10:15:00,6707,6707
3542,17/07/2020 , 10:30:00,6048,6048
3543,17/07/2020 , 10:45:00,7912,7912
3544,17/07/2020 , 11:00:00,9365,9365
3545,17/07/2020 , 11:15:00,6973,6973
3546,17/07/2020 , 11:30:00,9263,9263
3547,17/07/2020 , 11:45:00,8761,8761
3548,17/07/2020 , 12:00:00,5223,5223
3549,17/07/2020 , 12:15:00,9977,9977
3550,17/07/2020 , 12:30:00,19044,19044
3551,17/07/2020 , 12:45:00,13950,13950
3552,17/07/2020 , 13:00:00,9202,9202
3553,17/07/2020 , 13:15:00,7697,7697
3554,17/07/2020 , 13:30:00,25043,25043
3555,17/07/2020 , 13:45:00,19146,19146
3556,17/07/2020 , 14:00:00,27962,27962
3557,17/07/2020 , 14:15:00,28311,28311
3558,17/07/2020 , 14:30:00,23532,23532
3559,17/07/2020 , 14:45:00,15842,15842
3560,17/07/2020 , 15:00:00,34909,34909
3561,17/07/2020 , 15:15:00,26341,26341
3562,17/07/2020 , 15:30:00,6317,6317
3563,17/07/2020 , 15:45:00,4752,4752
3564,17/07/2020 , 16:00:00,6473,6473
3565,17/07/2020 , 16:15:00,7252,7252
3566,17/07/2020 , 16:30:00,6019,6019
3567,17/07/2020 , 16:45:00,6995,6995
3568,17/07/2020 , 17:00:00,7102,7102
3569,17/07/2020 , 17:15:00,5848,5848
3570,17/07/2020 , 17:30:00,6252,6252
3571,17/07/2020 , 17:45:00,7099,7099
3572,17/07/2020 , 18:00:00,3806,3806
3573,17/07/2020 , 18:15:00,5974,5974
3574,17/07/2020 , 18:30:00,4075,4075
3575,17/07/2020 , 18:45:00,4093,4093
3576,17/07/2020 , 19:00:00,4328,4328
3577,17/07/2020 , 19:15:00,3998,3998
3578,17/07/2020 , 19:30:00,3886,3886
3579,17/07/2020 , 19:45:00,2492,2492
3580,17/07/2020 , 20:00:00,2236,2236
3581,17/07/2020 , 20:15:00,2699,2699
3582,17/07/2020 , 20:30:00,2156,2156
3583,17/07/2020 , 20:45:00,1684,1684
3584,17/07/2020 , 21:00:00,1659,1659
3585,17/07/2020 , 21:15:00,1365,1365
3586,17/07/2020 , 21:30:00,884,884
3587,17/07/2020 , 21:45:00,471,471
3588,17/07/2020 , 22:00:00,305,305
3589,17/07/2020 , 22:15:00,226,226
3590,17/07/2020 , 22:30:00,188,188
3591,17/07/2020 , 22:45:00,260,260
3592,17/07/2020 , 23:00:00,208,208
3593,17/07/2020 , 23:15:00,215,215
3594,17/07/2020 , 23:30:00,152,152
3595,17/07/2020 , 23:45:00,76,76
3596,17/07/2020 , 24:00:00,51,51
3597,18/07/2020 , 00:15:00,26,26
3598,18/07/2020 , 00:30:00,13,13
3599,18/07/2020 , 00:45:00,7,7
3600,18/07/2020 , 01:00:00,3,3
3601,18/07/2020 , 01:15:00,3,3
3602,18/07/2020 , 01:30:00,1,1
3603,18/07/2020 , 01:45:00,0,0
3604,18/07/2020 , 02:00:00,0,0
3605,18/07/2020 , 02:15:00,0,0
3606,18/07/2020 , 02:30:00,1,1
3607,18/07/2020 , 02:45:00,2,2
3608,18/07/2020 , 03:00:00,2,2
3609,18/07/2020 , 03:15:00,5,5
3610,18/07/2020 , 03:30:00,9,9
3611,18/07/2020 , 03:45:00,18,18
3612,18/07/2020 , 04:00:00,29,29
3613,18/07/2020 , 04:15:00,49,49
3614,18/07/2020 , 04:30:00,82,82
3615,18/07/2020 , 04:45:00,98,98
3616,18/07/2020 , 05:00:00,103,103
3617,18/07/2020 , 05:15:00,115,115
3618,18/07/2020 , 05:30:00,231,231
3619,18/07/2020 , 05:45:00,412,412
3620,18/07/2020 , 06:00:00,700,700
3621,18/07/2020 , 06:15:00,538,538
3622,18/07/2020 , 06:30:00,702,702
3623,18/07/2020 , 06:45:00,1022,1022
3624,18/07/2020 , 07:00:00,549,549
3625,18/07/2020 , 07:15:00,603,603
3626,18/07/2020 , 07:30:00,915,915
3627,18/07/2020 , 07:45:00,949,949
3628,18/07/2020 , 08:00:00,1122,1122
3629,18/07/2020 , 08:15:00,1906,1906
3630,18/07/2020 , 08:30:00,2759,2759
3631,18/07/2020 , 08:45:00,3569,3569
3632,18/07/2020 , 09:00:00,4793,4793
3633,18/07/2020 , 09:15:00,3440,3440
3634,18/07/2020 , 09:30:00,3895,3895
3635,18/07/2020 , 09:45:00,3281,3281
3636,18/07/2020 , 10:00:00,3604,3604
3637,18/07/2020 , 10:15:00,3642,3642
3638,18/07/2020 , 10:30:00,3115,3115
3639,18/07/2020 , 10:45:00,5938,5938
3640,18/07/2020 , 11:00:00,7275,7275
3641,18/07/2020 , 11:15:00,9463,9463
3642,18/07/2020 , 11:30:00,9270,9270
3643,18/07/2020 , 11:45:00,9398,9398
3644,18/07/2020 , 12:00:00,7923,7923
3645,18/07/2020 , 12:15:00,7642,7642
3646,18/07/2020 , 12:30:00,9209,9209
3647,18/07/2020 , 12:45:00,16092,16092
3648,18/07/2020 , 13:00:00,15724,15724
3649,18/07/2020 , 13:15:00,15172,15172
3650,18/07/2020 , 13:30:00,21267,21267
3651,18/07/2020 , 13:45:00,33272,33272
3652,18/07/2020 , 14:00:00,35202,35202
3653,18/07/2020 , 14:15:00,33575,33575
3654,18/07/2020 , 14:30:00,15154,15154
3655,18/07/2020 , 14:45:00,4818,4818
3656,18/07/2020 , 15:00:00,2080,2080
3657,18/07/2020 , 15:15:00,6263,6263
3658,18/07/2020 , 15:30:00,9546,9546
3659,18/07/2020 , 15:45:00,7020,7020
3660,18/07/2020 , 16:00:00,4492,4492
3661,18/07/2020 , 16:15:00,3978,3978
3662,18/07/2020 , 16:30:00,4324,4324
3663,18/07/2020 , 16:45:00,4053,4053
3664,18/07/2020 , 17:00:00,6015,6015
3665,18/07/2020 , 17:15:00,3768,3768
3666,18/07/2020 , 17:30:00,5463,5463
3667,18/07/2020 , 17:45:00,5649,5649
3668,18/07/2020 , 18:00:00,4291,4291
3669,18/07/2020 , 18:15:00,3899,3899
3670,18/07/2020 , 18:30:00,5054,5054
3671,18/07/2020 , 18:45:00,4581,4581
3672,18/07/2020 , 19:00:00,2659,2659
3673,18/07/2020 , 19:15:00,4151,4151
3674,18/07/2020 , 19:30:00,3799,3799
3675,18/07/2020 , 19:45:00,3719,3719
3676,18/07/2020 , 20:00:00,2073,2073
3677,18/07/2020 , 20:15:00,2387,2387
3678,18/07/2020 , 20:30:00,1654,1654
3679,18/07/2020 , 20:45:00,1358,1358
3680,18/07/2020 , 21:00:00,1147,1147
3681,18/07/2020 , 21:15:00,969,969
3682,18/07/2020 , 21:30:00,858,858
3683,18/07/2020 , 21:45:00,907,907
3684,18/07/2020 , 22:00:00,1978,1978
3685,18/07/2020 , 22:15:00,1467,1467
3686,18/07/2020 , 22:30:00,731,731
3687,18/07/2020 , 22:45:00,467,467
3688,18/07/2020 , 23:00:00,250,250
3689,18/07/2020 , 23:15:00,180,180
3690,18/07/2020 , 23:30:00,138,138
3691,18/07/2020 , 23:45:00,84,84
3692,18/07/2020 , 24:00:00,53,53
3693,19/07/2020 , 00:15:00,36,36
3694,19/07/2020 , 00:30:00,20,20
3695,19/07/2020 , 00:45:00,8,8
3696,19/07/2020 , 01:00:00,3,3
3697,19/07/2020 , 01:15:00,2,2
3698,19/07/2020 , 01:30:00,2,2
3699,19/07/2020 , 01:45:00,2,2
3700,19/07/2020 , 02:00:00,0,0
3701,19/07/2020 , 02:15:00,1,1
3702,19/07/2020 , 02:30:00,2,2
3703,19/07/2020 , 02:45:00,2,2
3704,19/07/2020 , 03:00:00,6,6
3705,19/07/2020 , 03:15:00,8,8
3706,19/07/2020 , 03:30:00,15,15
3707,19/07/2020 , 03:45:00,30,30
3708,19/07/2020 , 04:00:00,52,52
3709,19/07/2020 , 04:15:00,88,88
3710,19/07/2020 , 04:30:00,155,155
3711,19/07/2020 , 04:45:00,243,243
3712,19/07/2020 , 05:00:00,255,255
3713,19/07/2020 , 05:15:00,299,299
3714,19/07/2020 , 05:30:00,333,333
3715,19/07/2020 , 05:45:00,675,675
3716,19/07/2020 , 06:00:00,246,246
3717,19/07/2020 , 06:15:00,289,289
3718,19/07/2020 , 06:30:00,786,786
3719,19/07/2020 , 06:45:00,1129,1129
3720,19/07/2020 , 07:00:00,1502,1502
3721,19/07/2020 , 07:15:00,2723,2723
3722,19/07/2020 , 07:30:00,2526,2526
3723,19/07/2020 , 07:45:00,3303,3303
3724,19/07/2020 , 08:00:00,3723,3723
3725,19/07/2020 , 08:15:00,3932,3932
3726,19/07/2020 , 08:30:00,3051,3051
3727,19/07/2020 , 08:45:00,2767,2767
3728,19/07/2020 , 09:00:00,4162,4162
3729,19/07/2020 , 09:15:00,3389,3389
3730,19/07/2020 , 09:30:00,3291,3291
3731,19/07/2020 , 09:45:00,4580,4580
3732,19/07/2020 , 10:00:00,4519,4519
3733,19/07/2020 , 10:15:00,4857,4857
3734,19/07/2020 , 10:30:00,3077,3077
3735,19/07/2020 , 10:45:00,4075,4075
3736,19/07/2020 , 11:00:00,12751,12751
3737,19/07/2020 , 11:15:00,15316,15316
3738,19/07/2020 , 11:30:00,10942,10942
3739,19/07/2020 , 11:45:00,9403,9403
3740,19/07/2020 , 12:00:00,10983,10983
3741,19/07/2020 , 12:15:00,10781,10781
3742,19/07/2020 , 12:30:00,16341,16341
3743,19/07/2020 , 12:45:00,21788,21788
3744,19/07/2020 , 13:00:00,13825,13825
3745,19/07/2020 , 13:15:00,17713,17713
3746,19/07/2020 , 13:30:00,31441,31441
3747,19/07/2020 , 13:45:00,39278,39278
3748,19/07/2020 , 14:00:00,41186,41186
3749,19/07/2020 , 14:15:00,36381,36381
3750,19/07/2020 , 14:30:00,21843,21843
3751,19/07/2020 , 14:45:00,15383,15383
3752,19/07/2020 , 15:00:00,37288,37288
3753,19/07/2020 , 15:15:00,28018,28018
3754,19/07/2020 , 15:30:00,6467,6467
3755,19/07/2020 , 15:45:00,4680,4680
3756,19/07/2020 , 16:00:00,4647,4647
3757,19/07/2020 , 16:15:00,3702,3702
3758,19/07/2020 , 16:30:00,4556,4556
3759,19/07/2020 , 16:45:00,4812,4812
3760,19/07/2020 , 17:00:00,3599,3599
3761,19/07/2020 , 17:15:00,8332,8332
3762,19/07/2020 , 17:30:00,4062,4062
3763,19/07/2020 , 17:45:00,7061,7061
3764,19/07/2020 , 18:00:00,2769,2769
3765,19/07/2020 , 18:15:00,3381,3381
3766,19/07/2020 , 18:30:00,2960,2960
3767,19/07/2020 , 18:45:00,2752,2752
3768,19/07/2020 , 19:00:00,2530,2530
3769,19/07/2020 , 19:15:00,2609,2609
3770,19/07/2020 , 19:30:00,2479,2479
3771,19/07/2020 , 19:45:00,1932,1932
3772,19/07/2020 , 20:00:00,1527,1527
3773,19/07/2020 , 20:15:00,1388,1388
3774,19/07/2020 , 20:30:00,1214,1214
3775,19/07/2020 , 20:45:00,1133,1133
3776,19/07/2020 , 21:00:00,1064,1064
3777,19/07/2020 , 21:15:00,973,973
3778,19/07/2020 , 21:30:00,877,877
3779,19/07/2020 , 21:45:00,798,798
3780,19/07/2020 , 22:00:00,716,716
3781,19/07/2020 , 22:15:00,621,621
3782,19/07/2020 , 22:30:00,544,544
3783,19/07/2020 , 22:45:00,421,421
3784,19/07/2020 , 23:00:00,318,318
3785,19/07/2020 , 23:15:00,227,227
3786,19/07/2020 , 23:30:00,153,153
3787,19/07/2020 , 23:45:00,97,97
3788,19/07/2020 , 24:00:00,61,61
3789,20/07/2020 , 00:15:00,35,35
3790,20/07/2020 , 00:30:00,20,20
3791,20/07/2020 , 00:45:00,11,11
3792,20/07/2020 , 01:00:00,6,6
3793,20/07/2020 , 01:15:00,4,4
3794,20/07/2020 , 01:30:00,3,3
3795,20/07/2020 , 01:45:00,3,3
3796,20/07/2020 , 02:00:00,2,2
3797,20/07/2020 , 02:15:00,2,2
3798,20/07/2020 , 02:30:00,3,3
3799,20/07/2020 , 02:45:00,4,4
3800,20/07/2020 , 03:00:00,6,6
3801,20/07/2020 , 03:15:00,10,10
3802,20/07/2020 , 03:30:00,17,17
3803,20/07/2020 , 03:45:00,32,32
3804,20/07/2020 , 04:00:00,57,57
3805,20/07/2020 , 04:15:00,94,94
3806,20/07/2020 , 04:30:00,149,149
3807,20/07/2020 , 04:45:00,223,223
3808,20/07/2020 , 05:00:00,314,314
3809,20/07/2020 , 05:15:00,421,421
3810,20/07/2020 , 05:30:00,530,530
3811,20/07/2020 , 05:45:00,649,649
3812,20/07/2020 , 06:00:00,752,752
3813,20/07/2020 , 06:15:00,864,864
3814,20/07/2020 , 06:30:00,995,995
3815,20/07/2020 , 06:45:00,1059,1059
3816,20/07/2020 , 07:00:00,1110,1110
3817,20/07/2020 , 07:15:00,1236,1236
3818,20/07/2020 , 07:30:00,1360,1360
3819,20/07/2020 , 07:45:00,1399,1399
3820,20/07/2020 , 08:00:00,1502,1502
3821,20/07/2020 , 08:15:00,1639,1639
3822,20/07/2020 , 08:30:00,1729,1729
3823,20/07/2020 , 08:45:00,1936,1936
3824,20/07/2020 , 09:00:00,1966,1966
3825,20/07/2020 , 09:15:00,2100,2100
3826,20/07/2020 , 09:30:00,2754,2754
3827,20/07/2020 , 09:45:00,2484,2484
3828,20/07/2020 , 10:00:00,3055,3055
3829,20/07/2020 , 10:15:00,3304,3304
3830,20/07/2020 , 10:30:00,2817,2817
3831,20/07/2020 , 10:45:00,2992,2992
3832,20/07/2020 , 11:00:00,15445,15445
3833,20/07/2020 , 11:15:00,16935,16935
3834,20/07/2020 , 11:30:00,7997,7997
3835,20/07/2020 , 11:45:00,10694,10694
3836,20/07/2020 , 12:00:00,15474,15474
3837,20/07/2020 , 12:15:00,10037,10037
3838,20/07/2020 , 12:30:00,17549,17549
3839,20/07/2020 , 12:45:00,24267,24267
3840,20/07/2020 , 13:00:00,8149,8149
3841,20/07/2020 , 13:15:00,14917,14917
3842,20/07/2020 , 13:30:00,27184,27184
3843,20/07/2020 , 13:45:00,17208,17208
3844,20/07/2020 , 14:00:00,26227,26227
3845,20/07/2020 , 14:15:00,29386,29386
3846,20/07/2020 , 14:30:00,25040,25040
3847,20/07/2020 , 14:45:00,22323,22323
3848,20/07/2020 , 15:00:00,39264,39264
3849,20/07/2020 , 15:15:00,25188,25188
3850,20/07/2020 , 15:30:00,8704,8704
3851,20/07/2020 , 15:45:00,6030,6030
3852,20/07/2020 , 16:00:00,7713,7713
3853,20/07/2020 , 16:15:00,5553,5553
3854,20/07/2020 , 16:30:00,5833,5833
3855,20/07/2020 , 16:45:00,5465,5465
3856,20/07/2020 , 17:00:00,4909,4909
3857,20/07/2020 , 17:15:00,8963,8963
3858,20/07/2020 , 17:30:00,7288,7288
3859,20/07/2020 , 17:45:00,5656,5656
3860,20/07/2020 , 18:00:00,4470,4470
3861,20/07/2020 , 18:15:00,6202,6202
3862,20/07/2020 , 18:30:00,6207,6207
3863,20/07/2020 , 18:45:00,4158,4158
3864,20/07/2020 , 19:00:00,3111,3111
3865,20/07/2020 , 19:15:00,1892,1892
3866,20/07/2020 , 19:30:00,2296,2296
3867,20/07/2020 , 19:45:00,1766,1766
3868,20/07/2020 , 20:00:00,925,925
3869,20/07/2020 , 20:15:00,2132,2132
3870,20/07/2020 , 20:30:00,3249,3249
3871,20/07/2020 , 20:45:00,1268,1268
3872,20/07/2020 , 21:00:00,761,761
3873,20/07/2020 , 21:15:00,769,769
3874,20/07/2020 , 21:30:00,1424,1424
3875,20/07/2020 , 21:45:00,1095,1095
3876,20/07/2020 , 22:00:00,926,926
3877,20/07/2020 , 22:15:00,705,705
3878,20/07/2020 , 22:30:00,566,566
3879,20/07/2020 , 22:45:00,451,451
3880,20/07/2020 , 23:00:00,264,264
3881,20/07/2020 , 23:15:00,140,140
3882,20/07/2020 , 23:30:00,54,54
3883,20/07/2020 , 23:45:00,21,21
3884,20/07/2020 , 24:00:00,17,17
3885,21/07/2020 , 00:15:00,13,13
3886,21/07/2020 , 00:30:00,7,7
3887,21/07/2020 , 00:45:00,2,2
3888,21/07/2020 , 01:00:00,1,1
3889,21/07/2020 , 01:15:00,0,0
3890,21/07/2020 , 01:30:00,0,0
3891,21/07/2020 , 01:45:00,0,0
3892,21/07/2020 , 02:00:00,0,0
3893,21/07/2020 , 02:15:00,0,0
3894,21/07/2020 , 02:30:00,0,0
3895,21/07/2020 , 02:45:00,0,0
3896,21/07/2020 , 03:00:00,0,0
3897,21/07/2020 , 03:15:00,0,0
3898,21/07/2020 , 03:30:00,2,2
3899,21/07/2020 , 03:45:00,6,6
3900,21/07/2020 , 04:00:00,14,14
3901,21/07/2020 , 04:15:00,19,19
3902,21/07/2020 , 04:30:00,31,31
3903,21/07/2020 , 04:45:00,34,34
3904,21/07/2020 , 05:00:00,52,52
3905,21/07/2020 , 05:15:00,72,72
3906,21/07/2020 , 05:30:00,111,111
3907,21/07/2020 , 05:45:00,256,256
3908,21/07/2020 , 06:00:00,226,226
3909,21/07/2020 , 06:15:00,187,187
3910,21/07/2020 , 06:30:00,256,256
3911,21/07/2020 , 06:45:00,455,455
3912,21/07/2020 , 07:00:00,509,509
3913,21/07/2020 , 07:15:00,529,529
3914,21/07/2020 , 07:30:00,740,740
3915,21/07/2020 , 07:45:00,524,524
3916,21/07/2020 , 08:00:00,550,550
3917,21/07/2020 , 08:15:00,662,662
3918,21/07/2020 , 08:30:00,852,852
3919,21/07/2020 , 08:45:00,1406,1406
3920,21/07/2020 , 09:00:00,1376,1376
3921,21/07/2020 , 09:15:00,1708,1708
3922,21/07/2020 , 09:30:00,1808,1808
3923,21/07/2020 , 09:45:00,1936,1936
3924,21/07/2020 , 10:00:00,2412,2412
3925,21/07/2020 , 10:15:00,2948,2948
3926,21/07/2020 , 10:30:00,1753,1753
3927,21/07/2020 , 10:45:00,1035,1035
3928,21/07/2020 , 11:00:00,1586,1586
3929,21/07/2020 , 11:15:00,1713,1713
3930,21/07/2020 , 11:30:00,2214,2214
