Site Name ,MOOS,,,
Site Number ,4,,,
Logger ,Integrating Light Sensor,,,
Logger Serial Number ,11617,,,
,,,,
,,,,
Scan No ,Date and Time,       Integrating Light,        ,
        ,        ,RAW VALUE ,CALIBRATED VALUE,
,,,,
6351,15/08/2020 , 16:45:00,2161,2161
6352,15/08/2020 , 17:00:00,2517,2517
6353,15/08/2020 , 17:15:00,2400,2400
6354,15/08/2020 , 17:30:00,2872,2872
6355,15/08/2020 , 17:45:00,3731,3731
6356,15/08/2020 , 18:00:00,3442,3442
6357,15/08/2020 , 18:15:00,1508,1508
6358,15/08/2020 , 18:30:00,1753,1753
6359,15/08/2020 , 18:45:00,1722,1722
6360,15/08/2020 , 19:00:00,1549,1549
6361,15/08/2020 , 19:15:00,1368,1368
6362,15/08/2020 , 19:30:00,1282,1282
6363,15/08/2020 , 19:45:00,1216,1216
6364,15/08/2020 , 20:00:00,1094,1094
6365,15/08/2020 , 20:15:00,799,799
6366,15/08/2020 , 20:30:00,722,722
6367,15/08/2020 , 20:45:00,655,655
6368,15/08/2020 , 21:00:00,609,609
6369,15/08/2020 , 21:15:00,485,485
6370,15/08/2020 , 21:30:00,360,360
6371,15/08/2020 , 21:45:00,248,248
6372,15/08/2020 , 22:00:00,153,153
6373,15/08/2020 , 22:15:00,79,79
6374,15/08/2020 , 22:30:00,30,30
6375,15/08/2020 , 22:45:00,9,9
6376,15/08/2020 , 23:00:00,2,2
6377,15/08/2020 , 23:15:00,0,0
6378,15/08/2020 , 23:30:00,0,0
6379,15/08/2020 , 23:45:00,0,0
6380,15/08/2020 , 24:00:00,0,0
6381,16/08/2020 , 00:15:00,0,0
6382,16/08/2020 , 00:30:00,0,0
6383,16/08/2020 , 00:45:00,0,0
6384,16/08/2020 , 01:00:00,0,0
6385,16/08/2020 , 01:15:00,0,0
6386,16/08/2020 , 01:30:00,0,0
6387,16/08/2020 , 01:45:00,0,0
6388,16/08/2020 , 02:00:00,0,0
6389,16/08/2020 , 02:15:00,0,0
6390,16/08/2020 , 02:30:00,0,0
6391,16/08/2020 , 02:45:00,0,0
6392,16/08/2020 , 03:00:00,0,0
6393,16/08/2020 , 03:15:00,0,0
6394,16/08/2020 , 03:30:00,0,0
6395,16/08/2020 , 03:45:00,0,0
6396,16/08/2020 , 04:00:00,0,0
6397,16/08/2020 , 04:15:00,0,0
6398,16/08/2020 , 04:30:00,0,0
6399,16/08/2020 , 04:45:00,0,0
6400,16/08/2020 , 05:00:00,2,2
6401,16/08/2020 , 05:15:00,11,11
6402,16/08/2020 , 05:30:00,35,35
6403,16/08/2020 , 05:45:00,84,84
6404,16/08/2020 , 06:00:00,169,169
6405,16/08/2020 , 06:15:00,288,288
6406,16/08/2020 , 06:30:00,432,432
6407,16/08/2020 , 06:45:00,586,586
6408,16/08/2020 , 07:00:00,742,742
6409,16/08/2020 , 07:15:00,897,897
6410,16/08/2020 , 07:30:00,1060,1060
6411,16/08/2020 , 07:45:00,1208,1208
6412,16/08/2020 , 08:00:00,1325,1325
6413,16/08/2020 , 08:15:00,1473,1473
6414,16/08/2020 , 08:30:00,1606,1606
6415,16/08/2020 , 08:45:00,1735,1735
6416,16/08/2020 , 09:00:00,1858,1858
6417,16/08/2020 , 09:15:00,2184,2184
6418,16/08/2020 , 09:30:00,2452,2452
6419,16/08/2020 , 09:45:00,2504,2504
6420,16/08/2020 , 10:00:00,2790,2790
6421,16/08/2020 , 10:15:00,2910,2910
6422,16/08/2020 , 10:30:00,3222,3222
6423,16/08/2020 , 10:45:00,3381,3381
6424,16/08/2020 , 11:00:00,4816,4816
6425,16/08/2020 , 11:15:00,3976,3976
6426,16/08/2020 , 11:30:00,4633,4633
6427,16/08/2020 , 11:45:00,10324,10324
6428,16/08/2020 , 12:00:00,8014,8014
6429,16/08/2020 , 12:15:00,6674,6674
6430,16/08/2020 , 12:30:00,5743,5743
6431,16/08/2020 , 12:45:00,13308,13308
6432,16/08/2020 , 13:00:00,11556,11556
6433,16/08/2020 , 13:15:00,19354,19354
6434,16/08/2020 , 13:30:00,14732,14732
6435,16/08/2020 , 13:45:00,19540,19540
6436,16/08/2020 , 14:00:00,30116,30116
6437,16/08/2020 , 14:15:00,28808,28808
6438,16/08/2020 , 14:30:00,24906,24906
6439,16/08/2020 , 14:45:00,11912,11912
6440,16/08/2020 , 15:00:00,18959,18959
6441,16/08/2020 , 15:15:00,18414,18414
6442,16/08/2020 , 15:30:00,4394,4394
6443,16/08/2020 , 15:45:00,3835,3835
6444,16/08/2020 , 16:00:00,3722,3722
6445,16/08/2020 , 16:15:00,3704,3704
6446,16/08/2020 , 16:30:00,4666,4666
6447,16/08/2020 , 16:45:00,3176,3176
6448,16/08/2020 , 17:00:00,3140,3140
6449,16/08/2020 , 17:15:00,2993,2993
6450,16/08/2020 , 17:30:00,3789,3789
6451,16/08/2020 , 17:45:00,4175,4175
6452,16/08/2020 , 18:00:00,2514,2514
6453,16/08/2020 , 18:15:00,2322,2322
6454,16/08/2020 , 18:30:00,2081,2081
6455,16/08/2020 , 18:45:00,1994,1994
6456,16/08/2020 , 19:00:00,1985,1985
6457,16/08/2020 , 19:15:00,1866,1866
6458,16/08/2020 , 19:30:00,1786,1786
6459,16/08/2020 , 19:45:00,1526,1526
6460,16/08/2020 , 20:00:00,1353,1353
6461,16/08/2020 , 20:15:00,1187,1187
6462,16/08/2020 , 20:30:00,1014,1014
6463,16/08/2020 , 20:45:00,857,857
6464,16/08/2020 , 21:00:00,701,701
6465,16/08/2020 , 21:15:00,526,526
6466,16/08/2020 , 21:30:00,372,372
6467,16/08/2020 , 21:45:00,246,246
6468,16/08/2020 , 22:00:00,145,145
6469,16/08/2020 , 22:15:00,74,74
6470,16/08/2020 , 22:30:00,26,26
6471,16/08/2020 , 22:45:00,5,5
6472,16/08/2020 , 23:00:00,1,1
6473,16/08/2020 , 23:15:00,0,0
6474,16/08/2020 , 23:30:00,0,0
6475,16/08/2020 , 23:45:00,0,0
6476,16/08/2020 , 24:00:00,0,0
6477,17/08/2020 , 00:15:00,0,0
6478,17/08/2020 , 00:30:00,0,0
6479,17/08/2020 , 00:45:00,0,0
6480,17/08/2020 , 01:00:00,0,0
6481,17/08/2020 , 01:15:00,0,0
6482,17/08/2020 , 01:30:00,0,0
6483,17/08/2020 , 01:45:00,0,0
6484,17/08/2020 , 02:00:00,0,0
6485,17/08/2020 , 02:15:00,0,0
6486,17/08/2020 , 02:30:00,0,0
6487,17/08/2020 , 02:45:00,0,0
6488,17/08/2020 , 03:00:00,0,0
6489,17/08/2020 , 03:15:00,0,0
6490,17/08/2020 , 03:30:00,0,0
6491,17/08/2020 , 03:45:00,0,0
6492,17/08/2020 , 04:00:00,0,0
6493,17/08/2020 , 04:15:00,0,0
6494,17/08/2020 , 04:30:00,0,0
6495,17/08/2020 , 04:45:00,0,0
6496,17/08/2020 , 05:00:00,1,1
6497,17/08/2020 , 05:15:00,7,7
6498,17/08/2020 , 05:30:00,26,26
6499,17/08/2020 , 05:45:00,66,66
6500,17/08/2020 , 06:00:00,144,144
6501,17/08/2020 , 06:15:00,276,276
6502,17/08/2020 , 06:30:00,433,433
6503,17/08/2020 , 06:45:00,593,593
6504,17/08/2020 , 07:00:00,747,747
6505,17/08/2020 , 07:15:00,893,893
6506,17/08/2020 , 07:30:00,1132,1132
6507,17/08/2020 , 07:45:00,1318,1318
6508,17/08/2020 , 08:00:00,1435,1435
6509,17/08/2020 , 08:15:00,1590,1590
6510,17/08/2020 , 08:30:00,1657,1657
6511,17/08/2020 , 08:45:00,1755,1755
6512,17/08/2020 , 09:00:00,1852,1852
6513,17/08/2020 , 09:15:00,2184,2184
6514,17/08/2020 , 09:30:00,2205,2205
6515,17/08/2020 , 09:45:00,2209,2209
6516,17/08/2020 , 10:00:00,2335,2335
6517,17/08/2020 , 10:15:00,2423,2423
6518,17/08/2020 , 10:30:00,2752,2752
6519,17/08/2020 , 10:45:00,2883,2883
6520,17/08/2020 , 11:00:00,3648,3648
6521,17/08/2020 , 11:15:00,3527,3527
6522,17/08/2020 , 11:30:00,3859,3859
6523,17/08/2020 , 11:45:00,8867,8867
6524,17/08/2020 , 12:00:00,7704,7704
6525,17/08/2020 , 12:15:00,5141,5141
6526,17/08/2020 , 12:30:00,3933,3933
6527,17/08/2020 , 12:45:00,14696,14696
6528,17/08/2020 , 13:00:00,9938,9938
6529,17/08/2020 , 13:15:00,19911,19911
6530,17/08/2020 , 13:30:00,12722,12722
6531,17/08/2020 , 13:45:00,23736,23736
6532,17/08/2020 , 14:00:00,32075,32075
6533,17/08/2020 , 14:15:00,31262,31262
6534,17/08/2020 , 14:30:00,23735,23735
6535,17/08/2020 , 14:45:00,14511,14511
6536,17/08/2020 , 15:00:00,18590,18590
6537,17/08/2020 , 15:15:00,13376,13376
6538,17/08/2020 , 15:30:00,3312,3312
6539,17/08/2020 , 15:45:00,2761,2761
6540,17/08/2020 , 16:00:00,2632,2632
6541,17/08/2020 , 16:15:00,2889,2889
6542,17/08/2020 , 16:30:00,4848,4848
6543,17/08/2020 , 16:45:00,2250,2250
6544,17/08/2020 , 17:00:00,2635,2635
6545,17/08/2020 , 17:15:00,2165,2165
6546,17/08/2020 , 17:30:00,3279,3279
6547,17/08/2020 , 17:45:00,3318,3318
6548,17/08/2020 , 18:00:00,1824,1824
6549,17/08/2020 , 18:15:00,1668,1668
6550,17/08/2020 , 18:30:00,1620,1620
6551,17/08/2020 , 18:45:00,1585,1585
6552,17/08/2020 , 19:00:00,1467,1467
6553,17/08/2020 , 19:15:00,1338,1338
6554,17/08/2020 , 19:30:00,1252,1252
6555,17/08/2020 , 19:45:00,1159,1159
6556,17/08/2020 , 20:00:00,1069,1069
6557,17/08/2020 , 20:15:00,1010,1010
6558,17/08/2020 , 20:30:00,949,949
6559,17/08/2020 , 20:45:00,818,818
6560,17/08/2020 , 21:00:00,621,621
6561,17/08/2020 , 21:15:00,485,485
6562,17/08/2020 , 21:30:00,352,352
6563,17/08/2020 , 21:45:00,232,232
6564,17/08/2020 , 22:00:00,129,129
6565,17/08/2020 , 22:15:00,57,57
6566,17/08/2020 , 22:30:00,18,18
6567,17/08/2020 , 22:45:00,4,4
6568,17/08/2020 , 23:00:00,0,0
6569,17/08/2020 , 23:15:00,0,0
6570,17/08/2020 , 23:30:00,0,0
6571,17/08/2020 , 23:45:00,0,0
6572,17/08/2020 , 24:00:00,0,0
6573,18/08/2020 , 00:15:00,0,0
6574,18/08/2020 , 00:30:00,0,0
6575,18/08/2020 , 00:45:00,0,0
6576,18/08/2020 , 01:00:00,0,0
6577,18/08/2020 , 01:15:00,0,0
6578,18/08/2020 , 01:30:00,0,0
6579,18/08/2020 , 01:45:00,0,0
6580,18/08/2020 , 02:00:00,0,0
6581,18/08/2020 , 02:15:00,0,0
6582,18/08/2020 , 02:30:00,0,0
6583,18/08/2020 , 02:45:00,0,0
6584,18/08/2020 , 03:00:00,0,0
6585,18/08/2020 , 03:15:00,0,0
6586,18/08/2020 , 03:30:00,0,0
6587,18/08/2020 , 03:45:00,0,0
6588,18/08/2020 , 04:00:00,0,0
6589,18/08/2020 , 04:15:00,0,0
6590,18/08/2020 , 04:30:00,0,0
6591,18/08/2020 , 04:45:00,0,0
6592,18/08/2020 , 05:00:00,0,0
6593,18/08/2020 , 05:15:00,4,4
6594,18/08/2020 , 05:30:00,19,19
6595,18/08/2020 , 05:45:00,58,58
6596,18/08/2020 , 06:00:00,135,135
6597,18/08/2020 , 06:15:00,230,230
6598,18/08/2020 , 06:30:00,338,338
6599,18/08/2020 , 06:45:00,442,442
6600,18/08/2020 , 07:00:00,538,538
6601,18/08/2020 , 07:15:00,626,626
6602,18/08/2020 , 07:30:00,715,715
6603,18/08/2020 , 07:45:00,801,801
6604,18/08/2020 , 08:00:00,883,883
6605,18/08/2020 , 08:15:00,1000,1000
6606,18/08/2020 , 08:30:00,1042,1042
6607,18/08/2020 , 08:45:00,1131,1131
6608,18/08/2020 , 09:00:00,1213,1213
6609,18/08/2020 , 09:15:00,1603,1603
6610,18/08/2020 , 09:30:00,1499,1499
6611,18/08/2020 , 09:45:00,1561,1561
6612,18/08/2020 , 10:00:00,1687,1687
6613,18/08/2020 , 10:15:00,1714,1714
6614,18/08/2020 , 10:30:00,2195,2195
6615,18/08/2020 , 10:45:00,2076,2076
6616,18/08/2020 , 11:00:00,2251,2251
6617,18/08/2020 , 11:15:00,3470,3470
6618,18/08/2020 , 11:30:00,3189,3189
6619,18/08/2020 , 11:45:00,6486,6486
6620,18/08/2020 , 12:00:00,7160,7160
6621,18/08/2020 , 12:15:00,3316,3316
6622,18/08/2020 , 12:30:00,3961,3961
6623,18/08/2020 , 12:45:00,16750,16750
6624,18/08/2020 , 13:00:00,9575,9575
6625,18/08/2020 , 13:15:00,19557,19557
6626,18/08/2020 , 13:30:00,11685,11685
6627,18/08/2020 , 13:45:00,27592,27592
6628,18/08/2020 , 14:00:00,27896,27896
6629,18/08/2020 , 14:15:00,29427,29427
6630,18/08/2020 , 14:30:00,16527,16527
6631,18/08/2020 , 14:45:00,16832,16832
6632,18/08/2020 , 15:00:00,10982,10982
6633,18/08/2020 , 15:15:00,7917,7917
6634,18/08/2020 , 15:30:00,4987,4987
6635,18/08/2020 , 15:45:00,6245,6245
6636,18/08/2020 , 16:00:00,3066,3066
6637,18/08/2020 , 16:15:00,3482,3482
6638,18/08/2020 , 16:30:00,4892,4892
6639,18/08/2020 , 16:45:00,5249,5249
6640,18/08/2020 , 17:00:00,3084,3084
6641,18/08/2020 , 17:15:00,1507,1507
6642,18/08/2020 , 17:30:00,1439,1439
6643,18/08/2020 , 17:45:00,1634,1634
6644,18/08/2020 , 18:00:00,2373,2373
6645,18/08/2020 , 18:15:00,4587,4587
6646,18/08/2020 , 18:30:00,3009,3009
6647,18/08/2020 , 18:45:00,1808,1808
6648,18/08/2020 , 19:00:00,1545,1545
6649,18/08/2020 , 19:15:00,1074,1074
6650,18/08/2020 , 19:30:00,1036,1036
6651,18/08/2020 , 19:45:00,1256,1256
6652,18/08/2020 , 20:00:00,1455,1455
6653,18/08/2020 , 20:15:00,1193,1193
6654,18/08/2020 , 20:30:00,892,892
6655,18/08/2020 , 20:45:00,576,576
6656,18/08/2020 , 21:00:00,408,408
6657,18/08/2020 , 21:15:00,331,331
6658,18/08/2020 , 21:30:00,244,244
6659,18/08/2020 , 21:45:00,162,162
6660,18/08/2020 , 22:00:00,86,86
6661,18/08/2020 , 22:15:00,37,37
6662,18/08/2020 , 22:30:00,12,12
6663,18/08/2020 , 22:45:00,2,2
6664,18/08/2020 , 23:00:00,0,0
6665,18/08/2020 , 23:15:00,0,0
6666,18/08/2020 , 23:30:00,0,0
6667,18/08/2020 , 23:45:00,0,0
6668,18/08/2020 , 24:00:00,0,0
6669,19/08/2020 , 00:15:00,0,0
6670,19/08/2020 , 00:30:00,0,0
6671,19/08/2020 , 00:45:00,0,0
6672,19/08/2020 , 01:00:00,0,0
6673,19/08/2020 , 01:15:00,0,0
6674,19/08/2020 , 01:30:00,0,0
6675,19/08/2020 , 01:45:00,0,0
6676,19/08/2020 , 02:00:00,0,0
6677,19/08/2020 , 02:15:00,0,0
6678,19/08/2020 , 02:30:00,0,0
6679,19/08/2020 , 02:45:00,0,0
6680,19/08/2020 , 03:00:00,0,0
6681,19/08/2020 , 03:15:00,0,0
6682,19/08/2020 , 03:30:00,0,0
6683,19/08/2020 , 03:45:00,0,0
6684,19/08/2020 , 04:00:00,0,0
6685,19/08/2020 , 04:15:00,0,0
6686,19/08/2020 , 04:30:00,0,0
6687,19/08/2020 , 04:45:00,0,0
6688,19/08/2020 , 05:00:00,0,0
6689,19/08/2020 , 05:15:00,2,2
6690,19/08/2020 , 05:30:00,13,13
6691,19/08/2020 , 05:45:00,41,41
6692,19/08/2020 , 06:00:00,97,97
6693,19/08/2020 , 06:15:00,181,181
6694,19/08/2020 , 06:30:00,284,284
6695,19/08/2020 , 06:45:00,448,448
6696,19/08/2020 , 07:00:00,685,685
6697,19/08/2020 , 07:15:00,1005,1005
6698,19/08/2020 , 07:30:00,1289,1289
6699,19/08/2020 , 07:45:00,1567,1567
6700,19/08/2020 , 08:00:00,1875,1875
6701,19/08/2020 , 08:15:00,2438,2438
6702,19/08/2020 , 08:30:00,2718,2718
6703,19/08/2020 , 08:45:00,3090,3090
6704,19/08/2020 , 09:00:00,3956,3956
6705,19/08/2020 , 09:15:00,4242,4242
6706,19/08/2020 , 09:30:00,5041,5041
6707,19/08/2020 , 09:45:00,5189,5189
6708,19/08/2020 , 10:00:00,6057,6057
6709,19/08/2020 , 10:15:00,6143,6143
6710,19/08/2020 , 10:30:00,5699,5699
6711,19/08/2020 , 10:45:00,5095,5095
6712,19/08/2020 , 11:00:00,3027,3027
6713,19/08/2020 , 11:15:00,5409,5409
6714,19/08/2020 , 11:30:00,6076,6076
6715,19/08/2020 , 11:45:00,5992,5992
6716,19/08/2020 , 12:00:00,11526,11526
6717,19/08/2020 , 12:15:00,8350,8350
6718,19/08/2020 , 12:30:00,8798,8798
6719,19/08/2020 , 12:45:00,13230,13230
6720,19/08/2020 , 13:00:00,8198,8198
6721,19/08/2020 , 13:15:00,7705,7705
6722,19/08/2020 , 13:30:00,11325,11325
6723,19/08/2020 , 13:45:00,15519,15519
6724,19/08/2020 , 14:00:00,23981,23981
6725,19/08/2020 , 14:15:00,29158,29158
6726,19/08/2020 , 14:30:00,23148,23148
6727,19/08/2020 , 14:45:00,21686,21686
6728,19/08/2020 , 15:00:00,19315,19315
6729,19/08/2020 , 15:15:00,18019,18019
6730,19/08/2020 , 15:30:00,2730,2730
6731,19/08/2020 , 15:45:00,2711,2711
6732,19/08/2020 , 16:00:00,3512,3512
6733,19/08/2020 , 16:15:00,2686,2686
6734,19/08/2020 , 16:30:00,2776,2776
6735,19/08/2020 , 16:45:00,2119,2119
6736,19/08/2020 , 17:00:00,2419,2419
6737,19/08/2020 , 17:15:00,1994,1994
6738,19/08/2020 , 17:30:00,3815,3815
6739,19/08/2020 , 17:45:00,5924,5924
6740,19/08/2020 , 18:00:00,4558,4558
6741,19/08/2020 , 18:15:00,4265,4265
6742,19/08/2020 , 18:30:00,3930,3930
6743,19/08/2020 , 18:45:00,2746,2746
6744,19/08/2020 , 19:00:00,2634,2634
6745,19/08/2020 , 19:15:00,2375,2375
6746,19/08/2020 , 19:30:00,2037,2037
6747,19/08/2020 , 19:45:00,1397,1397
6748,19/08/2020 , 20:00:00,1398,1398
6749,19/08/2020 , 20:15:00,1273,1273
6750,19/08/2020 , 20:30:00,1024,1024
6751,19/08/2020 , 20:45:00,718,718
6752,19/08/2020 , 21:00:00,484,484
6753,19/08/2020 , 21:15:00,338,338
6754,19/08/2020 , 21:30:00,247,247
6755,19/08/2020 , 21:45:00,121,121
6756,19/08/2020 , 22:00:00,53,53
6757,19/08/2020 , 22:15:00,20,20
6758,19/08/2020 , 22:30:00,5,5
6759,19/08/2020 , 22:45:00,1,1
6760,19/08/2020 , 23:00:00,0,0
6761,19/08/2020 , 23:15:00,0,0
6762,19/08/2020 , 23:30:00,0,0
6763,19/08/2020 , 23:45:00,0,0
6764,19/08/2020 , 24:00:00,0,0
6765,20/08/2020 , 00:15:00,0,0
6766,20/08/2020 , 00:30:00,0,0
6767,20/08/2020 , 00:45:00,0,0
6768,20/08/2020 , 01:00:00,0,0
6769,20/08/2020 , 01:15:00,0,0
6770,20/08/2020 , 01:30:00,0,0
6771,20/08/2020 , 01:45:00,0,0
6772,20/08/2020 , 02:00:00,0,0
6773,20/08/2020 , 02:15:00,0,0
6774,20/08/2020 , 02:30:00,0,0
6775,20/08/2020 , 02:45:00,0,0
6776,20/08/2020 , 03:00:00,0,0
6777,20/08/2020 , 03:15:00,0,0
6778,20/08/2020 , 03:30:00,0,0
6779,20/08/2020 , 03:45:00,0,0
6780,20/08/2020 , 04:00:00,0,0
6781,20/08/2020 , 04:15:00,0,0
6782,20/08/2020 , 04:30:00,0,0
6783,20/08/2020 , 04:45:00,0,0
6784,20/08/2020 , 05:00:00,0,0
6785,20/08/2020 , 05:15:00,0,0
6786,20/08/2020 , 05:30:00,4,4
6787,20/08/2020 , 05:45:00,17,17
6788,20/08/2020 , 06:00:00,39,39
6789,20/08/2020 , 06:15:00,60,60
6790,20/08/2020 , 06:30:00,77,77
6791,20/08/2020 , 06:45:00,87,87
6792,20/08/2020 , 07:00:00,162,162
6793,20/08/2020 , 07:15:00,330,330
6794,20/08/2020 , 07:30:00,373,373
6795,20/08/2020 , 07:45:00,346,346
6796,20/08/2020 , 08:00:00,375,375
6797,20/08/2020 , 08:15:00,444,444
6798,20/08/2020 , 08:30:00,893,893
6799,20/08/2020 , 08:45:00,1837,1837
6800,20/08/2020 , 09:00:00,2397,2397
6801,20/08/2020 , 09:15:00,3518,3518
6802,20/08/2020 , 09:30:00,4525,4525
6803,20/08/2020 , 09:45:00,5090,5090
6804,20/08/2020 , 10:00:00,5354,5354
6805,20/08/2020 , 10:15:00,4878,4878
6806,20/08/2020 , 10:30:00,5079,5079
6807,20/08/2020 , 10:45:00,5687,5687
6808,20/08/2020 , 11:00:00,5142,5142
6809,20/08/2020 , 11:15:00,6664,6664
6810,20/08/2020 , 11:30:00,6848,6848
6811,20/08/2020 , 11:45:00,6699,6699
6812,20/08/2020 , 12:00:00,5926,5926
6813,20/08/2020 , 12:15:00,6193,6193
6814,20/08/2020 , 12:30:00,6540,6540
6815,20/08/2020 , 12:45:00,7826,7826
6816,20/08/2020 , 13:00:00,6417,6417
6817,20/08/2020 , 13:15:00,15164,15164
6818,20/08/2020 , 13:30:00,14756,14756
6819,20/08/2020 , 13:45:00,21609,21609
6820,20/08/2020 , 14:00:00,26544,26544
6821,20/08/2020 , 14:15:00,28040,28040
6822,20/08/2020 , 14:30:00,19607,19607
6823,20/08/2020 , 14:45:00,17094,17094
6824,20/08/2020 , 15:00:00,16538,16538
6825,20/08/2020 , 15:15:00,15363,15363
6826,20/08/2020 , 15:30:00,8155,8155
6827,20/08/2020 , 15:45:00,8000,8000
6828,20/08/2020 , 16:00:00,7149,7149
6829,20/08/2020 , 16:15:00,6453,6453
6830,20/08/2020 , 16:30:00,6471,6471
6831,20/08/2020 , 16:45:00,6336,6336
6832,20/08/2020 , 17:00:00,6340,6340
6833,20/08/2020 , 17:15:00,6825,6825
6834,20/08/2020 , 17:30:00,4104,4104
6835,20/08/2020 , 17:45:00,1346,1346
6836,20/08/2020 , 18:00:00,706,706
6837,20/08/2020 , 18:15:00,217,217
6838,20/08/2020 , 18:30:00,335,335
6839,20/08/2020 , 18:45:00,716,716
6840,20/08/2020 , 19:00:00,1058,1058
6841,20/08/2020 , 19:15:00,1262,1262
6842,20/08/2020 , 19:30:00,1097,1097
6843,20/08/2020 , 19:45:00,751,751
6844,20/08/2020 , 20:00:00,758,758
6845,20/08/2020 , 20:15:00,677,677
6846,20/08/2020 , 20:30:00,591,591
6847,20/08/2020 , 20:45:00,510,510
6848,20/08/2020 , 21:00:00,360,360
6849,20/08/2020 , 21:15:00,272,272
6850,20/08/2020 , 21:30:00,159,159
6851,20/08/2020 , 21:45:00,103,103
6852,20/08/2020 , 22:00:00,64,64
6853,20/08/2020 , 22:15:00,23,23
6854,20/08/2020 , 22:30:00,6,6
6855,20/08/2020 , 22:45:00,1,1
6856,20/08/2020 , 23:00:00,0,0
6857,20/08/2020 , 23:15:00,0,0
6858,20/08/2020 , 23:30:00,0,0
6859,20/08/2020 , 23:45:00,0,0
6860,20/08/2020 , 24:00:00,0,0
6861,21/08/2020 , 00:15:00,0,0
6862,21/08/2020 , 00:30:00,0,0
6863,21/08/2020 , 00:45:00,0,0
6864,21/08/2020 , 01:00:00,0,0
6865,21/08/2020 , 01:15:00,0,0
6866,21/08/2020 , 01:30:00,0,0
6867,21/08/2020 , 01:45:00,0,0
6868,21/08/2020 , 02:00:00,0,0
6869,21/08/2020 , 02:15:00,0,0
6870,21/08/2020 , 02:30:00,0,0
6871,21/08/2020 , 02:45:00,0,0
6872,21/08/2020 , 03:00:00,0,0
6873,21/08/2020 , 03:15:00,0,0
6874,21/08/2020 , 03:30:00,0,0
6875,21/08/2020 , 03:45:00,0,0
6876,21/08/2020 , 04:00:00,0,0
6877,21/08/2020 , 04:15:00,0,0
6878,21/08/2020 , 04:30:00,0,0
6879,21/08/2020 , 04:45:00,0,0
6880,21/08/2020 , 05:00:00,0,0
6881,21/08/2020 , 05:15:00,0,0
6882,21/08/2020 , 05:30:00,5,5
6883,21/08/2020 , 05:45:00,20,20
6884,21/08/2020 , 06:00:00,62,62
6885,21/08/2020 , 06:15:00,125,125
6886,21/08/2020 , 06:30:00,190,190
6887,21/08/2020 , 06:45:00,268,268
6888,21/08/2020 , 07:00:00,453,453
6889,21/08/2020 , 07:15:00,605,605
6890,21/08/2020 , 07:30:00,951,951
6891,21/08/2020 , 07:45:00,1127,1127
6892,21/08/2020 , 08:00:00,1293,1293
6893,21/08/2020 , 08:15:00,1093,1093
6894,21/08/2020 , 08:30:00,819,819
6895,21/08/2020 , 08:45:00,1211,1211
6896,21/08/2020 , 09:00:00,1639,1639
6897,21/08/2020 , 09:15:00,2004,2004
6898,21/08/2020 , 09:30:00,2789,2789
6899,21/08/2020 , 09:45:00,3906,3906
6900,21/08/2020 , 10:00:00,3792,3792
6901,21/08/2020 , 10:15:00,3306,3306
6902,21/08/2020 , 10:30:00,2897,2897
6903,21/08/2020 , 10:45:00,2081,2081
6904,21/08/2020 , 11:00:00,2909,2909
6905,21/08/2020 , 11:15:00,3329,3329
6906,21/08/2020 , 11:30:00,3035,3035
6907,21/08/2020 , 11:45:00,2657,2657
6908,21/08/2020 , 12:00:00,3005,3005
6909,21/08/2020 , 12:15:00,4514,4514
6910,21/08/2020 , 12:30:00,5787,5787
6911,21/08/2020 , 12:45:00,6303,6303
6912,21/08/2020 , 13:00:00,7285,7285
6913,21/08/2020 , 13:15:00,7820,7820
6914,21/08/2020 , 13:30:00,5952,5952
6915,21/08/2020 , 13:45:00,6991,6991
6916,21/08/2020 , 14:00:00,8922,8922
6917,21/08/2020 , 14:15:00,11798,11798
6918,21/08/2020 , 14:30:00,12126,12126
6919,21/08/2020 , 14:45:00,10804,10804
6920,21/08/2020 , 15:00:00,10575,10575
6921,21/08/2020 , 15:15:00,10260,10260
6922,21/08/2020 , 15:30:00,8123,8123
6923,21/08/2020 , 15:45:00,7272,7272
6924,21/08/2020 , 16:00:00,6267,6267
6925,21/08/2020 , 16:15:00,6253,6253
6926,21/08/2020 , 16:30:00,5918,5918
6927,21/08/2020 , 16:45:00,4223,4223
6928,21/08/2020 , 17:00:00,2399,2399
6929,21/08/2020 , 17:15:00,2875,2875
6930,21/08/2020 , 17:30:00,4516,4516
6931,21/08/2020 , 17:45:00,5112,5112
6932,21/08/2020 , 18:00:00,3608,3608
6933,21/08/2020 , 18:15:00,3261,3261
6934,21/08/2020 , 18:30:00,3048,3048
6935,21/08/2020 , 18:45:00,2232,2232
6936,21/08/2020 , 19:00:00,1254,1254
6937,21/08/2020 , 19:15:00,1508,1508
6938,21/08/2020 , 19:30:00,2835,2835
6939,21/08/2020 , 19:45:00,2997,2997
6940,21/08/2020 , 20:00:00,898,898
6941,21/08/2020 , 20:15:00,813,813
6942,21/08/2020 , 20:30:00,487,487
6943,21/08/2020 , 20:45:00,549,549
6944,21/08/2020 , 21:00:00,438,438
6945,21/08/2020 , 21:15:00,277,277
6946,21/08/2020 , 21:30:00,160,160
6947,21/08/2020 , 21:45:00,113,113
6948,21/08/2020 , 22:00:00,52,52
6949,21/08/2020 , 22:15:00,11,11
6950,21/08/2020 , 22:30:00,3,3
6951,21/08/2020 , 22:45:00,0,0
6952,21/08/2020 , 23:00:00,0,0
