Site Name ,POKE
Site Number ,125
Logger ,Integrating Light Sensor
Logger Serial Number ,11619


Scan No ,Date and Time,       Integrating Light,        ,
        ,        ,RAW VALUE ,CALIBRATED VALUE,

290,09/06/2022 , 17:15:00,22681,22681
291,09/06/2022 , 17:30:00,21820,21820
292,09/06/2022 , 17:45:00,30352,30352
293,09/06/2022 , 18:00:00,40391,40391
294,09/06/2022 , 18:15:00,21670,21670
295,09/06/2022 , 18:30:00,17101,17101
296,09/06/2022 , 18:45:00,14989,14989
297,09/06/2022 , 19:00:00,14753,14753
298,09/06/2022 , 19:15:00,23906,23906
299,09/06/2022 , 19:30:00,16397,16397
300,09/06/2022 , 19:45:00,15330,15330
301,09/06/2022 , 20:00:00,12490,12490
302,09/06/2022 , 20:15:00,15485,15485
303,09/06/2022 , 20:30:00,17995,17995
304,09/06/2022 , 20:45:00,15232,15232
305,09/06/2022 , 21:00:00,11945,11945
306,09/06/2022 , 21:15:00,11660,11660
307,09/06/2022 , 21:30:00,8421,8421
308,09/06/2022 , 21:45:00,7460,7460
309,09/06/2022 , 22:00:00,4688,4688
310,09/06/2022 , 22:15:00,2860,2860
311,09/06/2022 , 22:30:00,2444,2444
312,09/06/2022 , 22:45:00,1693,1693
313,09/06/2022 , 23:00:00,1382,1382
314,09/06/2022 , 23:15:00,1136,1136
315,09/06/2022 , 23:30:00,938,938
316,09/06/2022 , 23:45:00,772,772
317,09/06/2022 , 24:00:00,628,628
318,10/06/2022 , 00:15:00,517,517
319,10/06/2022 , 00:30:00,419,419
320,10/06/2022 , 00:45:00,318,318
321,10/06/2022 , 01:00:00,256,256
322,10/06/2022 , 01:15:00,216,216
323,10/06/2022 , 01:30:00,184,184
324,10/06/2022 , 01:45:00,173,173
325,10/06/2022 , 02:00:00,184,184
326,10/06/2022 , 02:15:00,202,202
327,10/06/2022 , 02:30:00,222,222
328,10/06/2022 , 02:45:00,241,241
329,10/06/2022 , 03:00:00,287,287
330,10/06/2022 , 03:15:00,357,357
331,10/06/2022 , 03:30:00,451,451
332,10/06/2022 , 03:45:00,561,561
333,10/06/2022 , 04:00:00,661,661
334,10/06/2022 , 04:15:00,835,835
335,10/06/2022 , 04:30:00,1123,1123
336,10/06/2022 , 04:45:00,1486,1486
337,10/06/2022 , 05:00:00,2092,2092
338,10/06/2022 , 05:15:00,3063,3063
339,10/06/2022 , 05:30:00,4348,4348
340,10/06/2022 , 05:45:00,5034,5034
341,10/06/2022 , 06:00:00,4132,4132
342,10/06/2022 , 06:15:00,6091,6091
343,10/06/2022 , 06:30:00,6867,6867
344,10/06/2022 , 06:45:00,7582,7582
345,10/06/2022 , 07:00:00,9017,9017
346,10/06/2022 , 07:15:00,10844,10844
347,10/06/2022 , 07:30:00,8297,8297
348,10/06/2022 , 07:45:00,6366,6366
349,10/06/2022 , 08:00:00,6777,6777
350,10/06/2022 , 08:15:00,6669,6669
351,10/06/2022 , 08:30:00,6178,6178
352,10/06/2022 , 08:45:00,5503,5503
353,10/06/2022 , 09:00:00,4921,4921
354,10/06/2022 , 09:15:00,4206,4206
355,10/06/2022 , 09:30:00,5626,5626
356,10/06/2022 , 09:45:00,6665,6665
357,10/06/2022 , 10:00:00,5611,5611
358,10/06/2022 , 10:15:00,4976,4976
359,10/06/2022 , 10:30:00,4519,4519
360,10/06/2022 , 10:45:00,4418,4418
361,10/06/2022 , 11:00:00,4976,4976
362,10/06/2022 , 11:15:00,5840,5840
363,10/06/2022 , 11:30:00,7717,7717
364,10/06/2022 , 11:45:00,13388,13388
365,10/06/2022 , 12:00:00,13450,13450
366,10/06/2022 , 12:15:00,12390,12390
367,10/06/2022 , 12:30:00,15009,15009
368,10/06/2022 , 12:45:00,16242,16242
369,10/06/2022 , 13:00:00,13167,13167
370,10/06/2022 , 13:15:00,12617,12617
371,10/06/2022 , 13:30:00,13522,13522
372,10/06/2022 , 13:45:00,15576,15576
373,10/06/2022 , 14:00:00,15971,15971
374,10/06/2022 , 14:15:00,13752,13752
375,10/06/2022 , 14:30:00,11762,11762
376,10/06/2022 , 14:45:00,12970,12970
377,10/06/2022 , 15:00:00,10395,10395
378,10/06/2022 , 15:15:00,9247,9247
379,10/06/2022 , 15:30:00,10520,10520
380,10/06/2022 , 15:45:00,12922,12922
381,10/06/2022 , 16:00:00,11969,11969
382,10/06/2022 , 16:15:00,13873,13873
383,10/06/2022 , 16:30:00,12806,12806
384,10/06/2022 , 16:45:00,12494,12494
385,10/06/2022 , 17:00:00,13803,13803
386,10/06/2022 , 17:15:00,10061,10061
387,10/06/2022 , 17:30:00,7680,7680
388,10/06/2022 , 17:45:00,7468,7468
389,10/06/2022 , 18:00:00,9271,9271
390,10/06/2022 , 18:15:00,13925,13925
391,10/06/2022 , 18:30:00,13896,13896
392,10/06/2022 , 18:45:00,12058,12058
393,10/06/2022 , 19:00:00,11061,11061
394,10/06/2022 , 19:15:00,11293,11293
395,10/06/2022 , 19:30:00,8875,8875
396,10/06/2022 , 19:45:00,8248,8248
397,10/06/2022 , 20:00:00,7152,7152
398,10/06/2022 , 20:15:00,6937,6937
399,10/06/2022 , 20:30:00,6843,6843
400,10/06/2022 , 20:45:00,5299,5299
401,10/06/2022 , 21:00:00,3958,3958
402,10/06/2022 , 21:15:00,2871,2871
403,10/06/2022 , 21:30:00,1760,1760
404,10/06/2022 , 21:45:00,1795,1795
405,10/06/2022 , 22:00:00,1906,1906
406,10/06/2022 , 22:15:00,1641,1641
407,10/06/2022 , 22:30:00,1424,1424
408,10/06/2022 , 22:45:00,1354,1354
409,10/06/2022 , 23:00:00,869,869
410,10/06/2022 , 23:15:00,444,444
411,10/06/2022 , 23:30:00,550,550
412,10/06/2022 , 23:45:00,965,965
413,10/06/2022 , 24:00:00,985,985
414,11/06/2022 , 00:15:00,642,642
415,11/06/2022 , 00:30:00,416,416
416,11/06/2022 , 00:45:00,336,336
417,11/06/2022 , 01:00:00,276,276
418,11/06/2022 , 01:15:00,186,186
419,11/06/2022 , 01:30:00,120,120
420,11/06/2022 , 01:45:00,111,111
421,11/06/2022 , 02:00:00,106,106
422,11/06/2022 , 02:15:00,118,118
423,11/06/2022 , 02:30:00,134,134
424,11/06/2022 , 02:45:00,149,149
425,11/06/2022 , 03:00:00,193,193
