Date,Total width (cm):,Time,Distance (cm),Depth (cm),Velocity (m/s),Velocity 1/2 depth,Velocity 2X depth,Mean Vel (m/s)
220719,,,230,26,0.47,,,0.47
220719,,,250,26,0.53,,,0.53
220719,,,270,26,0.51,,,0.51
220719,,,290,28,0.5,,,0.5
220719,,,310,30,0.47,,,0.47
220719,,,330,34,0.42,,,0.42
220719,,,350,34,0.43,,,0.43
220719,,,370,40,0.39,,,0.39
220719,,,390,40,0.35,,,0.35
220801,350,15:00,60,14,0.15,,,0.15
220801,,,80,17,0.33,,,0.33
220801,,,100,17,0.4,,,0.4
220801,,,120,19,0.43,,,0.43
220801,,,140,20,0.4,,,0.4
220801,,,160,21,0.45,,,0.45
220801,,,180,21,0.46,,,0.46
220801,,,200,20,0.45,,,0.45
220801,,,220,20,0.47,,,0.47
220801,,,240,20,0.41,,,0.41
220801,,,260,21,0.46,,,0.46
220801,,,280,22,0.46,,,0.46
220801,,,300,23,0.44,,,0.44
220801,,,320,30,0.31,,,0.31
220801,,,340,30,0.29,,,0.29
220801,,,360,32,0.26,,,0.26
220801,,,380,36,0.24,,,0.24
220801,,,400,37,0.22,,,0.22
220803,280,16:15,70,32,0.28,,,0.28
220803,,,90,32,0.44,,,0.44
220803,,,110,30,0.38,,,0.38
220803,,,130,30,0.33,,,0.33
220803,,,150,28,0.37,,,0.37
220803,,,170,28,0.35,,,0.35
220803,,,190,25,0.34,,,0.34
220803,,,210,4,0.38,,,0.38
220803,,,230,24,0.36,,,0.36
220803,,,250,26,0.42,,,0.42
220803,,,270,30,0.4,,,0.4
220803,,,290,30,0.38,,,0.38
220803,,,310,32,0.34,,,0.34
220803,,,330,34,0.4,,,0.4
220803,,,350,34,0.39,,,0.39
220817,285,12:00,100,36,0.29,,,0.29
220817,,,115,36,0.37,,,0.37
220817,,,130,36,0.41,,,0.41
220817,,,145,35,0.39,,,0.39
220817,,,160,35,0.38,,,0.38
220817,,,175,35,0.37,,,0.37
220817,,,190,31,0.38,,,0.38
220817,,,205,30,0.43,,,0.43
220817,,,220,30,0.34,,,0.34
220817,,,235,28,0.41,,,0.41
220817,,,250,27,0.4,,,0.4
220817,,,265,27,0.34,,,0.34
220817,,,280,30,0.39,,,0.39
220817,,,295,35,0.4,,,0.4
220817,,,310,36,0.35,,,0.35
220817,,,325,40,0.32,,,0.32
220817,,,340,42,0.42,,,0.42
220817,,,355,47,0.38,,,0.38
220817,,,370,49,0.33,,,0.33
220829,340,12:45,70,17,0.25,,,0.25
220829,,,90,20,0.31,,,0.31
220829,,,110,21,0.37,,,0.37
220829,,,130,21,0.44,,,0.44
220829,,,150,22,0.45,,,0.45
220829,,,170,22,0.37,,,0.37
220829,,,190,23,0.44,,,0.44
220829,,,210,22,0.42,,,0.42
220829,,,230,23,0.47,,,0.47
220829,,,250,22,0.42,,,0.42
220829,,,270,23,0.48,,,0.48
220829,,,290,26,0.4,,,0.4
220829,,,310,30,0.46,,,0.46
220829,,,330,35,0.4,,,0.4
220829,,,350,42,0.28,,,0.28
220829,,,370,43,0.31,,,0.31
220829,,,390,45,0.26,,,0.26
220829,,,410,44,0.36,,,0.36
220914,345,14:50,95,30,0.36,,,0.36
220914,,,115,28,0.37,,,0.37
220914,,,135,30,0.46,,,0.46
220914,,,155,31,0.43,,,0.43
220914,,,175,32,0.47,,,0.47
220914,,,195,29,0.49,,,0.49
220914,,,215,27,0.51,,,0.51
220914,,,235,25,0.44,,,0.44
220914,,,255,25,0.49,,,0.49
220914,,,275,26,0.46,,,0.46
220914,,,295,26,0.42,,,0.42
220914,,,315,27,0.48,,,0.48
220914,,,335,30,0.34,,,0.34
220914,,,355,32,0.4,,,0.4
220914,,,375,30,0.34,,,0.34
220914,,,395,34,0.27,,,0.27
220914,,,415,35,0.29,,,0.29
220914,,,435,35,0.24,,,0.24
220926,365,14:30,70,20,0.25,,,0.25
220926,,,90,20,0.34,,,0.34
220926,,,110,22,0.4,,,0.4
220926,,,130,23,0.47,,,0.47
220926,,,150,24,0.44,,,0.44
220926,,,170,24,0.45,,,0.45
220926,,,190,23,0.43,,,0.43
220926,,,210,21,0.46,,,0.46
220926,,,230,23,0.45,,,0.45
220926,,,250,22,0.43,,,0.43
220926,,,270,22,0.42,,,0.42
220926,,,290,25,0.43,,,0.43
220926,,,310,20,0.42,,,0.42
220926,,,330,31,0.32,,,0.32
220926,,,350,33,0.32,,,0.32
220926,,,370,36,0.27,,,0.27
220926,,,390,39,0.25,,,0.25
220926,,,410,40,0.38,,,0.38
220926,,,430,37,0.26,,,0.26
221007,305,10:45,105,31,0.26,,,0.26
221007,,,125,32,0.34,,,0.34
221007,,,145,32,0.42,,,0.42
221007,,,165,30,0.41,,,0.41
221007,,,185,28,0.38,,,0.38
221007,,,205,27,0.45,,,0.45
221007,,,225,25,0.4,,,0.4
221007,,,245,24,0.38,,,0.38
221007,,,265,24,0.41,,,0.41
221007,,,285,27,0.37,,,0.37
221007,,,305,31,343,,,343
221007,,,325,34,0.34,,,0.34
221007,,,345,37,0.33,,,0.33
221007,,,365,41,0.34,,,0.34
221007,,,375,46,0.41,,,0.41
221007,,,385,45,0.31,,,0.31
221007,,,395,47,0.28,,,0.28
221007,,,405,49,0.2,,,0.2
221007,,,410,46,0.17,,,0.17
